smiles,qed,sas,gsk3b_score,jnk3_score,logP,weight
COCc1csc(N)c1F,0.714859576,2.983807828,-4.3,-4.5,1.6158,161.0310631
CCc1ncncc1I,0.69007204,2.8963117,-4.2,-4.2,1.6436,233.9653962
NC(=O)CCc1ncns1,0.66872534,3.018164422,-4.7,-4.7,-0.044,157.0309828
CNc1ccsc1I,0.741728696,3.147453086,-3.6,-3.7,2.3944,238.9265682
CC(N)c1nc(CO)cs1,0.66421166,3.05793654,-4.8,-4.7,0.6551,158.0513839
OCCCc1ccsc1,0.68033677,2.134799013,-4.1,-4.5,1.673,142.0452359
FC=CCNc1ncccn1,0.712225101,2.90800899,-5.1,-4.9,1.3717,153.0702255
CCCCc1nc(NC)no1,0.714625217,2.648510014,-5.2,-5,1.4539,155.105862
C=C(C)c1csc(CO)n1,0.704324563,2.943197572,-4.6,-4.9,1.6685,155.0404849
Cc1ncnc(N)c1I,0.68141667,2.734681853,-4.5,-4.8,0.97182,234.9606452
CNc1noc(CC(C)C)n1,0.714589302,2.824531106,-5.3,-5.3,1.3098,155.105862
NC(=O)OCc1cscn1,0.68984364,2.570958378,-4.3,-4.6,0.7384,158.0149984
O=C(O)c1csc(F)c1,0.65270645,2.627247238,-4.4,-4.9,1.5854,145.9837786
CCc1nc(NCCF)n[nH]1,0.679390761,2.999773537,-4.9,-5,0.7485,158.0967746
OCCCc1csc(I)n1,0.846665933,3.003260026,-4.4,-4.6,1.6726,268.9371329
Oc1cc(N2CCC2)cs1,0.666404842,2.878051235,-4.7,-4.7,1.6638,155.0404849
CCCCc1csc(I)n1,0.766754066,2.796566619,-4.5,-4.6,3.0903,266.9578683
OCCNc1cscc1I,0.819371518,3.126367169,-4.3,-4.1,1.7569,268.9371329
Cc1cnc(NCCN)nc1,0.647043676,2.329597359,-5,-4.6,0.15562,152.1061964
CCc1nnsc1CO,0.66051387,3.0656557,-4.3,-4.8,0.5928,144.0357339
CC(C)Nc1n[nH]c(=S)s1,0.675575013,2.999705264,-4.7,-4.5,2.02099,175.0237893
CCCc1scnc1N,0.681923605,2.953435392,-4.4,-4.4,1.6778,142.0564693
O=C(Nc1nccnn1)C1CC1,0.678488709,2.417959661,-5.4,-5.4,0.2201,164.0698109
CCOc1cn[nH]c1I,0.79076797,3.103007084,-4.3,-4.3,1.413,237.9603108
Cc1cc(I)c(I)cn1,0.65921116,3.031081853,-4.5,-4.6,2.59922,344.8511452
CCOc1cnc(N)s1,0.676323317,2.9539117,-4.1,-4.3,1.124,144.0357339
Cc1nc(CSCF)cs1,0.703574655,2.981625411,-4.1,-4.3,2.61172,177.0082195
CC(C)Nc1cscc1N,0.688200891,2.857643726,-4.5,-4.4,2.1506,156.0721194
OCCOCc1cscn1,0.655848859,2.576952125,-4,-4.2,0.652,159.0353995
COc1nc(C(=O)O)cs1,0.694496537,2.553495008,-4.8,-5,0.8499,158.999014
COCc1csc(SO)n1,0.715432122,3.105533652,-4.4,-4.5,1.8546,176.9918205
Cc1cc(OCCN)no1,0.659798438,2.515074312,-4.7,-4.9,0.32052,142.0742276
Cc1nc(SC(C)C)n[nH]1,0.663067857,2.65205911,-4.7,-4.7,1.61362,157.0673684
Cc1csc(CCN)c1,0.664215802,2.562547392,-4.4,-4.3,1.55772,141.0612204
Oc1ccnc(NC2CC2)n1,0.654645446,2.495791403,-5.3,-5.3,0.7565,151.0745619
CC(=O)CCc1cnsc1,0.664153681,3.056280905,-4.5,-4.7,1.6647,155.0404849
CC(C)c1cnc(N)s1,0.649532252,2.709943392,-4.4,-4.5,1.8487,142.0564693
Cc1ncc(I)cc1I,0.65921116,3.02112993,-4.7,-4.5,2.59922,344.8511452
OCc1ccc(I)cn1,0.741091317,2.478357238,-4.8,-4.6,1.1785,234.9494118
CCCOc1nscc1F,0.676636513,3.058209477,-4.4,-4.5,2.071,161.0310631
CCCC(=O)Nc1nc[nH]n1,0.66718649,3.12291051,-5.2,-5.3,0.5433,154.0854609
c1cnc(NC2CC2)nn1,0.640763527,2.604491648,-4.7,-4.8,0.4459,136.0748963
CNc1cscc1N(C)C,0.702734913,2.997982187,-4,-3.9,1.8558,156.0721194
Cc1cc(OCCO)ns1,0.709696224,3.107793542,-4.6,-4.5,0.82262,159.0353995
CCNc1ncc(C)c(I)n1,0.652944164,2.904363413,-5.1,-5.1,1.82142,262.9919453
CC(CO)c1ccsc1,0.667724896,2.940367386,-4.2,-4.7,1.8439,142.0452359
NC(=O)CCCc1ccno1,0.685385603,2.661284207,-5.1,-5.6,0.4826,154.0742276
CCn1cc(I)c(C)n1,0.679748982,2.638901084,-4.2,-4.3,1.81602,235.9810463
Cc1ccnc(NC(C)C)n1,0.697335372,2.147680336,-5,-5,1.60532,151.1109474
CCCCc1nnc[nH]1,0.657913864,3.135252859,-4.9,-4.9,1.1473,125.0952974
CCc1csc(CNO)n1,0.649263171,2.80790563,-5,-4.7,1.1843,158.0513839
Cc1cc(I)ccc1O,0.68260524,2.038093392,-5.1,-5.1,2.30522,233.9541628
CCNc1ncc(F)c(F)n1,0.658346655,2.724811106,-4.9,-5.3,1.1866,159.0608037
SCc1cc(C2CC2)on1,0.660762715,3.095603982,-5,-4.6,1.9818,155.0404849
NSc1nc(C(=O)O)cs1,0.651877201,3.037469367,-4.9,-4.8,0.8071,175.9714194
Cn1cnc(NC2CC2)n1,0.642454056,2.76825618,-4.5,-4.6,0.3894,138.0905463
CCc1csc(C(=O)O)n1,0.705576471,2.405489879,-4.9,-4.7,1.4037,157.0197495
CNc1ccc(OC)cn1,0.664831424,1.95374629,-4.5,-4.7,1.1319,138.0793129
NCCCc1ccsc1,0.680060927,2.177343984,-3.9,-4.3,1.6394,141.0612204
CCc1nc(C2CC2)n[nH]1,0.66598868,2.612932004,-5.2,-4.8,1.2445,137.0952974
NCSCc1csc(N)n1,0.669133186,3.045846839,-4.1,-4.1,0.8747,175.0237893
CNc1nc(N)nc(I)n1,0.692008219,3.133592444,-5,-4.9,0.1001,250.9667932
CCCCc1nc(N)cs1,0.727222181,2.509427059,-4.4,-4.7,2.0679,156.0721194
OC(=S)Cc1nccs1,0.664839879,3.083146161,-4.1,-4.1,1.571,158.9812558
CNCc1csc(C=O)n1,0.65406974,2.966340246,-4.3,-4.3,0.675,156.0357339
C=C(C)c1csc(CN)n1,0.702881154,2.907023213,-4.4,-4.7,1.6349,154.0564693
CCCNc1csnc1N,0.699503929,3.141029257,-4.4,-4.6,1.5472,157.0673684
CCCc1csc(F)c1N,0.704236725,3.050592444,-4.7,-4.8,2.4219,159.0517985
NCCSc1nncs1,0.659119016,2.941795463,-4.2,-4.2,0.5889,161.0081392
CC(C)Cc1ncn[nH]1,0.640335787,2.6679997,-4.9,-4.5,1.0032,125.0952974
Cc1cscc1CCO,0.664528522,2.852081546,-4.5,-4.5,1.59132,142.0452359
C=C(N)Cc1ccsc1,0.66351434,2.849240315,-4.3,-4.6,1.763,139.0455703
CC(C)Nc1ncc(O)nn1,0.644672338,3.027640336,-5.2,-5.3,0.3975,154.0854609
CCNc1n[nH]c(=S)s1,0.647665568,3.050934469,-4.5,-4.2,1.63249,161.0081392
CNc1ncc(C)c(OC)n1,0.683386688,2.445700336,-5,-4.9,0.83532,153.090212
CSc1csc(CCN)n1,0.703332978,3.119503433,-4.1,-4,1.3662,174.0285403
c1cc(-c2ccsc2)n[nH]1,0.662478288,3.122417059,-4.7,-4.8,2.1382,150.0251692
NCCc1nc(CF)cs1,0.719097064,2.858997938,-4.3,-4.3,1.1138,160.0470475
Cc1cc(CC(C)C)[nH]n1,0.664128998,2.77745911,-4.9,-5,1.91662,138.1156984
CCSc1cc(N)cs1,0.670682989,3.148843392,-4,-4,2.4423,159.0176413
CCOc1cc(O)ccn1,0.668667496,2.311703982,-4.6,-5,1.1859,139.0633285
CNCc1cnc(F)s1,0.672958495,3.060128315,-3.9,-4.4,1.0016,146.0313974
NC(=O)Cc1ccsc1,0.649309161,2.202414469,-4.4,-4.7,0.7759,141.0248348
CC(C)c1ccc(I)o1,0.682825645,2.800583776,-4.7,-4.9,3.0076,235.9698129
Cc1nscc1NCCO,0.685322787,3.120438048,-4.3,-4.5,0.85572,158.0513839
NC(=O)c1ccoc1I,0.739893643,2.950012623,-4.6,-4.7,0.9831,236.9286764
Nc1ccsc1CCF,0.674790313,3.02436093,-4.1,-4.2,1.8423,145.0361485
CCOc1csnc1OC,0.670156739,2.968614971,-4.3,-4.3,1.5504,159.0353995
COc1cccc(CN)n1,0.648781678,2.09997651,-4.7,-4.8,0.5489,138.0793129
CC(C)(CO)c1ccsc1,0.694207955,2.776474495,-4.6,-4.9,2.018,156.060886
CCCc1ncc(N)s1,0.681923605,2.9491597,-4.1,-4.3,1.6778,142.0564693
Ic1csc2ncccc12,0.664300172,2.722852391,-4.8,-5,2.9009,260.9109181
CCNc1nc(CF)cs1,0.731538741,2.7430364,-4.2,-4.4,2.0444,160.0470475
C=Cc1cc(CO)cs1,0.664663735,3.11644893,-4.4,-4.5,1.8834,140.0295859
CCCNc1nnn(CC)n1,0.688123976,2.665245994,-5.5,-5,0.5149,155.1170954
Cc1nccc(I)c1N,0.691803539,2.905878007,-4.3,-4.4,1.57682,233.9653962
COCc1nnsc1N,0.648355637,2.9269117,-4.3,-4.5,0.2667,145.0309828
CCC(C)c1csc(N)n1,0.712822166,3.089233976,-4.6,-4.7,2.2388,156.0721194
CCSCc1cn[nH]c1,0.694983703,2.901247534,-4.1,-4.2,1.6628,142.0564693
Cc1ncc(O)cc1I,0.693952561,3.006101084,-4.6,-4.8,1.70022,234.9494118
COCCc1csc(O)n1,0.716073998,2.975172114,-4.3,-4.6,1.0376,159.0353995
CNc1cc(I)ccn1,0.74816132,2.626422469,-4.4,-4.5,1.7279,233.9653962
C=Cc1csc(C(=O)O)n1,0.703358973,3.055033469,-4.7,-4.8,1.4843,155.0040994
Cc1ncnc(NC2CC2)n1,0.675631195,2.373096614,-4.9,-5.2,0.75432,150.0905463
OCCCc1nc(I)cs1,0.846665933,3.05492596,-4.3,-4.7,1.6726,268.9371329
CCCc1nc(CS)cs1,0.693024166,2.744623762,-4.1,-4.4,2.5254,173.0332914
CC(C)c1nc(CS)cs1,0.678455112,2.844520649,-4.3,-4.4,2.6963,173.0332914
COCc1nc(C#N)cs1,0.641759919,2.833565521,-4.3,-4.6,1.16118,154.0200838
O=C(CS)Cc1cscn1,0.695680127,3.068129257,-4.2,-4.3,1.1845,172.9969058
Nc1ncc(CCCF)[nH]1,0.659888573,3.030284751,-4.4,-4.5,0.894,143.0858755
Cc1nc(CN)c(C)s1,0.639956648,2.744276084,-4.1,-4.2,1.21864,142.0564693
CCCc1csc(NO)n1,0.660213088,2.731059477,-4.6,-4.8,1.8967,158.0513839
CC(C)Cc1cn[nH]n1,0.640335787,2.766562161,-5,-4.7,1.0032,125.0952974
COCc1nscc1OC,0.66574312,3.045901235,-4.1,-4.2,1.2981,159.0353995
C=C(C)c1ncnc(NC)n1,0.681427256,3.086491106,-5,-5.1,0.9464,150.0905463
C=CNc1nccc(OC)n1,0.700730767,2.845406788,-4.9,-4.7,1.0406,151.0745619
COCC(=O)Nc1ncsn1,0.704881,3.119748227,-4.9,-4.8,0.123,173.0258975
CCc1cc(I)cs1,0.659660165,3.140920218,-4,-4.2,2.9151,237.9313192
CCONc1ncc(C)cn1,0.661502033,2.701196862,-5.3,-4.9,1.14842,153.090212
CNc1ncnc(C2CC2)n1,0.676795555,2.649648972,-5.1,-5.3,0.7907,150.0905463
C=CNc1ccnc(NC)n1,0.676390371,2.929243016,-4.7,-4.9,1.0737,150.0905463
CCCCc1csc(N)n1,0.727222181,2.217367169,-4.8,-4.6,2.0679,156.0721194
C=CNc1nccc(NC)n1,0.676390371,2.999952197,-4.9,-4.9,1.0737,150.0905463
CCc1scnc1CO,0.674405535,2.965625546,-4.6,-4.4,1.1978,143.0404849
c1ncnc(NC2CC2)n1,0.640763527,2.485395627,-4.6,-4.8,0.4459,136.0748963
Fc1cnc(NC2=CC2)nc1,0.692122925,3.002283711,-4.8,-4.9,1.3152,151.0545754
OCc1cc(CF)cs1,0.673025733,2.982877853,-4.3,-4.6,1.7099,146.0201641
CNc1ncc(C(C)=O)s1,0.657726552,2.605756546,-4.4,-4.8,1.3874,156.0357339
CCc1nc(CCN)cs1,0.714022601,2.412889696,-4.3,-4.4,1.2067,156.0721194
CCNc1onc(C)c1C,0.679322124,2.623736033,-5.4,-5,1.72324,140.094963
CCCc1nc(NCC)no1,0.714625217,2.702233091,-5.4,-4.9,1.4539,155.105862
NC(=O)CCc1nccs1,0.694828461,2.338748488,-4.5,-4.7,0.561,156.0357339
OC(=S)Cc1ccsc1,0.665594392,2.878860007,-4.1,-4.4,2.176,157.9860068
CCc1cnccc1I,0.677628968,2.467108623,-4.5,-4.5,2.2486,232.9701473
CCCCc1no[nH]1,0.643922815,3.050605533,-4.6,-5.3,1.3453,114.0793129
CCNc1ncc(CI)nn1,0.658783611,3.054890163,-5.1,-4.8,1.2384,263.9871943
CCNc1cncc(N)c1C,0.671431179,2.540204952,-4.8,-5,1.40402,151.1109474
CCOCc1nc(NC)no1,0.694804394,2.876609766,-4.9,-4.8,0.6478,157.0851266
OCCCNc1cscn1,0.640841311,2.839761674,-4.4,-4.2,0.9374,158.0513839
Oc1cncc(F)c1I,0.696127526,3.116408776,-4.2,-4.4,1.5309,238.9243399
CCCSCc1csnn1,0.654278423,3.056449208,-4.9,-4.2,2.1813,174.0285403
C=Cc1ccc(I)cc1O,0.754946025,2.687895008,-5.4,-5.3,2.6398,245.9541628
Cc1cscc1NCCO,0.695891787,2.819373213,-4.6,-4.6,1.46072,157.056135
CCn1nnc(NC(C)C)n1,0.690740025,2.842332644,-5.2,-5.1,0.5133,155.1170954
CNc1csc(N2CC2)n1,0.64578145,2.677089147,-4.3,-4.5,1.0048,155.0517183
CCSc1nc(NC)nn1C,0.689817879,2.937118798,-4.5,-4.5,0.9688,172.0782674
CC(=CCN)c1ccsc1,0.691559009,2.913799037,-4.7,-4.7,2.1101,153.0612204
C=C(F)CNc1ncccn1,0.712225101,2.792532346,-4.9,-5,1.3717,153.0702255
CCc1nc(C(N)=S)cs1,0.684166248,2.650720649,-4.3,-4.5,1.3397,172.0128903
COCCc1nc(N)cs1,0.711041484,2.692181455,-4.3,-4.6,0.9142,158.0513839
CCNc1ncc(I)c(O)n1,0.789192742,2.940169567,-5.1,-5,1.2186,264.9712099
OCCOc1cnsn1,0.647081401,3.097447534,-4.3,-4.4,-0.0908,146.0149984
CCNc1nccc(C#N)n1,0.672780147,2.574339294,-5.3,-5,0.78008,148.0748963
CC(C)CNc1n[nH]c(F)n1,0.689873994,3.044592644,-5.2,-5.1,1.0117,158.0967746
COCCc1nc(F)cs1,0.66936591,2.933628707,-4.2,-4.5,1.4711,161.0310631
CCOc1csc(N)c1O,0.686014279,2.871187315,-4.7,-4.7,1.4346,159.0353995
Ic1ccc(C2CC2)cc1,0.665370666,1.800128158,-5.3,-5.5,3.1686,243.9748983
CNc1ccnc(OC)c1,0.664831424,2.196686949,-4.4,-4.7,1.1319,138.0793129
O=C(O)Cc1cncs1,0.664830609,2.7003997,-4.5,-4.6,0.7702,143.0040994
CCNc1ncc(CO)cn1,0.659587432,2.289684704,-4.9,-4.9,0.4007,153.090212
CCC(=O)c1nc(O)cs1,0.660690858,2.999715521,-4.7,-5.1,1.4414,157.0197495
CCCSc1cscc1O,0.710873222,3.088181455,-4.3,-4.3,2.9558,174.0173069
CCNc1cc(OC)no1,0.686416948,2.946584751,-4.8,-4.7,1.115,142.0742276
CNc1csc(N(C)C)n1,0.69999458,3.000900136,-4.1,-4.4,1.2508,157.0673684
Cc1nc(NC2CC2)cs1,0.704626927,2.586762773,-4.6,-4.5,2.02582,154.0564693
CCOc1nc(NC)no1,0.667550752,3.128918817,-4.8,-4.7,0.51,143.0694765
O=C(Nc1csnn1)C1CC1,0.71479722,2.722466341,-5,-5.2,0.8866,169.0309828
Cc1cc(CCCF)on1,0.645294206,2.623143542,-5.1,-5,1.88512,143.0746422
CNc1nccc(COC)n1,0.692730398,2.355110014,-4.7,-4.8,0.6647,153.090212
Cc1cc(OCCS)no1,0.67487235,2.878565521,-4.8,-4.6,1.29162,159.0353995
OCCCc1csc(F)n1,0.722348572,2.933534751,-4.5,-4.7,1.2071,161.0310631
CCc1ccc(I)cn1,0.677628968,2.360266161,-4.6,-4.6,2.2486,232.9701473
CCOCc1cnsc1,0.641884409,3.056516173,-4,-4.2,1.6796,143.0404849
CCCNc1n[nH]c(CC)n1,0.684526265,2.556084704,-4.8,-5.1,1.189,154.1218464
CCNc1nc(NC)ns1,0.6890081,3.040600136,-4.4,-4.4,1.0116,158.0626173
NCC(=O)Cc1cscn1,0.680412189,2.886299586,-4.5,-4.4,0.2134,156.0357339
N#Cc1cscc1NC1CC1,0.726908778,2.905382967,-5,-4.9,2.19408,164.0408193
OCCc1cc(F)cs1,0.668669903,2.870862469,-4.3,-4.5,1.422,146.0201641
NC(=O)Cc1cscn1,0.63959267,2.600801546,-4.4,-4.6,0.1709,142.0200838
CCCc1csc(NC)n1,0.724875777,2.319546839,-4.3,-4.5,2.1373,156.0721194
CNCc1ncsc1C,0.670182279,2.979139392,-4.1,-4.1,1.17092,142.0564693
Cc1nnsc1CC1CC1,0.648794959,2.919683652,-4.7,-4.9,1.79902,154.0564693
FCCCNc1cscn1,0.680465495,3.145833292,-4.1,-4.3,1.9146,160.0470475
CN(C)c1csc(CN)n1,0.685703239,2.988356546,-4.2,-4.3,0.6678,157.0673684
CCCc1csc(CN)n1,0.720862683,2.364680356,-4.4,-4.7,1.5543,156.0721194
COc1cc(C)c(I)nn1,0.706381976,3.087453982,-4.9,-5.1,1.39822,249.9603108
CC(N)CCc1cscn1,0.718549783,3.115272438,-4.2,-4.6,1.4229,156.0721194
CCNc1cccs1,0.641717859,2.508705655,-3.7,-4,2.1799,127.0455703
CCSCc1cncs1,0.671392367,3.041232149,-3.7,-3.9,2.3962,159.0176413
CC(F)CNc1ncccn1,0.713324014,2.984088519,-5,-4.9,1.2465,155.0858755
C=CNc1ncc(NC)cn1,0.676390371,3.066498599,-4.6,-4.6,1.0737,150.0905463
O=C(O)c1nc(CI)cs1,0.657247918,2.961279623,-4.8,-4.7,1.7763,268.9007474
COc1n[nH]c2cscc12,0.677540737,3.138098544,-4.6,-4.9,1.633,154.0200838
CC(C)c1cc(I)cnn1,0.711797778,3.071156546,-5.1,-5.1,2.2046,247.9810463
CCC(N)Cc1cscn1,0.718549783,3.101292767,-4.2,-4.3,1.4229,156.0721194
CCCCc1ccc(I)o1,0.750406087,2.41324574,-4.7,-4.7,3.2268,249.985463
CCNc1noc(CSC)n1,0.744732101,3.009296118,-4.8,-4.7,1.3644,173.062283
CCc1c(C)n[nH]c1I,0.740742759,3.085693392,-4.5,-4.7,1.88512,235.9810463
CN(C)c1csc(CO)n1,0.688016417,3.024530905,-4.4,-4.6,0.7014,158.0513839
Ic1ccnc2[nH]ncc12,0.715358041,2.899300136,-5,-5.2,1.5625,244.9449951
CCOc1nc(CN)cs1,0.713539311,2.772850136,-4.3,-4.5,1.0005,158.0513839
Oc1nc(CC2CC2)cs1,0.706064122,3.102467718,-5.3,-4.8,1.8012,155.0404849
OCCc1nc(CF)cs1,0.720912164,2.902049586,-4.3,-4.5,1.1474,161.0310631
CCCOc1cnsc1,0.644659542,3.083446942,-3.8,-4.1,1.9319,143.0404849
OCCc1csc(O)c1,0.649431123,3.059220007,-4.4,-4.6,0.9885,144.0245005
CCCc1csc(CO)n1,0.722386983,2.399562773,-4.6,-4.7,1.5879,157.056135
CNc1ncc(C)c(CF)n1,0.698998608,2.92856649,-5.1,-4.9,1.29622,155.0858755
CC(C)CNc1c[nH]cn1,0.665505084,3.132988597,-4.6,-4.6,1.4776,139.1109474
Cc1csc(SC2CC2)n1,0.678286773,2.700009477,-4.3,-4.4,2.70602,171.0176413
CCOc1csnc1NC,0.724871137,3.096815521,-4.1,-4.2,1.5835,158.0513839
OCc1nc(C2=NC2)cs1,0.671365522,3.078390246,-4.9,-4.9,0.4381,154.0200838
CCCC(=O)Nc1ncon1,0.700773168,2.727991403,-5.5,-5.2,0.8082,155.0694765
Nc1cncc(I)c1O,0.659642082,3.080731853,-4.6,-4.8,0.974,235.9446608
NCCc1csc(CO)n1,0.657355711,2.618633652,-4.5,-4.5,0.1366,158.0513839
Cc1nc(SC2CC2)cs1,0.678286773,3.036614422,-4.3,-4.5,2.70602,171.0176413
CCNc1cscc1CC,0.707384645,2.772741345,-4.2,-4.3,2.7423,155.0768704
N#CCCc1nc(N)cs1,0.693527196,3.107833103,-4.6,-4.8,1.18148,153.0360682
CCc1cncc(I)c1,0.677628968,2.428450161,-4.5,-4.7,2.2486,232.9701473
NCCOCc1cscn1,0.653306493,2.67045186,-4.1,-4,0.6184,158.0513839
CNCc1cc(C)cs1,0.661633972,2.456364007,-4.1,-4.3,1.77592,141.0612204
Ic1ccncc1C1CC1,0.69266269,2.537035301,-4.9,-4.8,2.5636,244.9701473
Ic1ccccc1I,0.642051393,2.24769854,-4.2,-4.6,2.8958,329.8402461
CCCc1occc1N,0.654314408,2.849522776,-4.5,-4.4,1.8143,125.084064
CNc1nc(C2=NC2)cs1,0.687514056,2.965811125,-4.5,-4.6,0.9875,153.0360682
CCNc1cnc(NC)nc1,0.676685447,2.418065349,-4.8,-4.7,0.9501,152.1061964
CC(C)(CN)c1ccsc1,0.694095588,2.83865911,-4.6,-4.6,1.9844,155.0768704
NCCc1ccc(I)s1,0.799633718,2.903965853,-4.4,-4.4,1.8539,252.9422183
CNc1noc(CN(C)C)n1,0.67583185,2.922008029,-4.6,-4.7,0.1729,156.101111
C=Cc1cnc(NCC)nn1,0.696446942,3.067293637,-5,-4.8,0.9464,150.0905463
CCc1cnc(I)cn1,0.69007204,3.084713546,-4.3,-4.4,1.6436,233.9653962
C=C(C)CNc1ncccn1,0.661062387,2.438088674,-4.9,-5,1.4646,149.0952974
CC(C)CNc1ncnn1C,0.702504865,2.750403413,-4.8,-4.9,0.883,154.1218464
CC(C)Cc1nc[nH]c1F,0.669101707,3.060536033,-4.9,-4.9,1.7473,142.0906266
Cc1c(I)ccnc1N,0.691803539,2.722191469,-4.9,-4.9,1.57682,233.9653962
O=C(O)Cc1csc(O)n1,0.657847486,2.894361674,-5.1,-4.9,0.4758,158.999014
OCCCOc1cnsc1,0.66369747,3.094320826,-4.1,-4.4,0.9043,159.0353995
CCCSc1csc(N)n1,0.714121381,2.950397389,-4.3,-4.4,2.2274,174.0285403
CCNc1cncs1,0.653653914,3.128032076,-3.7,-4.1,1.5749,128.0408193
CCCNc1ccno1,0.666445888,3.00104635,-4.8,-4.5,1.4965,126.0793129
c1cnc(NC2CCC2)nn1,0.678201529,2.535846009,-5.2,-5.1,0.836,150.0905463
CNCc1ncc(C)s1,0.670182279,2.658650776,-4.1,-4.1,1.17092,142.0564693
CCCOc1cc(I)on1,0.773225295,3.059692993,-4.6,-4.9,2.068,252.9599765
Cc1nc(N)ccc1I,0.691803539,2.579097238,-4.7,-4.9,1.57682,233.9653962
CNC(=O)c1csc(F)n1,0.654702374,2.813592444,-4.8,-4.9,0.6418,160.010662
NCc1nc(CCF)cs1,0.719097064,2.846036949,-4.1,-4.5,1.1138,160.0470475
Nc1nnc(C(F)F)s1,0.652392063,2.9980357,-4.8,-4.7,1.0579,151.0015745
Nc1ccnc(NCCF)n1,0.666102989,2.705891155,-4.9,-5.1,0.4402,156.0811245
CCNc1csc(F)c1,0.673022581,3.042023084,-4.1,-4.3,2.319,145.0361485
CN(C)Cc1csc(I)n1,0.760374106,3.026684751,-4,-4.1,1.8093,267.9531173
CCOc1nc(CC)cs1,0.670016388,2.582658378,-4.3,-4.5,2.1042,157.056135
CNc1scc(OC)c1N,0.683212702,2.913510392,-4.4,-4.6,1.3806,158.0513839
CSCc1cc[nH]c1,0.640982343,3.029874885,-3.8,-3.9,1.8777,127.0455703
C=C(C)c1cc(OC)n[nH]1,0.671250791,3.141279623,-5.1,-4.9,1.4514,138.0793129
c1ncc(NC2CC2)s1,0.676167124,3.060169427,-4.1,-4.4,1.7174,140.0408193
NC(=O)Nc1cscc1I,0.750091085,3.1160027,-4.9,-4.8,1.8433,267.9167318
COc1csc(F)c1O,0.655051904,3.079278007,-4.2,-4.8,1.6014,147.9994286
CCNc1nsc(NC)n1,0.6890081,3.02251607,-4.3,-4.3,1.0116,158.0626173
CSCc1nc(O)cs1,0.716493593,3.153800315,-4,-4.2,1.7117,160.9969058
CSc1nc(C(N)=O)cs1,0.679422054,2.643448854,-4.7,-4.7,0.9639,173.9921548
CCc1csc(NOC)n1,0.679442515,2.86549574,-5.1,-4.7,1.6788,158.0513839
OCCNc1ncc(I)nn1,0.746241629,3.1267785,-5.4,-4.9,-0.1196,265.9664588
CCn1cccc1I,0.639766651,2.942794344,-4,-4,2.1126,220.9701473
CCOc1nc(CO)cs1,0.715978927,2.718271564,-4.4,-4.6,1.0341,159.0353995
Cc1nc(NCC2CC2)n[nH]1,0.67720034,2.581226639,-5,-5,0.93502,152.1061964
CS(=O)(=O)c1csc(N)n1,0.662983183,2.905136822,-4.8,-5,0.1288,177.9870694
CNc1ncc(CCF)nn1,0.688864246,3.102333339,-5.4,-5,0.4253,156.0811245
CCn1cnc(NC(C)C)n1,0.709009291,2.681564952,-4.8,-4.7,1.1183,154.1218464
C=C(COC)c1nc(C)cs1,0.69103761,2.973949567,-4.5,-4.8,2.11112,169.056135
OCSCc1nccs1,0.678773657,3.030091321,-3.8,-4.1,1.3261,160.9969058
Nc1ccsc1C(F)F,0.650791356,3.067826084,-4.3,-4.3,2.2679,149.0110766
C=Cc1cnc(NC)nc1N,0.652377354,2.921232644,-5.2,-5.2,0.7435,150.0905463
COc1scnc1C(=O)O,0.694496537,2.932048854,-4.7,-4.8,0.8499,158.999014
CCCc1csc(CS)n1,0.693024166,2.868042444,-4.3,-4.4,2.5254,173.0332914
Cc1nscc1C(=O)O,0.641118486,2.850245315,-4.4,-4.7,1.14972,143.0040994
CNc1snnc1CCCN,0.692712734,2.999009766,-4.7,-4.7,0.4711,172.0782674
O=C(O)Cc1csc(I)n1,0.824909265,2.870818085,-4.7,-4.8,1.3748,268.9007474
CC=Cc1cccc(I)c1,0.664486361,2.259563323,-5.5,-5.5,3.3243,243.9748983
CCNc1nscc1C,0.68164894,3.153218776,-4.1,-4.2,1.88332,142.0564693
CCc1csc(CCN)n1,0.714022601,2.404107279,-4.3,-4.3,1.2067,156.0721194
COCc1nsc(N)n1,0.648355637,2.943067392,-4.3,-4.2,0.2667,145.0309828
CSC(=O)c1csc(N)n1,0.695339869,2.989987315,-4.4,-4.8,1.2285,173.9921548
COc1nc(CCN)cs1,0.702371444,2.800577059,-4.2,-4.5,0.6529,158.0513839
CCOCc1csc(N)n1,0.720066531,2.389227608,-4.2,-4.5,1.2618,158.0513839
CCc1nc(NC)ncc1O,0.659004379,2.700215721,-4.9,-4.9,0.7863,153.090212
CCc1ncc(I)cn1,0.69007204,2.765598469,-4.2,-4.4,1.6436,233.9653962
CNc1cc(I)c(F)cn1,0.771492714,2.767843726,-4.8,-4.9,1.867,251.9559744
COc1nscc1C(=O)O,0.694496537,2.933925777,-4.5,-4.9,0.8499,158.999014
CSCn1ccc(N)n1,0.66517433,3.148073546,-3.9,-4,0.7858,143.0517183
Ic1cccn1C1CC1,0.656219793,2.930744315,-4.5,-4.5,2.4276,232.9701473
CC(C)Nc1nc(I)cs1,0.833718769,3.064212956,-4.4,-4.4,2.568,267.9531173
Nc1cncc(N)c1I,0.654882839,3.058589546,-4.3,-4.3,0.8506,234.9606452
