smiles,qed,sas,gsk3b_score,jnk3_score,logP,weight
O=C(O)Cc1ccc2c(c1)N(c1cccc(-n3cnc4ccccc43)n1)C(=O)C2,0.583393783,2.59966657,-10,-8.9,3.2684,384.1222404
Brc1c(N2CCC(c3c[nH]c4ncccc34)CC2)ccc2ccncc12,0.493279376,2.594335184,-8.9,-9.3,5.2576,406.0793087
O=C1Nc2ccccc2CCC1Nc1ccccc1-c1ccc2ccccc2c1,0.467859075,2.584817009,-10.9,-10.2,5.8722,378.1732133
Cc1ccc2ncccc2c1NC(=O)N1C(=O)Cc2cc(F)ccc21,0.735546032,2.434155895,-9.8,-8.8,3.80352,335.1070049
Cc1ccc2ncccc2c1Nc1ccc2c(c1)CC(=O)N2,0.754537147,2.240673598,-8.7,-9.1,3.78142,289.1215121
CN1CCN(c2ccc(Nc3cccc4c(Br)cncc34)c3cnccc23)CC1,0.475886635,2.540789446,-9,-8.9,5.0409,447.1058578
O=C(NNc1ccc2ccccc2c1F)c1ccc2ccccc2c1,0.525212684,1.982134271,-9.8,-9.2,4.889,330.1168413
O=C(c1cc([N+](=O)[O-])cc2ccccc12)N1CCNc2ccccc2C1,0.564788363,2.219071951,-9.7,-8.9,3.8159,347.1269914
CN(c1ccc2cnccc2c1)c1cccc2ccncc12,0.540741028,2.350344422,-8.5,-8.2,4.5509,285.1265975
O=S(=O)(c1cccc2cnccc12)N1CC=C(c2c[nH]c3cc(F)ccc23)CC1,0.549626673,2.608529757,-9.6,-9,4.3332,407.110376
Nc1ccc2nc(-c3ccc(NC(=O)NCc4cccc5c4NC(=O)C5)cc3)[nH]c2c1,0.328272776,2.564379088,-9.3,-9.3,3.6284,412.1647739
c1cc2cc(CNc3cc4cn[nH]c4s3)ccc2[nH]1,0.530165253,2.983528296,-7.6,-7.4,3.7178,268.0782674
O=c1[nH]c2cccc(Nc3nsc4c(Br)cccc34)c2[nH]1,0.505814342,2.882977038,-8.8,-7.9,3.972,359.968044
O=C1CNc2ccc(Cl)nc2N1c1cccc(-c2cn[nH]c2)c1,0.709463313,2.833219222,-8.5,-9,3.2153,325.0730377
O=C1CN(c2cccc(-c3cn[nH]c3)c2)c2ccc(Cl)nc2N1,0.709463313,2.778152861,-8.9,-8.6,3.2153,325.0730377
Nc1cccc(S(=O)(=O)Nc2cccc(Nc3nnc(-c4cccc5ccccc45)o3)c2)c1,0.306047005,2.341083353,-10.2,-9.6,5.0164,457.1208605
FC(F)(F)c1cccc2c(Nc3ccc4c(Br)cccc4c3)ccnc12,0.383346849,2.276746745,-9.3,-9.4,6.9129,416.0135951
O=C1Cc2cc(CNC(=O)C(=O)Nc3nc(-c4c[nH]c5ncccc45)cs3)ccc2N1,0.368278422,2.661906781,-10.1,-9.5,2.4359,432.1004594
NN(c1cc2cccc(Cl)c2cn1)c1cccc2cnccc12,0.4377628,2.666885582,-9.2,-8.5,4.4482,320.0828741
O=C(Nc1cccc2cccnc12)c1ccc(NC(=O)N2CCc3cc(C(F)(F)F)ccc32)cc1,0.375260027,2.310369909,-10.2,-10.9,6.1005,476.1460105
O=[N+]([O-])c1cc2cn[nH]c2cc1Nc1nc2ccc(I)cn2n1,0.298864026,3.006416696,-8,-7.9,2.862,420.9784205
O=S(=O)(Cl)c1ccc2cc(Nc3c[nH]c4cc(Br)ccc34)ccc2c1,0.402465197,2.382051453,-8.6,-8.8,5.7547,433.9491384
CC(CNc1c[nH]c2nc[nH]c(=O)c12)c1ccc(S(C)(=O)=O)cc1,0.653536642,3.135815553,-8.1,-7.9,1.8703,346.1099614
Cc1c(Nc2cnc(N)cc2-c2ccccn2)cc(C)c2ncccc12,0.567763329,2.580054105,-9,-8.4,4.63444,341.1640456
O=c1cc(C(F)Nc2ccc(Oc3nncc4ccccc34)cc2)[nH]c2ccc(Cl)cc12,0.323667621,3.227249429,-10.5,-9.8,5.9972,446.0945817
O=c1cc(C(F)F)[nH]c2ccc(Nc3ccc(Oc4nncc5ccccc45)cc3)cc12,0.360468246,2.670150328,-10,-10,5.9448,430.1241322
O=C(Nc1ccc(-c2cccc(F)c2)c(F)c1)N1CCc2nnc(-c3ccncc3)cc2C1,0.479761711,2.531433353,-9.5,-9,5.074,443.1557667
O=C(Cc1cccc2ccncc12)Oc1cc2cn[nH]c2cc1Br,0.429357014,2.546798079,-8.6,-8.6,4.0217,381.0112887
Fc1cc2c(cc1NCc1ccc(Cn3cnc4ccccc43)cc1)CNCC2,0.531357888,2.401054725,-8.6,-8.5,4.4815,386.190675
Cc1[nH]nc2ncc(C(=O)Oc3cccc(-c4cnn(C)c4)c3)cc12,0.460104722,2.514574313,-8.9,-8.4,2.88602,333.1225747
Fc1cc2ccncc2cc1NCc1ccc(-c2cccnc2)cc1,0.569290691,2.129979719,-8.7,-8.9,5.048,329.1328257
O=Cc1cccc(Cl)c1C(F)(F)Nc1nccc(-c2cccc([N+](=O)[O-])c2)n1,0.277064933,2.82964719,-8.8,-8.4,4.6791,404.0487743
Cc1ccc2c(OC(=O)Cc3ccc4c(c3)NC(=O)C4)ccnc2c1,0.74806226,2.386408928,-9,-8.5,3.18592,332.1160924
N#Cc1cccc(C2(Nc3cnc4[nH]nc(N)c4c3)CC2)c1,0.687311645,2.963457423,-8.2,-7.9,2.51298,290.1279944
O=C1CCCc2c1[nH]c1cc(N3C(=O)CNc4cc(Br)cnc43)ccc21,0.636221875,2.980752566,-9.2,-8.9,3.9346,410.0378378
Cc1nccc(-c2cccc(NC(=O)N(C)Cc3ccc4cc[nH]c4c3)c2)n1,0.550612146,2.387655408,-9.4,-8.5,4.59722,371.1746103
N#Cc1ccc(-c2ccc3c(c2)N(c2ccc4nccc(Cl)c4c2)CCO3)cc1,0.418566719,2.399231256,-10.5,-9.5,5.95738,397.0981898
O=Cc1cccc2ccc(NNc3ccc4[nH]ncc4c3)nc12,0.397582709,2.694465565,-8.8,-8.1,3.3626,303.11201
Cc1[nH]nc2ncc(C(=O)NCc3cccc4[nH]ncc34)cc12,0.539274622,2.548269509,-9.1,-8.4,2.07262,306.1229091
O=C(NCc1ccc(-c2ccc3c(c2)CCCO3)cc1)N1c2ccccc2C=Cc2ccccc21,0.352373511,2.52722427,-11.1,-10.4,7.2103,458.1994281
O=C(Nc1cccc(Br)c1I)Nc1nccc2cnccc12,0.53813622,2.550569511,-8.2,-8,4.6409,467.908271
O=C(Nc1n[nH]c2cccc(I)c12)N1CCC(c2c[nH]c3ncccc23)CC1,0.365937559,2.779015987,-10.2,-9.1,4.4553,486.0665072
O=S(=O)(Nc1nc(-c2c[nH]c3ncccc23)cs1)c1cccc2cnccc12,0.468303712,2.536362141,-9.2,-8.7,4.0354,407.0510667
O=C1CN=C(c2ccccc2)c2cc(Br)ccc2N1c1cc2c(nn1)-c1ccccc1C2,0.342810523,2.750147994,-9.4,-10,5.326,480.0585733
O=[N+]([O-])c1cc(Br)c(Br)c(Nc2ccc(-c3cccc(O)c3)cc2)c1,0.354524183,2.288736511,-8.4,-8.6,6.236,461.9214664
N#Cc1ccc(-c2ccc3c(c2)N(c2ccc4cc(Cl)ncc4c2)CCO3)cc1,0.391552574,2.467035057,-10.2,-9.4,5.95738,397.0981898
N#Cc1ccc(-c2ccc3c(c2)N(c2cc4ccc(Cl)cc4cn2)CCO3)cc1,0.418566719,2.438381664,-10.4,-9.4,5.95738,397.0981898
O=c1[nH]c2cc(Nc3ccc4[nH]nc(Cl)c4c3)ccc2cc1CCl,0.470356863,2.641443506,-9,-8.5,4.5402,358.0388164
CC(NCC(=O)c1ccc2c(c1)Cc1ccccc1-2)c1ccc2[nH]ncc2c1,0.443999647,2.857712117,-8.5,-8.6,4.6676,367.1684623
Cc1cc2[nH]ncc2cc1Nc1cc(F)cc2c1C(=O)CO2,0.761106039,2.778494786,-8.2,-8,3.32912,297.0913548
O=C(Nc1cncc2c(Cl)cccc12)C(=O)N1C(=O)Cc2c(Br)cccc21,0.580483241,2.872119079,-8.9,-8.7,3.7051,442.967231
c1ccc2c(c1)ccc1sc(Nc3ccc4cnccc4c3)nc12,0.448987656,2.174834727,-9.3,-8.9,5.7413,327.0830184
Nc1cccc2c(NC(=O)C(=O)Nc3c[nH]nc3-c3ccccc3F)cccc12,0.317065491,2.571492169,-10.1,-8.8,3.5284,389.128803
O=c1[nH]nnc2c(N3CCc4oc(-c5ccccc5)cc4C3)cccc12,0.604540604,2.773894624,-9.6,-8.6,3.1408,344.1273258
O=C1NCCN(C(=O)Nc2ccc(Oc3nncc4ccccc34)cc2)c2ccccc21,0.512746504,2.470756178,-10.7,-9.8,4.204,425.1487895
COc1ccc(NC(=O)Nc2cc3cn[nH]c3cn2)c2ncccc12,0.533618191,2.467906663,-8.5,-8.1,3.1587,334.1178237
Clc1ccc2ccncc2c1Nc1cc(Br)c2cnccc2c1,0.464369478,2.525942069,-8.5,-8.4,5.9425,382.9824871
Cc1cc(CC(C)NC(=O)C(=O)Nc2n[nH]c3cccc(F)c23)n[nH]1,0.535708616,3.261234966,-8.3,-8.1,1.41942,344.139702
O=C(Nc1cccc2ccccc12)C(=O)Nc1ncnc2scc(-c3ccccc3)c12,0.395318871,2.255895251,-10.1,-9.2,5.0887,424.0993968
c1cc(NNc2nncc3ccccc23)c2ccncc2c1,0.563473405,2.384817763,-8.4,-8.2,3.617,287.1170954
Nc1cccc(-c2nc3cc(Nc4ccc(Cl)c5cnccc45)ccc3[nH]2)c1,0.344924426,2.425672273,-9.7,-9,5.7573,385.1094232
Nc1ccc(Cc2ccc3c(c2)CCN3c2cc3[nH]ncc3cc2Br)cc1,0.449472824,2.579027228,-8.9,-9.1,5.1926,418.0793087
C[C@H]1COc2c(F)c(NC(=S)c3cnc4ccccc4c3)cc3c(=O)c(C(=O)O)cn1c23,0.454456179,3.394318659,-10,-9.4,4.128,449.0845552
CN1CCN(c2ccc(Nc3cccc4ccc(C(=O)O)nc34)c3cnccc23)CC1,0.523727904,2.48289755,-9.3,-9,3.9766,413.185175
Cn1c(Cl)cnc1-c1csc(NC(=O)C(=O)Nc2cc(Cc3ccccc3)ccn2)n1,0.448742205,2.654291085,-9.4,-9.6,3.76,452.0822225
N#Cc1cccc(Oc2ccc(Nc3ccnc4[nH]ccc34)cc2)c1,0.555045407,2.250063294,-8.7,-9.1,4.97048,326.1167611
CCS(=O)(=O)c1ccc(C(=O)O)c(Nc2cc(-c3ncc[nH]3)ccn2)c1,0.607262024,2.576773009,-8.7,-7.8,2.7071,372.089226
OCCc1cnc2c(Nc3ccc(F)c4cnccc34)cnn2c1,0.603812218,2.769709288,-8.3,-8,2.695,323.1182383
O=C(O)c1cnc2ccnn2c1Nc1ccc2c(c1)Cc1ccccc1-2,0.522009135,2.507624024,-9.4,-9.6,3.7423,342.1116757
O=C(c1ccccc1NCc1ccc2cnccc2c1)c1cccc2ccccc12,0.36288091,2.079028397,-8.6,-9.7,6.2311,388.1575633
O=C(c1ccc(Nc2ncnc3ccccc23)cc1)N1CCc2c(c(=O)[nH]c3ccccc23)C1,0.427466,2.358872169,-10.7,-10.4,4.4134,447.1695249
Nc1cc(Cl)ccc1S(=O)(=O)Nc1ccc2c(c1)[nH]c1nc[nH]c(=O)c12,0.399124192,2.626746244,-9.2,-8.3,2.4408,389.0349379
Brc1ccc2c(Nc3ccc4[nH]cnc4c3)n[nH]c2c1,0.521843395,2.520708233,-8.3,-7.7,3.9453,327.0119574
O=C(Nc1cccc2[nH]c(=O)ccc12)C(=O)N1C(=O)Cc2cc(F)ccc21,0.641597106,2.587110577,-9.8,-8.8,1.7216,365.0811841
O=C(CCC(=O)c1ccc2c(c1)-c1ccccc1C2)NCc1ccc2cn[nH]c2c1,0.418219358,2.370875956,-8.7,-8.8,4.4134,395.1633769
O=C(c1cccc(Br)c1)c1cccc(Nc2cc3cccnc3cn2)c1,0.4651163,2.171193457,-9.9,-8.5,5.3669,403.0320242
O=C(c1cccc(F)c1)c1cccc(Nc2cc3cccnc3cn2)c1,0.54369605,2.136204591,-9.7,-9.2,4.7435,343.1120903
c1cc(Nc2cncc3ccsc23)c2cnccc2c1,0.582126262,2.515136565,-7.6,-7.7,4.5881,277.0673684
O=C(NC(=S)c1n[nH]c2ccccc12)C(=O)N1CC(c2ccccc2)Cc2ccccc21,0.367843405,3.17060526,-10.5,-8.4,3.7277,440.1306969
NS(=O)(=O)c1ccc(Nc2ccc3[nH]ncc3c2Cl)c2cnccc12,0.510057376,2.678427401,-8.4,-8.5,3.1555,373.0400233
O=C(Nc1ccc2[nH]ncc2c1Cl)C(=O)NS(=O)(=O)c1ccc(F)c2cnccc12,0.412596622,2.798783923,-9.7,-9.3,2.3472,447.0204307
Cc1cccc2c1CC(Nc1ccnc3cc(C(F)(F)F)ccc13)CO2,0.701694219,2.948961043,-9.5,-8.5,4.97762,358.1292978
Clc1cc2cnccc2cc1NCc1cccc2ccccc12,0.527418312,2.060049049,-8.4,-8.9,5.6535,318.0923762
O=C1Nc2ccc(S(=O)(=O)NNc3cccc4cnccc34)c3cccc1c23,0.464568735,2.602915237,-9.6,-8.8,3.2591,390.0786613
O=C(O)c1ccc(Nc2cccc3c(F)ccnc23)c2cnccc12,0.582355642,2.368510852,-8.8,-8.4,4.3639,333.0913548
O=C(Nc1cc2cc[nH]c2cn1)NS(=O)(=O)c1ccc(C(=O)CBr)cc1,0.418738091,2.545146876,-8.3,-7.9,2.6509,435.984088
Nc1cccc2c1N(C(=O)C(=O)Nc1ccncc1-c1ccncc1)CCNC2=O,0.439217703,2.802238791,-10,-9.1,1.4409,402.1440384
CC1CCc2c(sc3nc(S)n(-c4ccc(Nc5cnc6c(F)cccc6c5Cl)cc4)c(=O)c23)C1,0.19880389,3.385036364,-9.9,-9.6,6.945,522.0751092
Cc1cc(=O)oc2cc(OCC3CCN(C(=O)Nc4cncc5ccccc45)CC3)ccc12,0.450191307,2.473288161,-10.3,-9.8,4.97252,443.1845063
Clc1ccc(C(Cl)c2ccc(N3CC=C(c4cncc5ccccc45)CC3)cc2)cc1,0.302320717,2.936572624,-9.6,-9.2,7.5101,444.1160041
O=c1[nH]cc(Nc2ccc(-c3cccnc3)cc2)c2ccccc12,0.591531409,2.049442338,-8.6,-8.7,4.3337,313.1215121
Brc1ccc2ncccc2c1Nc1ncc2cccnc2n1,0.588998933,2.463152233,-8.5,-7.9,4.0791,351.0119574
O=C(Nc1cc(-c2cccnc2)ccn1)c1ccccc1Cc1nc2ccccc2c(=O)[nH]1,0.432156254,2.410272132,-9.8,-9.4,4.2232,433.1538748
O=C(CNc1ccc(C(=O)Nc2ccc3cn[nH]c3c2)cc1)c1ccc2ccccc2c1,0.326978775,2.193229173,-9.7,-9.7,5.2632,420.1586259
CS(=O)(=O)c1ccc(C(=O)CNc2cc(-c3ccc4ccccc4c3)[nH]n2)cc1,0.474384128,2.328729055,-9.1,-8.7,3.9282,405.1147125
O=C(Nc1n[nH]c2ccccc12)c1cnc2cc3c(cc2c1O)OCCO3,0.505831615,2.571247091,-9.3,-8.9,2.8402,362.1015049
Clc1ccc2ccncc2c1Nc1cc2c(nn1)-c1ccccc1CCC2,0.498852933,2.593355193,-9.5,-9.7,5.5775,372.1141742
O=S(=O)(Nc1n[nH]c2ccc(C(F)(F)F)cc12)c1cccc2cnccc12,0.553021234,2.498309363,-9.4,-8.6,3.9307,392.0554813
Fc1ccccc1-c1n[nH]cc1Nc1cnc2nccnc2c1,0.606882723,2.84882371,-8.6,-8.1,3.2976,306.1029226
O=C(O)c1cc2cc(Nc3ncc4c(n3)CCCCC4=O)cnc2[nH]1,0.62820372,2.751860852,-8.8,-9,2.7038,337.1174893
O=Cc1c[nH]c2nccc(NC3CC(c4ccc(F)c(Cl)c4)C3)c12,0.684343741,2.738892985,-8.2,-8.2,4.526,343.088768
Cc1cc(Nc2cc(=O)[nH]c3cnccc23)c2ccccc2c1,0.585086962,2.299160668,-9,-9.4,4.12832,301.1215121
O=C(Nc1cccc2[nH]ncc12)Nc1noc2cc(Br)ccc12,0.493456064,2.489061702,-9,-8.2,4.1106,371.0017867
CS(=O)c1ccc(CNC(=O)C(=O)Nc2cnc3[nH]ccc3c2)cc1,0.617108045,2.988363408,-8.3,-7.7,1.5552,356.0943114
N#CC(c1ccccc1)c1ccc(Nc2ccc3oc(C(=O)CBr)cc3c2)cc1,0.275202807,2.922475135,-9,-8.8,6.40948,444.0473399
Oc1ccc(-c2cccnc2)cc1N1CCc2ccc(F)cc21,0.76713161,2.244257569,-8.7,-8.3,4.2875,306.1168413
O=C(NCc1cc2ccc(Br)cc2[nH]1)c1cc2c(=O)[nH]c3ccccc3c2s1,0.36365502,2.549930622,-10,-9,4.9166,450.9990098
Ic1ccnc(Nc2nc(-c3ccccc3)nc3ccccc23)c1,0.468560889,2.182250355,-9.2,-8.2,5.04,424.0184944
O=C1Cc2c(cccc2N2C(=O)C(=O)c3cc([N+](=O)[O-])ccc32)N1,0.515834034,2.629287913,-8.5,-8,1.9504,323.0542204
O=C(c1ccc2c(c1)oc1ccccc12)N1CCc2c(ccc(F)c2F)C1,0.473448875,2.300354956,-11,-9.4,5.0627,363.1070852
c1cncc(-c2ccc(CNc3cccc4c3-c3ccccc3CO4)cc2)c1,0.487939588,2.194190512,-9.5,-8.6,5.9201,364.1575633
O=C(Nc1ncnc2[nH]ccc12)C(=O)NC1CCc2ccccc2OC1,0.604930034,3.059697135,-9.4,-8.6,1.4064,351.1331394
CC(OC(=O)c1cc2c(=O)[nH]c3ccccc3c2s1)C(=O)c1ccc2c(c1)CC(=O)N2,0.378180055,3.064788942,-9.2,-9.1,3.6656,432.0779926
Cc1ccc2[nH]c(C(=O)Oc3cnc4[nH]cc(Cc5ccccc5)c4c3)c(Cl)c2c1,0.363364085,2.553662892,-10.4,-9,5.81602,415.1087545
Cc1nc(NC(=O)c2ccc3c(=O)[nH][nH]c(=O)c3c2)c2cccn2n1,0.499618316,2.692651886,-9.5,-8.8,0.81982,336.0970882
Nc1c(Nc2n[nH]c3cccnc23)ccc2scnc12,0.491533689,2.790213057,-7.7,-6.9,2.8934,282.0687653
CCN(c1ccc2[nH]c(=O)[nH]c2c1)c1ccc2cc[nH]c2n1,0.543060101,2.850821674,-8.1,-7.8,2.8905,293.1276601
O=C(Nc1ccc(C2=CCCCC2)cn1)Nc1nnc2ccc([N+](=O)[O-])cn12,0.52614824,2.825629767,-9.6,-9.1,3.6339,379.1392874
NN(CC(=O)c1ccc2c(c1)-c1ccccc1C2)c1cccc2ccncc12,0.291857742,2.597082592,-9.4,-9.6,4.369,365.1528122
c1ccc2cc([C@@H]3C[C@H]3Nc3cccc4ccncc34)ccc2c1,0.551064486,2.875150695,-9.3,-9.4,5.356,310.1469986
Cc1cccc(C(=O)c2ccc(Nc3cncc4ccccc34)cc2)c1,0.498329555,1.944785157,-9.1,-8.8,5.51782,338.1419132
c1cc(NCCc2ccc3[nH]ccc3c2)c2cc[nH]c2n1,0.532083361,2.432522741,-7.7,-7.8,3.6988,276.1374965
CC1COc2c(NCCc3cnc4c(Cl)cnn4c3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.473282955,3.593354044,-9.6,-9.1,3.1429,457.0953099
CC1COc2c(F)c(NCCc3cnc4c(Cl)cnn4c3)cc3c(=O)c(C(=O)O)cn1c23,0.473282955,3.616738659,-9.1,-8.6,3.1429,457.0953099
N#Cc1ccc(Nc2ccnc3[nH]ncc23)cn1,0.709424156,2.662833133,-7.4,-6.8,1.96818,236.0810443
O=C(Nc1ccc2cnc(Cl)cc2c1)c1n[nH]c(=O)c2ccccc12,0.542401601,2.244370467,-9.2,-8.6,3.377,350.0570533
O=C(N[C@@H]1C[C@H]1c1cccc2ccccc12)N1CC=C(c2ncc(Cl)cn2)CC1,0.691471496,3.388583039,-10.1,-9.5,4.638,404.140389
CC(Cc1ccc2[nH]ncc2c1)Nc1ccc(Br)c2ccc(=O)[nH]c12,0.483120512,3.081154307,-8.5,-8.2,4.21,396.0585733
O=Cc1cc(Nc2cnc3c(O)cccc3c2)cc(-c2cccnc2)c1,0.532333206,2.458872809,-9.6,-9,4.5585,341.1164267
Fc1cc(Nc2ccccc2-c2ccc3ccccc3c2)c2occc2c1,0.372892704,2.25063,-9,-9.7,7.1357,353.1215924
NN(c1ccc2[nH]ncc2c1)c1c(Cl)ccc2ccncc12,0.43652775,2.81671254,-8.4,-7.8,3.7763,309.0781231
Clc1ccc2ccncc2c1NNc1ccc2[nH]ncc2c1,0.496118746,2.593706552,-8.4,-8.6,4.2035,309.0781231
CC#Cc1ccc2cc(N3c4ccccc4C=Cc4ccccc43)ccc2c1,0.287550323,2.535939148,-9.9,-8.9,7.1648,357.1517496
COc1cc(N2CCC(c3cccc4[nH]ccc34)CC2)c2cnccc2c1,0.553915599,2.436822693,-8.9,-9.3,5.1087,357.1841124
Cc1n[nH]c(-c2ccc(NC(=O)Nc3ccc(Cl)c4ncccc34)cc2)n1,0.484104113,2.415854956,-8.8,-8.7,4.62572,378.0995868
O=C(CN1CCc2n[nH]c(=O)cc2C1)c1ccc2c(c1)Cc1ccccc1-2,0.572510569,2.616117393,-9.7,-9.9,2.5821,357.1477268
C#Cc1ccc2c(NCc3ccc4cn[nH]c4c3)n[nH]c2c1,0.507233591,2.692872706,-9,-8.2,3.0326,287.1170954
CC(Nc1cc2cc[nH]c2cn1)c1ccc(S(C)(=O)=O)cc1,0.775379631,2.775221962,-8.1,-7.7,3.1395,315.1041478
O=C(Nc1ccc2cn[nH]c2n1)C(=O)Nc1cccc2cn[nH]c12,0.414927243,2.681317419,-8.8,-8.2,1.4114,321.0974226
Nc1n[nH]c2cccc(N3CCc4nnc(-c5ccncc5)cc4C3)c12,0.580520806,2.779116602,-9,-8.4,2.5598,343.1545435
C[C@H](Nc1c(Br)ccc2[nH]ncc12)c1cccc2cnccc12,0.53303001,3.007912419,-8.4,-8.3,5.0467,366.0480086
O=C(CNc1nc(-c2ccc3c(c2)Cc2ccccc2-3)cs1)c1c[nH]c2ncccc12,0.357313507,2.613730292,-9.2,-10,5.5524,422.1201322
C[C@@H](NC(=O)Nc1ccccc1-c1ccc2ccccc2c1)c1cccc2cnccc12,0.332776223,2.57775483,-9.9,-10.3,6.9377,417.1841124
C[C@@H](NC(=O)C(=O)Nc1ccccc1-c1ccc2ccccc2c1)c1cccc2cnccc12,0.33992064,2.685624023,-11.2,-9.6,5.8709,445.179027
NN(CC(=O)c1ccc2c(c1)Cc1ccccc1-2)c1cccc2cnccc12,0.291857742,2.543102854,-9.4,-9.2,4.369,365.1528122
O=C1Cc2cc(C(=O)CNc3ccc(N4C(=O)c5cccc6cccc(c56)C4=O)cc3)ccc2N1,0.33868764,2.485259074,-11.4,-10,4.4298,461.1375561
O=C1Cc2cc(Br)c(F)cc2N1c1ccc2c(c1)Cc1ccccc1-2,0.424591721,2.476393544,-9.5,-8.6,5.3802,393.0164544
O=C(Oc1cccc2[nH]ncc12)c1ccc(-c2cccc3cccnc23)cc1,0.360919914,2.191041465,-9.5,-10,4.9973,365.1164267
CC(Nc1ccc(Cl)c2ccncc12)c1ccc2[nH]ncc2c1,0.561559448,2.853596001,-8.9,-8.3,4.9376,322.0985242
O=C(Oc1ccc2[nH]c3c(C(=O)O)cc(F)cc3c(=O)c2c1)c1ccc(Nc2ncnc3ccccc23)cc1,0.155759604,2.576100205,-11,-10.9,5.4246,520.1182979
CC(NC(=O)C(=O)N1CCOc2ccc(-c3ccc(C#N)cc3)cc21)c1ccc2[nH]ncc2c1,0.461529382,3.144958104,-10.4,-9.2,3.70438,451.1644395
O=C1C(=O)N(c2cc3cnccc3cc2F)c2ccc(-c3ccccc3)cc21,0.472897043,2.361409254,-9.7,-9.5,4.9019,368.0961059
NC(c1ccc(NCc2ccc(-n3cnc4ccccc43)cc2)cc1)c1cccc2ccccc12,0.289673459,2.692783258,-9.8,-10.8,6.8389,454.2157468
O=C1Cc2ccc(C(F)(F)F)cc2N1c1cc2cc[nH]c2cn1,0.741899718,2.741593737,-9.1,-8.5,3.8025,317.0775966
O=C(NCc1ccc(-c2cccnc2)cc1)NCc1cccc2[nH]ncc12,0.510028711,2.180504423,-9.5,-8.5,3.6243,357.1589602
O=C1Cc2ccc(C(=O)NNc3cnn4cc(CCO)cnc34)cc2N1,0.496836386,2.852428259,-8.7,-7.9,0.5156,352.1283884
O=S(=O)(Nc1cc2cc[nH]c2cn1)c1ccc2c(c1)Cc1ccccc1-2,0.511123167,2.438325846,-9.9,-9.2,3.9349,361.0884977
O=S(=O)(Nc1ccc(F)c2ccncc12)c1ccc2c(c1)Cc1ccccc1-2,0.483798655,2.321115237,-9.6,-9.2,4.7459,390.0838269
Nc1ccc(Cc2ccc3c(c2)CCN3c2cccc3[nH]ncc23)cc1,0.542484207,2.373053865,-9.1,-9,4.4301,340.1687966
CC(C(=O)O)N(C(=O)NCc1ccc2cn[nH]c2c1)C(=O)c1ccc2[nH]ncc2c1,0.400128266,3.253541991,-9.1,-8.1,2.2643,406.1389531
CCc1cccc2c(C3=CCN(c4ccnc5[nH]ccc45)CC3)c[nH]c12,0.556147751,2.813705014,-8.7,-9.3,4.9003,342.1844467
C[C@H](Nc1c(Cl)ccc2ccncc12)c1cccc2cnccc12,0.529233948,2.795314776,-8.9,-8.7,5.6095,333.1032752
Clc1cnn2cc(CCNc3ccnc4[nH]ccc34)cnc12,0.607612629,2.825838387,-7.8,-7.4,2.9136,312.0890221
O=C1Cc2ccc(CC(=O)Oc3cccc(C(=O)CBr)c3)cc2N1,0.370138761,2.424475338,-8.4,-7.9,2.9069,387.01062
NCCc1cnc2c(N3C(=O)Cc4cc(S(N)(=O)=O)ccc43)cnn2c1,0.666245773,2.934496929,-8.6,-7.7,0.0987,372.1004594
O=C(Nc1cccc2c1NCCNC2=O)C(=O)N1C(=O)c2cccc3c(S(=O)(=O)Cl)ccc1c23,0.36233198,3.073573319,-10.7,-9.8,2.0481,498.0400829
O=C(Oc1cncc2ccsc12)c1ccc2c(c1)-c1ccccc1C2,0.41929307,2.480023585,-9.6,-9.4,5.0867,343.0666997
N#Cc1ccc(-c2ccc3c(c2)N(c2cc(Br)cc4cnccc24)CCO3)cc1,0.378410624,2.532015872,-10.1,-8.5,6.06648,441.0476742
CN(C(=O)NNc1cccc2ccncc12)c1ccc2cnccc2c1,0.5525791,2.565550137,-8.9,-8.8,3.9559,343.1433102
O=S(=O)(Nc1cc2[nH]ncc2cc1Br)c1ccc2c(c1)Cc1ccccc1-2,0.427323958,2.476820636,-9.2,-9.1,4.6974,438.9990098
O=C(Nc1ccc2cncc(F)c2c1)C(=O)N1CCc2nnc(-c3ccncc3)cc2C1,0.492939926,2.804639658,-10,-9.8,2.7493,428.139702
O=C(c1ccc(Nc2ccc(Oc3ccc4ccccc4c3)c(Cl)c2)cc1)c1cccc(Cl)c1,0.244657511,2.065485988,-10.4,-9.9,8.9135,483.0792842
O=C1CCc2cc(-c3csc(NC(=O)Nc4ccccc4-c4ccc5ccccc5c4)n3)ccc2N1,0.249927817,2.403293539,-10.8,-11.7,7.159,490.1463469
CN1CCN(c2ccc(NC(F)c3cc(=O)c4cc(Cl)ccc4[nH]3)c3cnccc23)CC1,0.4451596,3.316850098,-10,-9.3,4.5617,451.1575163
CN1CCN(c2ccc(Nc3ccc4[nH]c(C(F)F)cc(=O)c4c3)c3cnccc23)CC1,0.493933831,2.754052712,-9.3,-9,4.5093,435.1870668
CN(Cc1ccnc2[nH]ccc12)c1ccc2ccc(=O)[nH]c2c1Cl,0.598417986,2.799819426,-8.5,-8,3.6942,338.0934388
O=C(CCn1c(=O)[nH]c(=O)c2ccccc21)Nc1ccc(Nc2cnc3[nH]ccc3n2)cc1,0.319709145,2.546489603,-10.3,-9.5,2.7335,441.1549375
