smiles,qed,sas,gsk3b_score,jnk3_score,weight,logP
COc1ccc(-c2ccc(C(=O)Nc3ccc(CN4CCOCC4)c4ccccc34)cc2)cc1OC,0.37114364,2.123853373,0.04,0.01,482.58,5.6085
Cc1cccc(-c2nc(N)c3nnn(C4CCC(N)CC4)c3n2)c1,0.74826165,2.600820095,0.15,0.02,323.404,2.22132
CC(C)(C)c1ccc(CNc2ccc(C(=O)O)cc2)cc1,0.879446387,1.658768289,0.01,0,283.371,4.2944
CC(=O)c1cn(CC(=O)N2C(C(O)=NCc3cccc(Cl)c3F)CC3CC32)c2ncccc12,0.333791984,4.038606989,0.11,0.01,468.916,4.1775
CN(C)CCc1cccc(-c2ccc3c(Nc4cccc(Cl)c4)n[nH]c3c2)c1,0.441442589,2.254870793,0.65,0.22,390.918,5.731
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(NCc3ccccc3)nc12,0.225501364,2.511302677,0.39,0.24,529.526,6.35502
CN(C)CCCOc1ccc(Nc2ncc(Nc3ccccc3C(=O)O)cc2F)cc1,0.405459083,2.278356676,0.18,0.37,424.476,4.7366
N#Cc1ccc(-c2nccnc2Oc2ccc(Nc3ccccc3)cc2)cc1,0.502493174,2.125917832,0.35,0.37,364.408,5.55118
CN(C)C(=O)c1ccc(-c2n[nH]c3ccc(-c4cncnc4)cc23)cc1,0.618618876,2.303433797,0.6,0.2,343.39,3.3887
CCOc1ccc(-c2ccc(C(=O)NC3CCC(C(=O)O)CC3)cc2)cc1,0.805022865,1.856605482,0.02,0.01,367.445,4.1255
CC(C)C(CO)Nc1cc(NC(=O)c2cc(-c3ncccc3F)ccc2Cl)n(-c2ccccc2)n1,0.305129806,3.075547204,0.17,0.07,493.97,5.4079
O=c1ccc2ccc(Cl)cc2nc1Nc1ccccc1-c1ncccn1,0.584283006,2.387801959,0.15,0.14,360.804,4.449
COc1ccc(C(=O)Nc2ccc(Br)cc2C(=O)Nc2ccc(Cl)cn2)cc1,0.560708557,1.931310953,0.05,0.01,460.715,5.0107
O=C(NCC(=O)Nc1ccccc1C(=O)Nc1ccccc1)c1ccccc1,0.619463493,1.60656481,0,0.01,373.412,3.3074
CNc1nc(Nc2ccc(-c3ccncc3)cc2)nc(N2CCOCC2)n1,0.715026067,2.308735385,0.33,0.2,363.425,2.5555
COc1ccc(CNc2ncc(C(=O)Nc3ccc(N4CCOCC4)cc3)cc2-c2cncnc2)cc1OC,0.330524923,2.544987784,0.16,0.08,526.597,4.2568
O=C(Nc1ccccc1Cl)c1ccc2ccccc2c1,0.721718678,1.454953992,0,0.02,281.742,4.7455
CN1CCN(c2ccc(-c3ccc4c(c3)CCC(=O)N4C)cc2)CC1,0.844006476,2.088620467,0.07,0.05,335.451,3.0144
CCN(CC)C(=O)c1ccc(-c2ccc3ncnc(Nc4cccc(C(F)(F)F)c4)c3c2)cc1,0.351974539,2.294117631,0.49,0.21,464.491,6.5412
Cc1cc(Nc2ccc(C(=O)Nc3ccccc3N)cn2)n[nH]1,0.554069611,2.214534179,0.27,0.15,308.345,2.69122
Cn1cc(-c2cnc(N)c3c(-c4ccc(F)c(N5CCOCC5)n4)ccnc23)cn1,0.559822315,2.863932919,0.34,0.15,405.437,2.6502
CCC(=O)Nc1ccc(-c2ccc(Cl)c(Cl)c2)nc1NCc1cccnc1,0.579634128,2.230741147,0.17,0.02,401.297,5.411
COc1ccc(Nc2ncc(C(=O)c3ccccc3C(F)(F)F)cc2N)cc1,0.622588102,2.224025296,0.28,0.35,387.361,4.6658
Cc1cccc(-c2cn(-c3cccc4ccccc34)nn2)c1,0.546408264,1.973249748,0.13,0.03,285.35,4.39592
CN(C)CC=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,0.614810928,2.665483105,0.59,0.64,400.845,3.6172
COc1ccc(Cc2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1,0.612383904,3.417618462,0.02,0,394.851,1.4543
COc1ccc(Nc2ncc(C(=O)Nc3ccccc3)cc2-c2nccc(N)n2)cc1,0.436126795,2.232271396,0.26,0.17,412.453,4.1253
Cc1ccc(Nc2nccc(Nc3ccccc3)n2)cc1,0.746728862,1.784684811,0.63,0.33,276.343,4.27222
Cc1cc(-c2ccccc2)nc(Nc2ccc(C(=O)Nc3ccccc3N)cc2)n1,0.412199834,1.976653874,0.14,0.13,395.466,5.03012
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Nc3ncnc4ccccc34)cc2)cc1,0.250934453,2.381381705,0.38,0.1,491.599,6.80902
COc1cccc(-c2nnc(Nc3cccc(C(=O)Nc4ccccc4)c3)[nH]2)c1,0.455215978,2.238449718,0.1,0.13,385.427,4.4762
Cc1ccc(-c2ccc(C(=O)Nc3ccc(C4CCNC4)cc3)cc2)cc1,0.691238671,2.294991253,0.1,0.02,356.469,4.99122
CN(C)C(=O)Cn1cc(-c2cnc3ccc(Nc4ccccc4)nc3n2)cn1,0.578589718,2.533590451,0.16,0.13,373.42,2.7201
COc1ccc(Nc2ncc(C(=O)Nc3ccccc3)cc2-c2ncnc(N)c2C)cc1F,0.398880166,2.44664972,0.31,0.23,444.47,4.57282
COc1ccc(CNc2nc(NCCN)nc(Nc3cc(C(=O)O)ccc3C)n2)cc1,0.329459136,2.336491641,0.08,0.03,423.477,2.61312
COc1cccc(-c2nc(Nc3cccc(C(=O)O)c3)[nH]n2)c1,0.669705429,2.160399913,0.28,0.12,310.313,2.9221
COc1ccc(C(=O)C=Cc2ccccc2)cc1OC,0.613670418,1.658439682,0,0,268.312,3.5999
CN(C)c1ccc(C=Cc2ccccc2)cc1,0.712717055,1.667147273,0.01,0,223.319,3.923
COc1cc(-c2cnn(C)c2)ccc1Nc1ncnc2cnc(NC3CCCCC3)nc12,0.466272504,2.655515425,0.41,0.39,430.516,4.3171
O=C1NC(=O)C(=Cc2ccc(-c3ccccc3)cc2)S1,0.854122807,1.941004124,0.58,0.23,281.336,3.6775
CC(=O)Nc1ccc(OC)c2nc(-c3ccc(NC(=O)Nc4ccc(N)cc4)cc3)sc12,0.315345277,2.306649147,0.27,0.06,447.52,5.1565
COc1cccc(-c2nc(Nc3ccccc3)nc(NC3CCCCC3)n2)c1,0.629114897,2.114684097,0.35,0.25,375.476,5.0354
CCCCCCCCCCCCCCCCCCCCCCCC(=O)c1nnc(-c2ccccn2)o1,0.106540573,2.526519083,0.05,0.02,497.768,9.9164
Cc1ccc(-c2cc(C(=O)Nc3ccc(OC(F)(F)F)cc3)ccc2Nc2cncnc2)cn1,0.377467917,2.485678158,0.21,0.22,465.435,5.74152
O=C(NCCCCN1CCCCC1)c1cnc(-c2ccccc2)o1,0.792521802,2.134802901,0.1,0.06,327.428,3.3375
CC(C)C(=O)C1C(=O)C(=O)N(c2ccc(-c3ccsc3)cc2)C1c1ccccc1OC,0.408788685,3.268864698,0.04,0.03,433.529,4.922
O=C(Nc1ccc(Cl)cc1)c1ccccc1Nc1ncccc1-c1cncs1,0.435618835,2.283555012,0.12,0.12,406.898,5.8544
CC(=O)Nc1ccc(-c2nc(-c3ccc(C)cc3)[nH]c2-c2ccc3cc[nH]c3c2)cc1,0.334381891,2.326692934,0.23,0.16,406.489,6.15882
COc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1ncnc2ncc(Nc3ccc(N4CCOCC4)cc3)nc21,0.190455349,2.81734766,0.31,0.38,616.604,6.0233
CC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC(C)C)CC4)c3n2)cc1,0.558373953,2.699921618,0.06,0.05,507.595,3.4702
COc1ccc(Nc2ncc(C(N)=O)c(Nc3ccccc3)n2)cc1,0.639658763,1.928657005,0.77,0.49,335.367,3.0713
O=C(NC1CCN(CC(=O)Nc2ccc(-c3ccccc3)cc2)CC1)c1ccccc1,0.637133471,1.78312061,0.03,0.02,413.521,4.1865
COc1ccc2c(c1)CCC(=O)N2,0.706836091,1.894538295,0.1,0,177.203,1.5799
CCOCCOc1ccc2c(c1)C(=Cc1ccccc1)C(=O)N2,0.654999309,2.099463998,0.52,0.28,309.365,3.5946
CC(C)(C)c1ccc(Nc2nc(N3CCOCC3)nc3c2ncn3C2COC2)cc1,0.70981084,2.638902476,0.14,0.22,408.506,3.2753
CCC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cccnc3n2)cc1,0.767700025,2.234135309,0.11,0.02,363.421,2.8769
CC(=O)Nc1cccc(-c2nc(Nc3ccc4ncnc(Nc5ccccc5)cc34)[nH]c2-c2cc3ccccc3cn2)c1,0.157575289,2.878944419,0.4,0.41,562.637,7.6323
CC(=O)c1ccc(-c2cccc(C(=O)Nc3cc(N4CCOCC4)ccc3N)n2)cc1,0.486998307,2.239755908,0.07,0.07,416.481,3.6223
CN(C)CC=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.578816769,2.418530957,0.57,0.3,426.318,4.1922
CC(=O)c1cccc(-c2cnc(N)c(C(=O)Nc3ccc(N4CCCCC4)cc3)n2)c1,0.606644049,2.220379071,0.47,0.12,415.497,4.171
Cc1ccc(-c2nc(-c3ccc(Cl)cc3Cl)no2)cc1,0.667085163,1.853009723,0.04,0,305.164,5.01882
COc1ccc(CNc2nc(NC(=O)c3ccccc3Cl)sc2-c2ccc3ccccc3c2)cc1,0.243301457,2.299732615,0.15,0.04,500.023,7.4897
COc1ccc(-c2nc(-c3ccc4c(c3)OCCN4)c(-c3ccccc3)nn2)cc1,0.539904593,2.372951129,0.22,0.1,396.45,4.6855
CC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cccnc3n2)cc1,0.782434203,2.20225621,0.11,0.07,349.394,2.4868
CC(C)(C)c1ccc(Nc2nc(N3CCCCC3)nc3c2C(=O)CCC3)cc1,0.811889537,2.412567352,0.06,0.06,378.52,5.027
O=C(Nc1ccccc1)Nc1ccc(-c2nc(N3CCOCC3)c3ccccc3n2)cc1,0.492052753,2.058036722,0.05,0.05,425.492,4.7774
Cc1ccc(-c2nc(N)c3cc(CNc4ccc(C(=O)NC)cc4)[nH]c3n2)cc1,0.419812559,2.409920899,0.24,0.04,386.459,3.48722
COc1ccc(Nc2ncc(Nc3ccccc3)nc2N)cc1,0.668117649,2.056410726,0.46,0.24,307.357,3.5546
COc1ccc(Nc2nccc(Nc3ccccc3C(=O)O)n2)cc1,0.631706241,1.968555082,0.77,0.41,336.351,3.6706
COc1cccc(-c2nc(Nc3ccccc3)nc(NC(=O)c3ccccc3)n2)c1,0.496406066,1.982909872,0.11,0.19,397.438,4.5431
COc1ccc(NC(=O)c2ccc(C#N)cc2)cc1Nc1ncnc(N2CCC(O)C2)c1-c1ncccn1,0.339019505,3.168588129,0.25,0.13,508.542,3.38078
COc1ccc(-c2ccc3c(N4CCOCC4C)nc(N4CCOCC4C)nc3n2)cc1,0.618933374,3.412299361,0.03,0.01,435.528,3.1506
COc1ccc(C(=O)Nc2cccc(C(=O)O)c2)cc1Nc1ncnc2scnc12,0.429212832,2.360588344,0.24,0.15,421.438,3.789
COc1ccc(-c2ccc(C(=O)Nc3ccc(N4CCOCC4=O)cc3)cc2)cc1,0.70107195,1.951274033,0.02,0.03,402.45,3.9777
O=C1NC(=S)NC1=O,0.310289158,2.985492946,0.33,0.04,130.128,-1.4827
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)NC(CCCCN)C(=O)c1nccs1,0.133648358,3.521105613,0.05,0.01,607.777,4.0082
COc1cc(C(=O)NC(=N)Nc2ccccc2)cc(OC)c1OC,0.578791999,2.172092046,0,0.01,329.356,2.48907
CC(C)(C)c1cc(NC(=O)Nc2ccccc2)nn1-c1ccccc1,0.721641692,2.080000532,0.06,0.01,334.423,4.8138
CNC(=O)c1ccc(-c2nc(Nc3ccccc3)ncc2NC(=O)Cc2ccccc2)cc1,0.397566023,2.124520853,0.44,0.37,437.503,4.428
COc1ccc(-c2cccc3c(Nc4ccc(N5CCOCC5)cc4)nncc23)cc1,0.503876816,2.255390326,0.2,0.25,412.493,4.8856
O=C1NC(=O)C(=Cc2ccc(OCCCCCC(F)(F)F)cc2)S1,0.574753929,2.381018108,0.25,0.21,359.369,4.512
COc1ccc(C=NNc2nc(N)n(-c3ccccc3)n2)cc1OC,0.528397503,2.271807005,0.02,0.03,338.371,2.3127
COc1ccc(Nc2nccc(-c3cnc(Nc4ccccc4NS(C)(=O)=O)nn3)c2)cc1,0.356911863,2.492085742,0.41,0.56,463.523,3.8009
COc1ccc(-c2nc(Nc3ccccc3)nc(Nc3ccccc3)n2)cc1,0.496344545,1.903265005,0.19,0.18,369.428,5.0344
COc1ccc(-c2cc(C(N)=O)nc3[nH]ccc23)cc1OC,0.773070632,2.289656112,0.35,0.11,297.314,2.346
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CNCCO1,0.604928557,2.930052608,0.43,0.22,435.311,4.056
COc1ccc(-c2ccc(C(=O)Nc3ccc(C(=O)Nc4ccc(C)nc4)cc3)cc2)cc1OC,0.370433135,1.971969909,0.07,0.05,467.525,5.57882
Cc1ccc(-c2nc(-c3ccc(OC(F)(F)F)cc3)c3n2CC(C)OCC3)cc1Cl,0.501977594,3.166818312,0.02,0.01,436.861,6.03872
CC(=O)c1cn(CC(=O)Nc2ccc(S(N)(=O)=O)cc2)c(-c2ccc(F)cc2)c1,0.603103093,2.217569922,0.05,0.02,415.446,2.7829
COc1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc4ccccc43)cc2)cc1,0.450044014,2.148306785,0.06,0.03,455.518,4.786
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C=Cc1ccccc1)CC2,0.557511732,2.476918296,0.01,0,445.49,4.7265
COc1ccc(-c2nc(C(=O)Nc3ccccc3N3CCC(C(=O)O)CC3)n3ccncc23)cc1,0.438105221,2.544446584,0.2,0.05,471.517,3.9582
O=C(Nc1ccc(Cl)cc1)c1ccc(-c2cnc3ccccn23)cc1,0.572199169,1.902750288,0.08,0.07,347.805,4.907
O=C(Nc1ccc(C(=O)N2CCC(N3CCCCC3)CC2)cc1)N1Cc2ccccc2C1,0.785725507,2.203202823,0,0,432.568,4.3248
COc1ccc(C(=O)Nc2ccc(F)c(Nc3nccc(-c4cnc(N5CCCC5)cn4)c3)c2)cc1,0.368579849,2.422600626,0.3,0.47,484.535,5.2824
Cc1ccc(-c2nc(N)nc(N)c2-c2ccccc2)cc1,0.75256483,1.930077467,0.19,0.01,276.343,3.28342
CC(=O)Nc1cc(Nc2cc(NC3CCCCC3N)nnc2C(N)=O)ncc1C(F)(F)F,0.446301661,3.710216871,0.24,0.4,452.441,2.3731
COc1ccc(-c2nc(Nc3ccccc3)ncc2F)cc1,0.788955429,1.839174078,0.55,0.55,295.317,4.0349
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OC(C)C)cc2)cc1,0.553385258,2.163459946,0.11,0.02,406.53,5.90942
COc1ccc(-c2cc(F)c3ncccc3n2)cc1OC,0.73857753,2.029972851,0.14,0.07,284.29,3.4531
Cc1cc(C(=O)Nc2ccc(-c3cccc4c(N)nc(N)nc34)cc2)no1,0.511174436,2.321437051,0.36,0.07,360.377,3.00992
O=C(Nc1nccs1)c1ccc(Nc2nccc(-c3cnc(NC4CCOCC4)nc3)n2)cc1,0.364402157,2.624999523,0.66,0.47,474.55,3.9769
CN1CCC(n2cc(-c3cccc4cnc(Nc5ccc(C6CC6)cc5)nc34)cc2)CC1,0.428479212,2.702699877,0.43,0.48,423.564,5.986
O=C(NC1CCC(C(=O)O)CC1)c1ccc(-c2noc(-c3ccccc3)n2)cc1,0.685719267,2.053711075,0.07,0.01,391.427,3.7768
COc1ccc(CNc2nc(Nc3ccccc3)ncc2[N+](=O)[O-])cc1,0.493470281,2.04239872,0.67,0.24,351.366,3.7491
CC(C)(C)c1cc(Nc2cc(Nc3cccc(C#N)c3)ncc2Cl)n[nH]1,0.596231137,2.687699669,0.33,0.35,366.856,5.11448
CN1CCN(c2ccc(Nc3ncc4ccnc(Nc5ccc(C(F)(F)F)cc5)c4c3)cc2)CC1,0.373266294,2.480762501,0.32,0.59,478.522,5.8876
CNC(=O)C12CC1C(n1cnc3c(NC)nc(C#Cc4ccccc4)nc31)C(O)C2O,0.450877187,4.362884281,0.13,0.05,418.457,0.2966
CC(C)(C)CC(=O)C1C(=O)C(=O)N(c2ccc(-c3ccon3)cc2)C1c1ccccc1OC,0.405148261,3.512701579,0.07,0.02,446.503,4.6287
O=C(Nc1ccc(Cl)c(Cl)c1)Nc1cccc2[nH]ncc12,0.649585743,2.001292851,0.36,0.18,321.167,4.5137
N#Cc1ccc(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1Nc1ncnc2cnc(NCCCN)nc21,0.231796072,2.827559259,0.43,0.26,541.925,4.72028
CCCCCN(C)C(=O)Cn1c(-c2ccccc2)nc2ccccc21,0.602026109,1.967895467,0.02,0.01,335.451,4.3519
CC(=O)c1ccc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1,0.741968136,1.859971029,0.03,0,356.731,5.2054
Cc1ccc(C(=O)Nc2ccc(C(=O)Nc3ccccc3N)cc2)cc1,0.622946491,1.600208699,0.01,0.03,345.402,4.08182
COc1ccc(CCCNC(=O)Nc2ccc(NC(=O)C=Cc3cccnc3)cc2)cc1OC,0.305352409,2.194339962,0.02,0.01,460.534,4.505
COc1ccc(NC(=O)Nc2ccc(-c3cnc(N)c4oc(-c5ccccc5)nc34)cc2)cc1,0.311407629,2.313386687,0.63,0.12,451.486,5.7916
COc1ccc(-n2nc(C(N)=O)c3c2-c2cc(NC(=O)c4ccccc4Cl)ccc2CC3)cc1,0.441247516,2.33600409,0.08,0.04,472.932,4.6511
COc1ccc(-c2nc(Nc3ccc(N4CCOCC4)cc3)ncc2NC(=O)CC)cc1,0.580326377,2.282182586,0.35,0.46,433.512,4.0809
O=C1NC(=O)C(=Cc2ccc(-c3ccc(Cl)cc3)o2)S1,0.854211213,2.266876119,0.45,0.24,305.742,3.9239
CC(C)c1ccc(Nc2nc(Nc3ccccc3)nc(NCCc3ccncc3)n2)cc1,0.324780834,2.259403477,0.24,0.04,425.54,5.5318
CC(C)C(=O)Nc1ccc(F)c(-c2nc(Nc3ccc4ccccc4c3)no2)c1,0.479014845,2.300072521,0.16,0.08,390.418,5.367
COc1ccc(-c2ccc(C(=O)Nc3ccc(CN4CCCC4=O)cc3)cc2)cc1,0.650355712,1.837878807,0.01,0,400.478,4.7369
O=C1NC(=O)c2c1c1c3ccccc3n(C3CCCCC3)c1-2,0.58619472,2.790320473,0.09,0.03,292.338,2.94858
COc1ccc(-n2nnc(C(=O)Nc3ccc(CNc4ncnc5ccccc45)cc3)c2C(=O)Nc2ccc(C(=O)O)cc2)cc1,0.163812268,2.638351795,0.09,0.04,614.622,5.034
O=C1NC(=O)C(=Cc2ccc(-c3ccccc3)cc2)S1,0.854122807,1.941004124,0.58,0.23,281.336,3.6775
Cc1ccc(-n2nc(C(N)=O)c3c2-c2cc(NC(=O)c4ccccc4Cl)ccc2CC3)cc1,0.454860707,2.324743173,0.05,0.03,456.933,4.95092
COc1cc2nccc(Oc3ccc4c(C(=O)Nc5cccc(C(F)(F)F)c5)cccc4c3)c2cc1OC,0.252575042,2.363721864,0.26,0.15,518.491,7.4686
COc1ccc(Nc2ncc(C(N)=O)c(Nc3ccc(N4CCOCC4)cc3)n2)cc1,0.534533532,2.21401755,0.67,0.6,420.473,2.9079
CCc1cccc(-c2cc(NC(=O)CCC)nc3ccccc23)c1,0.701999194,1.963142503,0.09,0.08,318.42,5.2028
COc1ccc(C(=O)Nc2ccc(-c3nc(Nc4ccccc4)ncc3N)cc2)cc1,0.423884663,2.049842165,0.46,0.4,411.465,4.7303
COc1ccc(-c2nc(-c3cccc4ccccc34)n[nH]2)cc1,0.613512575,1.928553348,0.26,0.03,301.349,4.3005
O=C(CCc1ccccc1)Nc1ccc(-c2nc(-c3ccc4ccccc4c3)n[nH]2)cc1,0.36260272,2.064445305,0.24,0.14,418.5,5.8632
O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1CNc1ccncc1,0.666167342,2.028463225,0.06,0.01,371.362,4.9648
CC(=O)NC(C)c1ccc(OC2CCN(c3ccnc(Nc4ccc(N5CCOCC5)cc4)c3)C2)cc1,0.469989325,3.227996887,0.11,0.46,501.631,4.5166
CC(=O)c1ccc(Nc2nnc(Nc3ccc(N4CCC(N)CC4)cc3)o2)cc1,0.545077084,2.445684152,0.15,0.06,392.463,3.6869
COc1ccc(-n2nc(C(N)=O)c3c2-c2cc(NC(=O)c4ccccc4Cl)ccc2CC3)cc1,0.441247516,2.33600409,0.08,0.04,472.932,4.6511
CC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1,0.782434203,2.178169368,0.08,0.11,349.394,2.4868
O=C(Nc1ccc(Cl)cc1C(=O)Nc1ccc(Cl)cn1)c1ccccc1Cl,0.581371175,1.919647622,0.01,0.03,420.683,5.5464
CC(C)=CCn1c(N2CCCC(N)C2)nc2ccc(NC(=O)C=Cc3ccc(Cl)cc3)cc21,0.387090758,3.082980941,0.04,0.04,464.013,5.2353
COc1cc(Nc2nccc(-c3cnc4ccccc4c3)n2)cc(OC)c1OC,0.52229095,2.219040746,0.75,0.57,388.427,4.4612
COc1ccc(CNC(=O)C(CC(C)C)NC(=O)c2ccc(C)c(NC(=O)c3ccccc3)c2)cc1,0.38565602,2.440801993,0,0,487.6,4.71682
CCN(CC)C(=O)c1ccc(-c2ccc(C(=O)Nc3ccc(CN4CCOCC4)cc3)cc2)cc1,0.506614931,2.043735388,0,0.01,471.601,4.9201
Cc1noc(NS(=O)(=O)c2ccccc2-c2ccccc2)c1C(=O)O,0.724933131,2.213650797,0.02,0.01,358.375,3.14902
COc1ccc(-c2nc(-c3cccc4ccccc34)[nH]c2-c2ccc3c(c2)OCO3)cc1,0.370601854,2.257642876,0.35,0.1,420.468,6.3012
CC(=O)c1ccc(-c2cccc(CNc3ccc(C(=O)O)cc3)n2)cc1,0.651988173,1.911004334,0.11,0.04,346.386,4.2615
O=C(Nc1ccccc1)Nc1ccc(-c2ccnc3[nH]ccc23)cc1,0.501758793,1.953925872,0.6,0.28,328.375,4.8739
COc1ccc(-c2nc(Nc3ccccc3)nc(Nc3ccccc3)n2)cc1,0.496344545,1.903265005,0.19,0.18,369.428,5.0344
Cc1nc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2ccc3ccccc3n2)n1,0.390888678,2.51923914,0.1,0.04,484.541,3.69062
Cn1c(=O)cc(Nc2ccc(Nc3cccnc3)cc2)nc(NC2CCCCCC2)c1=O,0.502949794,2.544072909,0.28,0.23,432.528,4.1574
COc1ccc(NC(=O)Nc2ccc(-c3ccc(F)c4ccccc34)cc2)cc1,0.432440274,1.810261075,0.2,0.08,386.426,6.2985
Cc1ccc(-c2n[nH]c3ccc(C(O)=Nc4cc(C(C)(C)C)nn4C)cc23)cc1OC,0.352165612,2.910385993,0.31,0.14,417.513,5.21422
COc1ccc(-c2nc(-c3cccc4ccccc34)[nH]n2)cc1,0.613512575,1.925132533,0.27,0.03,301.349,4.3005
COc1ccc(C(=O)NC(=N)NC2CCCCC2)cc1,0.585003277,2.156944945,0,0,275.352,2.28207
COc1ccc(-c2nc(Nc3cccc(O)c3)nc(NC(=O)Cc3ccccc3)n2)cc1,0.405898267,2.169187549,0.1,0.08,427.464,4.1776
CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C=O)Cc1ccccc1,0.525427221,2.901547744,0,0,377.444,2.1415
COc1ccc(C(=O)Nc2nc(C(=O)Nc3ccccc3N)ccc2F)cc1OC,0.537105158,2.12518667,0.22,0.07,410.405,3.3247
NC(=O)c1cccc(-c2cncnc2Nc2ccc(Cl)cc2)c1,0.767378123,2.036778934,0.46,0.49,324.771,3.6395
COc1cccc(-c2ccccc2)n1,0.717291386,1.559880961,0.1,0,185.226,2.7572
CC(C)(C)c1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1,0.778089545,1.581284734,0,0,302.805,5.2815
CC(C)(C)NC(=O)C1CCCCC1NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1,0.229031959,3.570205283,0.01,0.01,626.798,4.8413
CCN(CC)CCOc1ccc(C=Cc2ccccc2)cc1,0.661054676,1.841633934,0.02,0,295.426,4.5776
O=C(Nc1cccc(CN2CCC(C(=O)O)CC2)c1)c1ccccc1Cl,0.834958106,1.801885415,0.02,0.01,372.852,3.8889
CCOc1ccccc1-c1nc(Nc2ccc(N3CCOCC3)cc2)ncc1F,0.674118635,2.226773338,0.35,0.52,394.45,4.2616
CNC(=O)c1ccc(-c2noc(C(C)(C)C)n2)cc1Nc1nccc(-n2cccn2)n1,0.506623829,2.763541641,0.38,0.29,418.461,3.113
Cc1ccc(-c2noc(-c3ccc(C(=O)O)cc3)n2)cc1,0.79517459,1.734408236,0,0,280.283,3.41022
COc1cc(Nc2nccc(-c3ncccn3)n2)cc(OC)c1OC,0.73280629,2.273301236,0.8,0.35,339.355,2.703
COc1ccc(-c2nc(-c3cccc4c3CCC4NC(=O)CNC)no2)cc1,0.685590441,2.799230274,0.02,0.02,378.432,2.7351
CN(C)CCC=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,0.244673335,2.820885369,0.42,0.57,557.07,4.7134
O=C1Nc2ccc(Cl)cc2C1=Cc1ccc2cccnc2n1,0.696139483,2.492757973,0.62,0.19,307.74,3.7759
COCCNc1cc(-c2ccc3nccc(-c4cccc(NS(C)(=O)=O)c4)c3n2)ccn1,0.394281949,2.526370772,0.36,0.3,449.536,3.7886
COc1ccc(C(=O)Nc2ccc(Cl)c(C(=O)Nc3ccccc3N)c2)cc1OC,0.50632457,1.866431725,0.03,0.03,425.872,4.444
Cc1ccc(-c2ccc3c(c2)Nc2ccccc2NC3=O)cc1,0.665794535,2.00465091,0.7,0.07,300.361,4.97132
COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc(Nc4ccc5ccccc5c4)n3)cc2)CC1,0.163378503,3.121130145,0.37,0.21,601.711,8.4687
CCOc1ccc(Cc2cnc(N)nc2N)cc1,0.853128665,2.012098684,0.22,0.18,244.298,1.6305
COC(=O)c1ccc(-c2nc(C(=O)c3ccccc3)[nH]c2-c2ccccc2)cc1,0.398918155,2.068142394,0.15,0.03,382.419,4.7613
COc1ccccc1N1CCN(Cc2cn(-c3ccccc3)nn2)CC1,0.708508758,2.029626093,0.03,0.01,349.438,2.5981
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)C(=O)O)C(=O)Nc1ccc2nc(N)nc(N)c2c1,0.141740699,3.589866536,0.18,0.03,579.614,1.1666
CC(=O)Nc1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,0.591877002,2.268796089,0.6,0.45,344.378,3.4933
COc1cccc(C(=O)Nc2cccc(C(=O)O)c2)c1,0.895923249,1.46901662,0,0,271.272,2.6457
CC(=O)Nc1ccc(-c2cnc3ccc(Nc4ccccn4)cc3n2)cc1,0.567289701,2.096290714,0.2,0.46,355.401,4.3938
CN(C)CCC=Cc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.628415184,2.402330082,0.54,0.27,397.32,5.1008
COc1ccc(Nc2ncc(C(N)=O)c(Nc3ccccc3)n2)cc1OC,0.589759419,2.031493195,0.81,0.61,365.393,3.0799
