smiles,qed,sas,ror_gamma_docking,dhodh_docking,weight,logP
CCc1cc(CN2CCC3(C2)CN(S(C)(=O)=O)C3)ccc1-c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,0.530445274,3.409397918,-8.3,-11.8,550.565,4.6955
Cc1cc(C(F)(F)F)cc2c1c(Cc1c(Cl)ccc(C(=O)N3CCCCC3)c1Cl)cn2C,0.392826157,2.701532896,-8.8,-9.8,483.361,7.02922
COc1nc2ccc(C(O)(c3ccc(C#N)cc3)c3cncn3C)cc2c(Cl)c1CC(F)(F)F,0.433955349,3.520599057,-8.3,-8.8,486.881,4.89098
Cc1cc(C#N)cc2c1cc(Cc1c(Cl)ccc(C(=O)N3CCN(C4COC4)CC3)c1Cl)n2C,0.535975353,2.985746437,-8.2,-9.4,497.426,4.4126
CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cccc(Cl)c3)c(C(=O)c3ccccc3)s2)cc1,0.299687585,2.321653923,-8.5,-10.4,525.051,5.6693
CC(NS(=O)(=O)c1cnccc1Cl)C1CCC2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CCC12,0.206865418,4.528394622,-9,-7.2,717.1,7.1721
Cn1cncc1C(O)(c1ccc(C(F)(F)F)nc1)c1ccc2nc(N3CCOC(C(=O)O)CC3)c(OCC(F)(F)F)c(Cl)c2c1,0.265760913,4.187750228,-9.1,-5.8,659.971,4.9407
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(Cl)cc1C(=O)Nc1c(Cl)cccc1Cl)C(F)(F)F,0.429075414,3.352632038,-8.4,-9.8,549.764,5.9124
CC(CC1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(NC(=O)OC(C)(C)C(F)(F)F)ccc2O1)C(=O)O,0.394544502,3.764485493,-9.3,-12,598.518,5.6619
CC(Oc1cc(-n2ncn3ccnc23)c(F)cc1C(=O)Nc1c(F)ccc(O)c1F)C(F)(F)F,0.413137866,3.707849424,-8.4,-12.2,485.344,4.2248
CC(CNc1ccc(OC(F)(F)F)cc1)NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCC3)cc1OC(C)C1CCCCC1,0.292351422,3.821934697,-9.7,-11.9,605.633,5.5959
COCC(=O)N1Cc2cc(S(=O)(=O)CC3(OC(F)(F)F)CC3)ccc2C1C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,0.37474302,3.934336907,-8,-11.1,678.526,4.5099
CC(Oc1cc(-n2nc3n(c2=O)CCOC3)c(F)cc1C(=O)Nc1ccc(F)cc1Cl)C(F)(F)F,0.514455466,3.459717614,-8.6,-10.4,518.826,4.0777
Cn1cc(C2CCN(C(=O)C3CC(c4ccc(C(F)(C(F)(F)F)C(F)(F)F)cc4)(S(=O)(=O)c4ccc(F)cc4)C3)CC2)cn1,0.231201168,3.311916955,-8.9,-10.6,649.604,6.334
CCCC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)NC1CCN(S(C)(=O)=O)CC1,0.567483273,3.385501257,-8.3,-10,523.631,2.2306
COc1ccc(C(CC(=O)N2CC(C#N)C2)N(C)C2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(C(F)(F)F)CC2)nn1,0.181490124,4.535210361,-8.3,-5.9,793.678,8.08798
CC1(C)C2CCC1(c1cncc(-c3cc(NS(C)(=O)=O)ccn3)n1)c1nnc(-c3c(F)cccc3F)cc12,0.389751098,4.833991807,-10.1,-7.2,534.592,4.8486
O=C(O)COc1ccc(Cl)cc1C1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(CC1)OC(F)(F)F,0.211501235,3.554361492,-8.1,-6.3,720.959,9.7078
CCc1ccc(-c2cc(C(=O)O)c3cc(Cl)ccc3n2)cc1,0.754397927,1.810735516,-8.6,-10.7,311.768,4.8158
CC(Oc1cc(-n2nc3n(c2=O)CCCOC3)c(F)cc1C(=O)Nc1c(F)ccc(F)c1F)C(F)(F)F,0.393828143,3.640139772,-8.8,-9.7,534.388,4.0926
CC(Oc1cc(-n2nc3n(c2=O)CCOC3)c(F)cc1C(=O)Nc1c(F)cccc1F)C(F)(F)F,0.539617648,3.499262807,-8.7,-11.2,502.371,3.5634
CCCC(C)Oc1cc(-n2nc(CC)n(C)c2=O)c(F)cc1C(=O)NC(C)C1CCCCC1,0.596018046,3.563699385,-7.9,-10.7,460.594,4.5385
CCS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(C)ncnc4C4CC4)nc3n(C3CCC3)c2=O)nc1,0.35833405,3.228389885,-8.5,-11.3,532.63,3.35502
CCN(CC12CCC(c3cc(-c4c(F)cccc4F)nnc31)C2(C)C)C(=O)c1ccc(N(C)C(F)(F)F)cc1,0.256211099,4.793202283,-9.4,-7.2,544.568,6.6951
CC1C(=O)C(C#N)=CC2(C)c3nc(-c4ccnc5ccccc45)nc(-c4ccccc4F)c3CCC12,0.356696261,3.925661235,-10,-7.2,474.539,5.98678
Cc1sc(N(C)N=Cc2ccccc2C(=O)O)nc1-c1ccccc1,0.550064371,2.463343977,-8.3,-9.9,351.431,4.28702
CC(=O)NCC1CN(S(=O)(=O)c2ccc(F)cc2)c2cc(NC(=O)OCC3(C)CC3)ccc2O1,0.614631038,3.144564032,-8.8,-11.1,491.541,3.2667
CC1(C)C2CCC1(c1ccnc(-n3ccc(CO)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,0.493435878,4.8982095,-9.7,-8.1,460.488,4.0931
CCc1ccc(N(CC(C)C)S(=O)(=O)c2ccc(SCC3CCOCC3)c(F)c2)cc1,0.441977096,2.587666568,-7.2,-10.1,465.656,5.7581
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccc(OC(F)F)cc3)c(F)c2)CC1,0.538857054,2.521428416,-8,-9.9,511.566,3.839
Cc1cc(C(=O)O)c2[nH]c(-c3c(F)c(F)c(-c4ccccc4OCc4ccccc4)c(F)c3F)nc2c1,0.191394038,2.749656264,-9.3,-13.5,506.455,7.03892
CCS(=O)(=O)c1ccc2c(c1)CN(C(=O)CC1(O)CC1)C2C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,0.42016413,3.628098611,-8.1,-12.5,594.53,3.7294
CC(=O)NCC1CN(S(=O)(=O)c2cnc3ccc(Cl)cn23)c2cc(NC(=O)OC(C)(C)C)ccc2O1,0.511332155,3.422188852,-8.8,-10.5,536.01,3.4271
Cc1ncc(NC(=O)c2cc(F)c(-n3nc4n(c3=O)CCCC4)cc2OC(C)C2CCCCC2)c(C)n1,0.52525251,3.52593518,-9.3,-10.3,508.598,4.51614
CC(C)CN(c1ccc(C(F)(F)F)cc1)S(=O)(=O)c1ccc(OC2CCN(S(C)(=O)=O)CC2)cc1,0.502674139,2.540260298,-8.1,-9.2,534.622,4.3595
CCn1c(CO)nn(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3F)cc2F)c1=O,0.480046159,3.368184564,-8.1,-9.8,504.387,3.5454
Cc1ccc(C(F)(F)F)cc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCOC3)cc1OC(C)C(F)(F)F,0.470968982,3.525591689,-9.2,-10,548.415,4.61242
CC1C(C(=O)O)Oc2ccc(NC(=O)OCC3CC4(CCCC4)c4ccc(CO)cc4O3)cc2C1Cc1ccccc1,0.309446066,4.592908521,-9.6,-10.9,571.67,6.1985
CC(C)(OC(=O)Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)CC(CNC(=O)C1CC1(F)F)O2)C(F)(F)F,0.457928749,3.753663396,-8.3,-9.5,595.518,4.4428
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3ccccc3)cc2)cc1,0.51047298,2.141845728,-8.6,-12,464.587,4.5777
O=C(O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cc(C(=O)N4CC4)cnc23)c(F)c1,0.300273155,2.838304485,-8.3,-12.1,532.837,4.7521
CCN(CC12CCC(c3cc(-c4c(F)cccc4F)nnc31)C2(C)C)C(=O)c1cn[nH]c(=O)c1,0.618567889,4.773170316,-9.3,-9.3,465.504,3.8224
CCS(=O)(=O)c1ccc(C(CO)NC(=O)c2ccc3c(c2)nc(C(=O)c2ccc(C(F)(F)F)nc2)n3C2CC2)cc1,0.280151423,3.351450803,-9,-11.5,586.592,4.273
CCOc1cccc(-c2cc(F)c(Nc3ncccc3C(=O)O)c(F)c2)c1,0.647878754,2.214567055,-8.2,-11.5,370.355,4.8673
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1cccc(F)c1)C(F)(F)F,0.552536232,3.246576307,-9.4,-11.3,482.409,4.2304
Cc1ccc(Nc2cc(C(F)(F)F)ccc2-c2ncnc3cc(Cl)c(C)cc23)c(Cl)c1,0.335480957,2.512143238,-7.9,-13.1,462.302,7.98284
CCCC(C)Oc1cc(-n2nc(CC)n(C)c2=O)c(F)cc1C(=O)Nc1ccccc1C(F)(F)F,0.441681515,3.220188794,-7.9,-11.1,494.489,5.111
COc1ccccc1-c1ccc(-c2cc(C(=O)O)c3ccccc3n2)cc1,0.541253947,1.790670932,-9.2,-12.6,355.393,5.2756
COc1ncc(NC(=O)c2cc(F)c(-n3nc4n(c3=O)CCCC4)cc2OC(C)C2CCCCC2)cn1,0.512747458,3.48610466,-8.7,-10.3,510.57,3.9079
O=C(Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)C1NCc2cc(S(=O)(=O)C3CC3)ccc21,0.53562209,3.381309015,-8.4,-12.4,508.44,3.7179
CCn1c2ccccc2c2cc(NC(=O)CCC(=O)Nc3ccc(C#N)c(C(F)(F)F)c3)ccc21,0.353063415,2.367667752,-8.5,-12.5,478.474,6.06228
CC(=O)N1CCC(C(=O)N2CCC(c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.395840493,3.530352369,-8.1,-6.6,624.575,4.2979
CCc1nn(-c2cc(OC(C)c3ccccc3)c(C(=O)Nc3c(F)cccc3F)cc2F)c(=O)n1C,0.393141284,3.127756488,-8.7,-10.8,496.489,4.943
CC(O)C1CCN(C(=O)N2CCC(c3ccc(C(OCc4ccccc4)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.201615394,4.097004059,-8.1,-6.4,716.716,6.9501
CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cccc(Cl)c3)c(Oc3ccccc3)s2)cc1,0.30220849,2.448197904,-8.2,-11.2,513.04,6.2306
CC(Oc1cc(-n2nc3n(c2=O)CCCOC3)c(F)cc1C(=O)Nc1c(Cl)ccc(F)c1F)C(F)(F)F,0.370412017,3.646949064,-8.8,-8.6,550.843,4.6069
O=C(O)C1=C(C(=O)Nc2c(F)cc(-c3cccc(OCc4ccccc4Cl)c3)cc2F)CCC1,0.409297724,2.508790708,-9.2,-13.3,483.898,6.3678
CC(Oc1cc(-n2nc3n(c2=O)CCOC3)c(Cl)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F,0.483448619,3.535203672,-8.2,-9.2,535.281,4.592
CCn1c(C2CC2)nn(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3F)cc2F)c1=O,0.453921483,3.355102369,-8.2,-10.2,514.426,4.9305
Cn1cncc1C(O)(c1ccnc(F)c1)c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1,0.333162689,3.391614656,-10.6,-10.3,479.342,5.7604
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1cccc(C(F)(F)F)c1)C1CCCCC1,0.377670782,3.340504679,-9.4,-11.2,546.565,6.1281
O=C(O)C1=C(C(=O)Nc2cc(Br)c(OCc3c(F)cccc3Cl)c(Br)c2)CSC1,0.4737137,2.820852037,-7.7,-9.8,565.642,5.6496
Cc1cccc(Cl)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCOC3)cc1OC(C)C(F)(F)F,0.487679793,3.508404236,-8.6,-8.8,528.89,4.63712
Cc1cccc(F)c1NC(=O)c1cc(F)c(-n2nc3ccccn3c2=O)cc1OC(C)C(F)(F)F,0.411645764,3.297057038,-8.6,-10.4,492.404,4.65372
CC(C)(OC(=O)Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)CC(CNS(=O)(=O)c1ccccc1)O2)C(F)(F)F,0.346319799,3.260516509,-9.3,-10.5,631.626,4.6499
CCCC(C)Oc1cc(-n2nc(C(C)(C)c3cncnc3)n(Cc3ccc(Cl)cc3Cl)c2=O)c(F)cc1C(=O)O,0.245216541,3.627121971,-8.2,-8.8,588.467,5.9097
O=C(O)CC1CCN(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.180987481,3.992458925,-8.4,-6.4,766.679,7.3222
O=C(O)c1ccccc1Nc1ccc(Oc2ccccc2)cc1,0.702085163,1.593345743,-8.4,-11.3,305.333,4.9207
COc1ccc2c(NC(=O)C3=C(C(=O)O)C(O)=CCC3)cc(C)cc2c1,0.778569004,2.726925643,-9,-10.8,353.374,3.71222
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)NC1CCC(F)(F)CC1)C1CCCCC1,0.570570078,3.579391884,-9,-10.9,520.596,5.1647
O=C(CO)N1CCC(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,0.458996869,3.474693561,-7.4,-6,529.43,3.0317
CC(=O)NCC1CN(S(=O)(=O)c2ccc(F)cc2)c2cc(NC(=O)OCC3(C(F)(F)F)CCC3)ccc2O1,0.491962411,3.40032099,-8.8,-10.7,559.538,4.1992
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3cccc(Cl)c3Cl)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,0.193771452,3.149978711,-8,-6.6,629.421,8.9124
CCN(CC12CCC(c3cc(-c4c(F)cccc4F)nnc31)C2(C)C)C(=O)Cc1cn[nH]c1,0.603219431,4.794971369,-8.5,-8.7,451.521,4.3911
O=C(O)C1=C(C(=O)Nc2c(F)cc(-c3ccccc3Cl)cc2F)CCC1,0.804704698,2.430227566,-8.2,-11.3,377.774,4.7888
Cn1c(OC2CCCc3cc(C(O)(C(F)(F)F)C(F)(F)F)ccc32)nc2ccc(C(=O)NCc3ccc(F)cc3)cc21,0.25282071,3.47134387,-10,-12.1,595.515,6.411
O=C(O)c1cc(C2CC2)ccc1Nc1cnc(-c2ccccc2C(F)(F)F)nc1,0.594102749,2.425165776,-8.8,-11.8,399.372,5.4816
CCN(CC)c1nc2ccc(C(O)(c3ccc(Cl)cc3)c3cncn3C)cc2c(Cl)c1Oc1ccccc1,0.222716293,3.356450576,-8,-5.5,547.486,7.1978
Cc1ccccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C(F)(F)F,0.551796571,3.20673179,-8.4,-11.1,478.446,4.39972
CCn1c(C)cc2cc(Cc3c(Cl)ccc(C(=O)N4CCS(=O)(=O)CC4)c3Cl)ccc21,0.543462359,2.749295654,-7.8,-7.9,479.429,4.73782
CCn1c(CO)nn(-c2ccc(C(=O)Nc3c(F)cccc3Cl)c(OC(C)C(F)(F)F)c2F)c1=O,0.457908085,3.495181782,-7.9,-9.1,520.842,4.0597
CC1(C)CC(C(=O)O)C2(C)CCC(C(=O)NC3CC4(CNC4)Oc4ccc(NC(=O)Oc5ccccc5)cc43)C12,0.425922532,4.825821294,-8.7,-9.5,547.652,4.7425
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3ccccc3)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,0.220796543,2.949925417,-7.9,-7.3,560.531,7.6056
CC1CCC(c2ccccc2)S(=O)(=O)N1Cc1cc(F)c(CC2COC(N)=C2O)cc1F,0.700344307,4.348460192,-9.3,-9.5,464.534,3.8949
CCc1nn(-c2cc(OC(C)C3CCCCC3)c(C(=O)Nc3cccc(S(C)(=O)=O)c3)cc2F)c(=O)n1C,0.453199532,3.307026291,-9,-10.4,544.649,4.2759
CCOC(=O)c1sc(Nc2ccc(C)c(C)c2)nc1-c1ccccc1,0.629162086,2.013757412,-8,-10.6,352.459,5.34724
O=C1NC(=O)C(c2ccc3c(-c4ccc(C(=O)O)cc4F)nn(C(=O)c4c(Cl)cccc4C4CC4)c3c2)N1,0.320955035,3.391736425,-9.3,-10.9,532.915,4.6404
CC(=O)C(C#N)C(=O)Nc1ccc(-c2cccc(Cl)c2)cc1Cl,0.83725581,2.612260426,-7.7,-10.4,347.201,4.32768
CC1C(=O)C(C#N)=CC2(C)c3nc(=O)n(-c4ccccc4F)nc3CCC12,0.774324752,4.13761395,-9.7,-7.5,364.38,2.25548
CC(Oc1cc(-n2nc3n(c2=O)CCCCC3)c(F)cc1C(=O)Nc1cc(F)ccc1F)C(F)(F)F,0.498496738,3.322271369,-9,-10.6,514.426,4.7596
Cc1cc(C(N)=O)c2[nH]c(-c3ccc(-n4c(C)ccc4C)cc3)nc2c1,0.588170803,2.431583757,-8.2,-11.7,344.418,4.04476
CN(C(=O)c1ccc(CN(C(=O)c2ccccc2Cl)c2ccc(Cl)cc2)cc1)c1ccccc1,0.289501576,2.096541283,-7.5,-11.3,489.402,7.117
CC(Oc1cc(-n2nc3n(c2=O)CCOC3)c(F)cc1C(=O)Nc1c(F)cccc1F)C(F)(F)F,0.539617648,3.499262807,-8.7,-11.1,502.371,3.5634
Cc1nc2c(C(=O)O)cc(-c3ccc(-c4ccc(O)cc4)cc3)cc2[nH]1,0.506456699,2.193847577,-8.9,-11.6,344.37,4.60912
Cc1cccc2c1C(=Cc1c(Cl)cccc1C1CC1)C(=O)N2c1ccc(C(=O)O)c(O)c1,0.472027847,2.699289314,-9.1,-11.7,445.902,6.14852
Cc1cc(C(F)(F)F)nn2c(C)c(Cc3c(Cl)ccc(C(=O)N4CCC(C(=O)O)CC4)c3Cl)nc12,0.502366017,2.965478597,-8.3,-11.6,529.346,5.19934
Cc1cc(C(=O)O)c2nc(-c3c(F)c(F)c(-c4ccc(F)c(F)c4)c(F)c3F)[nH]c2c1,0.318126716,2.792599308,-9.6,-12.4,436.311,5.73812
CC(C)CN(Cc1ccc(N2CCN(C3COC3)CC2)cc1)S(=O)(=O)Cc1ccccc1,0.578904105,2.468492427,-6.9,-9.9,457.64,3.1954
O=C(O)c1cccnc1Nc1ccc(F)cc1,0.853499753,1.713011774,-7.3,-9,232.214,2.6625
O=C(N1CCC(c2cnccn2)C1)N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,0.136928909,4.37502884,-9.5,-6.9,772.69,7.415
CCCC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ccccc1C(F)F,0.468875803,3.343735972,-8.4,-10.6,488.51,5.2667
CC(=O)N1Cc2cc(S(=O)(=O)CC3CC3)ccc2C1C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1F,0.493077763,3.532103748,-8.7,-12.7,582.494,4.3635
O=C1C(O)=C(Nc2cccc(Cl)c2)C(=O)c2ccccc21,0.888906578,2.170279605,-8.3,-10,299.713,3.6007
CC1(C(=O)NCC2CN(S(=O)(=O)c3ccc(F)c(Cl)c3)c3cc(NC(=O)OC(C)(C)C(F)(F)F)ccc3O2)CCN1,0.395465314,3.85883191,-8.9,-8.5,623.025,4.193
Cc1nc2c(C(=O)O)cc(-c3ccc(-c4cccc(O)c4)cc3)cc2[nH]1,0.506456699,2.24143344,-9,-12.4,344.37,4.60912
CN(N=Cc1ccc(S(N)(=O)=O)cc1)C(=O)N1CCC(CN2CCC(O)C2)C1,0.528296602,3.486051767,-7.8,-10.1,409.512,0.1082
CC(C)(OC(=O)Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)CC(CN)O2)C(F)(F)F,0.618373659,3.177334436,-7.9,-8.8,491.463,3.6301
CNS(=O)(=O)c1ccc(COC(c2ccc(Cl)cc2)c2ccc(C#N)c(Cl)c2)cc1,0.53242692,2.767229851,-8.3,-11.8,461.37,5.07938
CCC(=O)C(C#N)C(=O)Nc1ccc(-c2cccc(OC(F)F)c2)c(C(=O)OC)c1,0.518373387,2.943604121,-7.7,-10.9,416.38,3.79898
COc1nc2ccc(C(O)(c3ccc(C(F)(F)F)nc3)c3cncn3C)cc2c(C#N)c1OCC(F)(F)F,0.361569878,3.774152499,-8.3,-10.1,537.42,4.48768
CC1CCC(c2ccccc2)S(=O)(=O)N1Cc1ccc(CC(N)=O)cc1,0.876222113,3.351500436,-7.7,-8.4,372.49,2.7698
CS(=O)(=O)N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccccc2)C1,0.284909022,3.769302216,-7.7,-6.4,657.601,5.836
CCN(CC12CCC(c3cc(-c4c(F)cccc4F)nnc31)C2(C)C)C(=O)c1cn(C)cn1,0.574157484,4.778036192,-8.7,-7.6,451.521,4.4726
CC(=O)NCC1CN(S(=O)(=O)c2ccc(F)cc2)c2cc(NC(=O)OC(c3ccccc3)C(F)(F)F)ccc2O1,0.388917621,3.451363608,-9.3,-11.7,581.544,4.7702
NC(=O)c1ccc(C2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)nc1,0.141057405,4.199762651,-8.2,-7.6,716.622,7.7714
O=C(O)c1ccc(-n2nc(Oc3c(Cl)cccc3Cl)c3ccccc32)c(F)c1,0.44502182,2.367662851,-8.6,-12.1,417.223,5.9619
COc1nc2ccc(C(O)(c3cnc(C)n3C)c3cnc(C)n3C)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1,0.346390293,3.491694005,-9,-6.6,577.051,5.03914
CCN(CC12CCC(c3cc(-c4c(F)cccc4F)nnc31)C2(C)C)C(=O)c1ccc(NS(C)(=O)=O)cc1,0.449705344,4.539936804,-9.6,-7.2,540.636,5.1106
Cn1c(Cc2c(Cl)ccc(C(=O)N3CCOCC3)c2Cl)cc2ccc(C(F)(F)F)cc21,0.501077678,2.680937514,-8.8,-10.4,471.306,5.5671
Cc1cc(C(=O)O)c2[nH]c(-c3c(F)c(F)c(-c4cccc(OCc5ccccc5)c4)c(F)c3F)nc2c1,0.191394038,2.743521353,-10,-13.8,506.455,7.03892
COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)N3CCN(C(C)=O)CC3)C2)cc1F)(C(F)(F)F)C(F)(F)F,0.347172839,3.81624536,-8.9,-6.5,657.58,4.5901
C=C(C#N)C1CC(C(=O)NC(C)c2ccc(NC(C)=O)c(F)c2)CC1,0.803387818,3.537403306,-7.3,-10.9,343.402,3.45738
Cc1nc2c3c(C(=O)NCc4ccccc4)cc(C(F)(F)F)cc3ncc2n1CC(C)(C)O,0.459632412,2.774419405,-8.6,-11.6,456.468,4.61262
CCOC(=O)c1sc(Nc2ccc(C)c(C)c2)nc1C(C)(C)C,0.802477877,2.2884095,-7.4,-9.6,332.469,4.97774
CN(C)C(=O)c1cccc(-c2ccc(-c3cc(C(=O)O)c4cc(F)ccc4c3)cc2)c1,0.46600105,2.111081953,-9,-12.7,413.448,5.7129
Cc1ccc(-c2ccc(-c3nc4ccc(Cl)cc4c(C(=O)O)c3C)cc2)c(Cl)n1,0.377989689,2.328680306,-8.8,-8.1,423.299,6.58564
CCC(CC)n1cc(C(C)C)c2cc(-n3nc(CO)n(CC)c3=O)c(F)cc2c1=O,0.639266743,3.122299674,-7.6,-8.3,416.497,3.4847
O=C(N1CCC(c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1)C1(CO)CCOCC1,0.373011652,3.828869279,-7.7,-7.2,615.539,4.8057
Cc1ccc(C(=O)Nc2cn3ncnc3c(CN3CCN(C(=O)C4CCCC4)C(C)C3)c2C)cn1,0.608841935,3.293157441,-9.4,-9.4,475.597,3.21634
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ccccc1CF)C1CCCCC1,0.450276564,3.403352991,-9,-12,510.585,5.5788
CCC(O)=C(C#N)C(=O)Nc1ccc(-c2cccc(OC(F)F)c2)c(C(=O)OC)c1,0.299240423,2.630433507,-7.9,-9.7,416.38,4.42578
Cc1cc(C#N)cc2c1cc(Cc1c(Cl)ccc(C(=O)N3CCCN(CC(=O)O)CC3)c1Cl)n2C,0.543362435,2.8571848,-8.3,-8.4,513.425,4.4885
CCOc1nn(-c2ncc(CC)cn2)c(C)c1C(=O)Nc1ccc(OC)cc1,0.675785174,2.422540943,-7.5,-9.6,381.436,3.19272
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cc(C#N)cc(F)c3OC)cs2)cc1,0.565773579,2.706380627,-8.3,-10.5,458.536,4.40928
CCc1nn(-c2cc(OC(C)C3CCCCC3)c(C(=O)Nc3ccc(S(C)(=N)=O)cc3)cn2)c(=O)n1C,0.452904215,3.763492095,-8.7,-10.3,526.663,4.16377
CCN(Cc1ccc(OC(F)(F)F)cc1)S(=O)(=O)c1ccc(-c2ccc(S(=O)(=O)CC)cc2)cc1,0.379474659,2.305560217,-8.3,-10.7,527.586,5.2566
CCN(CC12CCC(c3cc(-c4c(F)cccc4F)nnc31)C2(C)C)S(=O)(=O)c1ccc(OC(C)C)cc1,0.345934311,4.557562299,-8.9,-8.1,541.664,6.0748
CCc1ccc(N(CC(C)C)S(=O)(=O)c2ccc(OCC3CCSCC3)c(S(=N)(=O)Cc3ccccc3)c2)cc1,0.237026722,3.438309746,-8,-10.1,600.872,7.22817
CCn1cc(S(=O)(=O)N2CC(CC(C(=O)O)C3CC3)Oc3ccc(NC(=O)OC(C)(C)C(F)(F)F)cc32)c(Cl)n1,0.409523282,4.157051031,-7.8,-10,609.023,4.903
Cc1ccccc1NC(=O)c1cc([N-])ccc1CO,0.88232421,2.486536026,-8.1,-9.5,254.289,3.20912
Cn1c(Cc2c(Cl)ccc(C(=O)N3CCC(C(=O)O)CC3)c2Cl)cc2ccc(OC(F)(F)F)cc21,0.446297371,2.778289544,-8.8,-8.3,529.342,5.9113
CC(C)(C)OC(=O)Nc1ccc2c(c1)N(S(=O)(=O)c1cccc(C(F)(F)F)c1)CC(CC(=O)NS(=O)(=O)c1nccs1)O2,0.374631575,3.570108255,-8.7,-8.9,662.69,4.3604
CC(=O)Nc1ccccc1COc1ccc(-c2ccc(-c3nc4c(C(=O)O)cc(C)cc4[nH]3)cc2)cc1,0.242981455,2.368478657,-9.4,-11.2,491.547,6.44092
CC(O)c1nn(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3F)cc2F)c(=O)n1C,0.500122517,3.696953914,-8.5,-10.2,504.387,3.6235
Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(N)=O,0.532123943,2.103530816,-9.5,-14,374.39,5.25432
Cc1cc(OS(=O)(=O)C2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)C3CCC(C(=O)O)CC3)C2)no1,0.334771533,3.977145697,-9,-7.6,630.535,4.99982
