smiles,qed,sas,ror_score,dhodh_score,logP,weight
CCC(CC)CNNC(=O)N1CCNC(CC)C1=O,0.625576798,3.615494322,-7.5,-8.7,0.8472,270.2055761
Cc1cccc(C(F)(F)C(=O)N2CC[C@@H](O)[C@H](C3CCCC3)C2)c1,0.917170649,3.37513112,-10.1,-10.1,3.48642,337.1853355
O=C(Nc1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1)N1CCc2ccc(C3CC3)cc2C1,0.415374989,2.364571477,-11.3,-9.2,4.8952,477.1358418
O=C(Nc1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1)C(=O)N1CCc2ccc(C3CC3)cc2C1,0.319028339,2.496552235,-11.6,-10.2,3.8284,505.1307565
Cn1cc(C(NC(=O)N2CC(S(=O)(=O)N3CCc4ccccc43)C2)C(C)(C)C)cn1,0.804661489,3.396581044,-9.6,-7.7,2.2936,431.1991108
Cn1cc(C(NC(=O)C(=O)N2CC(S(=O)(=O)N3CCc4ccccc43)C2)C(C)(C)C)cn1,0.692720333,3.515099827,-9.6,-7.4,1.2268,459.1940254
CC(NC(C)C(C)C)C(=O)N1CCC(C(=O)c2ccccc2)C(C)C1,0.805029306,3.471144998,-9.3,-8.9,3.3765,344.2463783
O=C(NS(=O)(=O)N1CCCC1)N1C[C@@H](O)[C@H](O)C1,0.545291887,3.340837006,-6.9,-8.1,-1.926,279.0888916
C[C@H](C#N)NC(=O)C(=O)N1CCO[C@H](C)[C@@H]1C,0.63399398,4.064355801,-6.5,-7.9,-0.34952,239.1269914
O=C(OC(F)(c1cccc(Br)c1)C(F)(F)F)[C@@H]1C[C@H]1c1ccc([N+](=O)[O-])cc1,0.258797042,3.674355589,-9.6,-11.4,5.3888,460.9885828
CC(C)N(CC#N)C(=O)C(=O)N[C@H]1CC[C@@H](C#N)CC1,0.612565903,2.940254257,-7.8,-8.7,0.94556,276.1586259
Cc1cccc(C2CN(c3cccc(S(=O)(=O)N(C)C)c3)C2)c1,0.865397432,2.107722191,-9.3,-9.8,2.84912,330.1401989
CCC(=O)NC(C)C(=O)N1CC[C@@H]2CN(C(=O)[C@@H](O)[C@@H](C)O)C[C@@H]21,0.575815702,3.933907131,-7.6,-7.2,-1.2979,341.195071
CC(C)(C)c1ccc2c(c1)CCCN2C(=O)NC(Cc1ccccc1)c1nc2ccccc2[nH]1,0.381285551,2.875739422,-10.3,-10.9,6.3066,452.2576116
Cc1cccc([C@H]2C[C@H](NC(=O)N3C(=O)CNCC3C(C)C)C2)c1,0.895072521,3.227098812,-9.8,-10.4,2.40702,329.2103271
Cc1cccc([C@H]2C[C@H](NC(=O)N3CC(=O)NC(C(C)C)C3)C2)c1,0.894425024,3.081286225,-10,-10.4,2.40702,329.2103271
CC(C)=CCCC(=O)OC(F)C(O)C(F)F,0.571530484,3.899438693,-6.9,-7.8,2.1976,240.097329
CCN(C)S(=O)(=O)NC(=O)N(C)C(=O)C(C)(C)C(=O)O,0.65732234,3.21019837,-6.8,-8.4,-0.5383,309.0994563
CC(C#N)C1CCN(C(F)(F)C(N)c2cccc(F)c2F)CC1,0.680041297,3.894387317,-8.8,-8.8,3.42908,329.1515105
CC(C#N)C1CCN(C(=O)C(=O)NC(c2cccc(F)c2F)C(F)(F)F)CC1,0.622822249,3.702016051,-9.2,-9.8,3.08268,403.1319179
Cc1ccc(S(=O)(=O)NCCC(=O)N2CC(C)NCc3ccccc32)cc1,0.824371164,2.773003932,-9.3,-11.4,2.18832,387.1616627
CCc1ccc(S(=O)(=O)NC(=O)N2CC(Nc3cccc(C#N)c3)C2)cc1,0.823553423,2.326431808,-9.1,-9.9,2.31528,384.1256115
CC1CNCC(NC(=O)C(F)(F)Nc2cccc(S(=O)(=O)Nc3cccc(Cl)c3)c2)C1,0.463503999,3.507176604,-10.7,-11.9,3.2597,472.1147457
Cc1ccc(S(=O)(=O)N[C@@H](CO)C(=O)N2CCC(C(F)(F)C(F)(F)F)CC2)cc1,0.658190427,3.046534426,-9.6,-11.2,2.07042,444.1142193
C#CC(NC(=O)NS(=O)(=O)c1ccc(S(=O)(=O)C(C)(C)C)cc1)C1CCc2ccccc21,0.647751741,3.617781623,-9.7,-8.9,2.9785,474.1283139
C#CC(NC(=O)C(=O)NS(=O)(=O)c1ccc(S(=O)(=O)C(C)(C)C)cc1)C1CCc2ccccc21,0.475147722,3.699695472,-10.9,-11.3,1.9117,502.1232286
CCCNS(=O)(=O)NC(=O)N1CC[C@H](S(=O)(=O)NC)C1,0.550835706,3.374575035,-7.1,-8.8,-1.4361,328.0875117
NC12CC(c3cccc(N4Cc5ccccc5C(c5ccccc5)C4)c3)(C1)C2,0.708892965,3.762651156,-9.1,-7.4,4.9715,366.2095988
O=C(NC12CC(c3cccc(Br)c3)(C1)C2)C(=O)N1Cc2ccccc2C(c2ccccc2)C1,0.518788516,3.921917899,-9.8,-7.8,4.9137,500.1099401
COC(=O)[C@@H]1CN(c2ccc(S(=O)(=O)C3CCNC3)cc2)C[C@H]1C1CCOCC1,0.719553186,3.753224353,-9.2,-10.4,1.4742,422.1875431
Cc1cccc(Nc2ccccc2NC(=O)C(=O)N2C(=O)C(C)(C)NCC2C)c1,0.696712205,3.151077608,-10.6,-10.5,2.80262,394.2004907
Cc1ccc(S(=O)(=O)c2ccc(CN3CC(F)(F)OC(F)(F)C3)cc2)cc1,0.728057782,2.779414943,-10.7,-12.8,3.84562,403.0865273
CC(NS(=O)(=O)c1ccccc1)C(=O)N1CCN(S(=O)(=O)c2ccc3c(c2)NC(=O)CO3)CC1,0.568284633,2.882209993,-10.8,-10.1,0.2174,508.1086411
Cc1ccc(C(NC(=O)c2cccc(S(=O)(=O)N3CCCc4ccccc43)c2)c2cccc(Cl)c2)cc1,0.317502198,2.723222076,-11.9,-9.3,6.30932,530.1430914
Cc1ccc(C(N)c2cccc(OC(=O)c3cccc(S(=O)(=O)N4CCCc5ccccc54)c3)c2)cc1,0.275853113,2.802000161,-11.8,-13.8,5.40382,512.1769784
N#Cc1cccc(NC(=O)N(C(=O)NC(=O)c2cccc(S(N)(=O)=O)c2)C2CC2)c1,0.672936997,2.55845377,-8.6,-12.7,1.75198,427.0950396
N#Cc1cccc(NC(=O)N(C(=O)C(=O)NS(=O)(=O)c2cccc(C(N)=O)c2)C2CC2)c1,0.5544686,2.699179249,-10.3,-10.4,0.68518,455.0899543
O=S(=O)(c1ccc(N2C[C@@H]3[C@H](C2)[C@H]2C[C@@H]3[C@H](O)[C@@H]2O)cc1)N1CCCCC1,0.81011389,4.51685058,-8.9,-9.7,1.2851,392.1769784
Cc1ccccc1N1CCN(NC(=O)C(=O)N2CCN(C(C)(C)C)CC2)CC1,0.770208147,2.553957841,-9.2,-7.9,1.09092,387.2634253
Cc1ccc(S(=O)(=O)Nc2ccc(Nc3ccc(F)c(C(N)c4ccccc4)c3)cc2)cc1,0.328316943,2.567577013,-10.9,-12.3,5.72662,461.1573262
Cc1ccc(S(=O)(=O)NC(=O)N(C)C(=O)C(=O)NC[C@H]2CCC[C@H]2O)cc1,0.618680459,3.358818405,-9,-9.9,0.12892,397.1307565
CCCN(C)S(=O)(=O)NC(=O)C(=O)N1CC(C)OC[C@@H]1C,0.692552202,3.689122281,-7.4,-8.8,-0.675,321.1358418
N#CC1CCCCN1C(=O)C(=O)NS(=O)(=O)N1CCCOCC1,0.63998465,3.303139479,-7.4,-9,-1.02562,344.1154407
Cc1ccc(S(=O)(=O)N(CCCC(=O)O)C(=O)N[C@@H](C#N)C(C)C)cc1,0.709675442,3.12793858,-7.8,-9.9,2.1083,381.1358418
CCCC(C)N(C)C(=O)C(=O)NC(=O)C(C)(C)NC,0.703772739,3.432064514,-6.6,-7.8,0.2742,271.1895917
CCC(C(=O)O)N(C(C)=O)C(=O)Nc1cccc(S(=O)(=O)NC)c1,0.690758512,2.949496314,-7.6,-10,0.8383,357.0994563
CN[C@H](C)C(=O)NC(=O)C(=O)N1C(C)COCC1C,0.620741654,3.912872316,-7.2,-8.1,-1.1271,271.1532062
C[C@@H](O)[C@H](NC(F)(F)[C@]12CNC[C@@]1(C(F)(F)F)CNC2)C(N)=O,0.329778734,4.819625356,0,0,-0.855,346.1428169
C[C@@H](O)[C@H](N)C(=O)NC(=O)C(=O)N1C[C@]2(C(F)(F)F)CNC[C@]2(C(F)(F)F)C1,0.331504734,4.909039089,0,0,-1.1199,420.1232244
CC(CO)NNC(=O)NS(=O)(=O)c1ccc(C(N)=O)cc1,0.409720088,2.894429933,-7.8,-10.1,-1.3412,316.0841406
CC(CO)N(N)C(=O)NS(=O)(=O)c1ccc(C(N)=O)cc1,0.301636024,3.013995922,-7.8,-9.1,-1.2597,316.0841406
CC(CO)NNC(=O)C(=O)NS(=O)(=O)c1ccc(C(N)=O)cc1,0.282771306,2.982794168,-8.1,-10.3,-2.408,344.0790552
CC(CO)N(N)C(=O)C(=O)NS(=O)(=O)c1ccc(C(N)=O)cc1,0.200540789,3.112999767,-7.9,-10,-2.3265,344.0790552
CC[C@H](NC(=O)NC(C)(C)C(F)(F)F)C(F)F,0.751289188,3.489454268,-7.1,-7.9,2.6702,262.1104542
CC[C@H](N)C(F)NC(C)(C)C(F)(F)F,0.556484766,4.06751997,-6.1,-6.6,1.9498,216.1249614
CCCC(=O)C(F)(F)N1CC[C@@H](c2ccccc2)[C@H](O)C1,0.849665392,3.407125305,-8.8,-8.8,2.7988,297.1540354
Cc1ccc(N(CCC(=O)N2CCC[C@@H]2C(C)(C)O)S(=O)(=O)c2ccc(C)cc2)cc1,0.707121543,2.907567679,-10.6,-11.1,3.65074,444.2082785
CC1CCN(c2cccc(C3CNC3)c2)CCS1=O,0.893866748,3.632839912,-8.6,-9.6,1.7207,278.1452843
CCN1CCN(CCC(=O)N(NC(=O)c2ccc([N+](=O)[O-])cc2)C(=O)CCl)CC1,0.390945395,2.621398191,-8.7,-10.2,0.8612,425.1465965
Cc1ccc(C(Nc2ccc(NCC3CNCc4ccccc43)cc2)C(=O)O)cc1,0.468076686,3.09916394,-10,-12.5,4.53172,401.2103271
CC(C)N(C(=O)Nc1cccc(C#N)c1)C(=O)Nc1cccc(C(C)(C)C#N)c1,0.779906275,2.659913218,-10,-9.5,4.83386,389.185175
O=C(OC(F)(F)[C@H](O)c1cccc(F)c1)[C@H]1CCCN1S(=O)(=O)c1ccccc1,0.714333078,3.19425512,-10.1,-10.1,2.8484,429.0857783
CN(Nc1cccc(C2CCNC2)c1)S(C)(=O)=O,0.800040334,3.201248343,-7.5,-8.5,0.9818,269.1197978
CC(C)N(C)c1cccc(NC(=O)N2CCN[C@@H](C)CC2)c1,0.902487575,2.858069555,-8.6,-9.1,2.7469,304.2263115
CC(C)C(C#N)OC(=O)C(F)(F)c1ccc([N+](=O)[O-])cc1,0.473090349,3.298013265,-8.1,-8.8,2.77798,298.0765133
N#Cc1cccc(CN2CCC(Nc3cc(C(F)(F)C(F)(F)F)ccn3)CC2)c1,0.727395494,2.591900819,-10,-11,4.68388,410.1529877
O=C(CNS(=O)(=O)c1cccc(Cl)c1)N1CCc2cc3c(cc2C1)CCCC3,0.829214002,2.38544966,-10.4,-10.5,3.082,418.1117913
C[C@@H]1CNC[C@H](C)C1(F)N1CCCNS1(=O)=O,0.65952061,4.865318878,-7.1,-6.8,0.0677,265.1260261
O=C(Nc1cc([N+](=O)[O-])ccc1Nc1ccccc1)C(=O)Nc1ccccc1S(=O)(=O)C1CCCC1,0.2393334,2.491796023,-11.2,-9.9,4.6319,508.1416555
CC(C)(C)CCN1CCN(C(=O)C(=O)NS(=O)(=O)N2CCCC(C(=O)O)C2)CC1,0.572288008,3.12849462,-9,-8.6,-0.2756,432.2042557
N#CC1(c2ccc(N3C[C@@H]4[C@H](C3)[C@H]3C[C@@H]4[C@H](O)[C@@H]3O)cc2)CC1,0.871733249,4.908496666,-9.2,-10.2,1.66568,310.1681279
O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)N1CC2CCC1C2,0.893319696,3.84991072,-9.8,-10.2,2.588,348.075548
O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)C(=O)N1CC2CCC1C2,0.793667782,4.007470276,-9.8,-10.4,1.5212,376.0704626
CC(O)C(=O)N(C)C(=O)N[C@@H](CO)[C@@H](C)O,0.462149921,3.866713079,-5.7,-7.2,-1.7231,234.1215717
CC(O)C(=O)N(C)C(=O)C(=O)N[C@@H](CO)[C@@H](C)O,0.405536989,4.012461568,-6.1,-7.8,-2.7899,262.1164863
CC(NC(=O)N[C@H](c1ccc(F)cc1)C(F)(F)F)C(F)F,0.821997923,3.325393889,-8,-9.1,3.3819,314.0853823
CC(Nc1ccc([C@@H](N)C(F)(F)F)cc1)C(F)F,0.822030142,3.374547311,-7.4,-8.5,3.3142,268.0998895
CC(NC(F)(F)[C@H](N)c1ccc(F)cc1)C(F)F,0.636154434,3.682179389,-7.6,-7.8,2.6615,268.0998895
C1=C(c2ccccc2)CCN(c2ccc(CNCc3ccccc3)cc2)C1,0.648570561,1.997626817,-10.6,-12.2,5.2701,354.2095988
CC(C)N1[C@H](C)CN(C(=O)NCC(O)C(N)=O)C[C@@H]1C,0.639002349,3.800265724,-6.5,-7.9,-0.6548,286.2004907
CC(C)N1[C@H](C)CN(C(=O)NC(=O)C(O)CN)C[C@@H]1C,0.63985991,3.954658328,-7.1,-8.1,-0.6548,286.2004907
CC1CCN(C(=O)NS(=O)(=O)c2ccc(NC(=O)NN)cc2)CC1C,0.359013942,3.130887679,-8.9,-11.9,1.058,369.1470752
CC1CCN(C(=O)C(=O)NS(=O)(=O)c2ccc(NC(=O)NN)cc2)CC1C,0.243739404,3.276589322,-9.3,-10.6,-0.0088,397.1419898
c1ccc2c(c1)CC1(CCN(c3ccc(CC4CCNCC4)cc3)CC1)C2,0.859482875,2.886798264,-9.9,-11.4,4.6141,360.256549
Nc1ccc(S(=O)(=O)NC(=O)C(=O)N2CC(C3C4CC5CC(C4)CC3C5)C2)cc1N,0.484822915,4.081065679,-10.1,-9.8,1.1866,432.1831264
Nc1ccc(S(N)(=O)=O)cc1NC(=O)C(=O)N1CC(C2C3CC4CC(C3)CC2C4)C1,0.489756726,3.946496078,-9.4,-9.5,1.3854,432.1831264
O=C(NS(=O)(=O)c1ccc(C(F)(F)F)cc1)NS(=O)(=O)c1cccc(S(=O)(=O)Cl)c1,0.590128674,2.448512786,-9.8,-11.1,2.0097,505.929076
O=S(=O)(c1ccccc1)C1CN(c2ccc(NCc3ccc(Br)cc3)c(F)c2)C1,0.553379989,2.24009888,-10.4,-12.2,4.8628,474.0412892
CCCN(CCC#N)CC(C)F,0.612144603,3.258604248,-5.4,-5.6,1.97008,172.1375768
CC(CCCC(C)C(=O)O)NC(=O)NC(=O)C(C)Br,0.618214264,3.404759952,-7.5,-8.1,1.8751,336.0684693
CC1CCCCCN1C(=O)NNC(=O)Nc1ccc(S(C)(=O)=O)cc1,0.694816278,2.685468688,-9.8,-10.2,2.1007,368.1518262
CC1(C)CN(c2ccc([C@@H]3C[C@H]3N)cc2)CC(C)(C)N1,0.869543571,3.382114456,-8.2,-9.2,2.468,273.2204979
CS(=O)(=O)c1cccc(C(N)c2ccc(N(CC3NCCc4ccccc43)c3ccccc3)c(F)c2)c1,0.349303414,3.477784865,-9.8,-10.2,5.3024,515.2042764
C#CC1(F)CN(C(=O)N[C@@H](C)c2ccc(S(N)(=O)=O)cc2)C1,0.803751011,3.239612104,-8.2,-10.3,0.7617,325.0896406
C#CC1(F)CN(C(=O)NS(=O)(=O)c2ccc([C@H](C)N)cc2)C1,0.802673795,3.394815553,-8.8,-10.7,0.7617,325.0896406
C#CC1(N[C@@H](C)c2ccc(S(N)(=O)=O)cc2)CNC1,0.675294782,3.37311129,-7.5,-8.8,-0.0402,279.1041478
C#CC1(NS(=O)(=O)c2ccc([C@H](C)N)cc2)CNC1,0.675294782,3.320107671,-7.7,-9.1,-0.0402,279.1041478
Nc1ccc(N(C(=O)Nc2ccccc2)C(=O)C(=O)Nc2ccc(CN3CCN(Cc4ccccc4)CC3)cc2)cc1,0.220701462,2.48420324,-11.2,-6.9,4.7904,562.2692389
O=S(=O)(Nc1ccc(C2CNc3ccccc3O2)cc1)N1CCCCC1,0.861972149,2.816879322,-9.5,-12,3.3748,373.1460126
CC(N)(c1ccc(C#N)cc1)C(F)(F)N[C@H]1c2ccccc2C[C@H]1F,0.833270897,3.894883465,-9.3,-10.2,3.55008,345.1452822
CC(NC(=O)C(=O)N[C@H]1c2ccccc2C[C@H]1F)(c1ccc(C#N)cc1)C(F)(F)F,0.592266648,3.80971751,-10,-10.8,3.20368,419.1256897
CN(C)S(=O)(=O)C1CCN(C(=O)Nc2cccc(S(=O)(=O)c3ccccc3)c2)C1,0.770698079,2.850269916,-10.5,-11.1,2.017,437.1079128
CN(C)S(=O)(=O)C1CCN(C(=O)C(=O)Nc2cccc(S(=O)(=O)c3ccccc3)c2)C1,0.6565852,2.982379263,-10.5,-10.9,0.9502,465.1028275
O=C1CCC(=O)N(C(F)(F)[C@@H]2CNC[C@@H]2C(F)(F)F)CC1,0.621506799,4.225203819,-8.2,-8.7,1.5587,314.1053688
O=C1CCC(=O)N(C(F)(F)[C@H]2CNC[C@H]2C(F)(F)F)CC1,0.621506799,4.225203819,-8.3,-8.5,1.5587,314.1053688
C#CC(C(=O)NC(c1cccc(F)c1)C(C)(C)C)C(C)C,0.835915275,3.432610952,-7.2,-7.6,3.9345,289.1841926
CC(F)CNC(=O)N(CC#N)CC#N,0.663867323,3.69667638,-5.8,-6.5,0.40316,198.0916892
C=CCN(C(=O)NS(=O)(=O)c1ccc(S(F)(F)(F)(F)F)cc1)C(=O)c1cccc(C#N)c1,0.451181201,3.291602828,-10.1,-10.4,4.94238,495.034589
Cc1ccc(S(=O)(=O)N2CCN(c3cccc(C(O)c4ccccc4)c3)CC2)cc1,0.682708187,2.443491057,-10.4,-10.6,3.58762,422.1664137
Cc1cccc(N2CCN(C(F)(F)c3ccc4c(c3)NCC(C)O4)CC2)c1,0.821516109,3.212056006,-10,-11.4,4.05932,373.1965689
CNC(c1ccc(Cl)cc1)c1ccc(N2CC3CCCCCC3C2)cc1,0.747921431,3.067330368,-9.2,-8.8,5.6653,368.2019266
CNC(c1ccc(F)cc1)c1ccc(N2CC3CCCCCC3C2)cc1,0.818375338,3.072034417,-9.3,-9.4,5.151,352.2314771
CCCC1c2ccccc2CCN1C(=O)C(=O)N[C@@H]1CCC[C@H]1N,0.831890919,3.453020168,-9.2,-8.7,1.9085,329.2103271
O=C(CN1CCNCC1=O)NC(=O)NS(=O)(=O)c1ccc(C2(C(=O)O)CC2)cc1,0.440216805,2.690653432,-8.3,-11.4,-1.2509,424.10527
CCC(F)(F)C(C)(C)CNC1(F)CN[C@H](C#N)C1,0.74753047,4.876961059,-7.1,-8.1,2.19878,263.1609323
C[C@H]1CNCCN1c1cccc(S(=O)(=O)C2CNC2)c1,0.835806577,3.114438647,-7.8,-8.7,0.2302,295.1354479
C[C@H]1CN(c2cccc(S(=O)(=O)C3CNC3)c2)CCN1,0.835806577,3.081919965,-8,-8.5,0.2302,295.1354479
FC(F)([C@@H]1CCCCN1)N1C[C@@H]2[C@H]3CNC[C@H]3[C@@H]2C1,0.737072433,4.924846899,-8.3,-8.4,1.1185,271.1860042
CC(C)N(Cc1cccc(Br)c1)C(=O)N[C@@H]1C[C@H]1c1cccc(Cl)c1,0.671417424,3.012870336,-9,-9.4,5.5786,420.0604031
CC(C)N(Cc1cccc(Br)c1)C(=O)C(=O)N[C@@H]1C[C@H]1c1cccc(Cl)c1,0.68276279,3.184819391,-9.6,-10,4.5118,448.0553177
CCN(C(=O)C(=O)NC[C@H]1CCCNC1)C(=O)C1CNc2ccccc2O1,0.657957216,3.688009937,-8.2,-10.6,0.3504,374.1954053
NC(c1ccc(N2CCC(C3COC(=O)N3)CC2)cc1)c1cccc(F)c1,0.868526945,3.246147699,-9.9,-10.4,3.1986,369.1852552
NC(c1ccc(Cl)cc1)c1cccc(N2CCC(C3COC(=O)N3)CC2)c1,0.841351188,3.252042965,-9.5,-10.7,3.7129,385.1557047
CC[C@@H](NC(=O)[C@@H](NC(C)=O)[C@@H](C)CC)C(F)F,0.734970528,3.381686116,-6.7,-7.7,1.6971,264.1649344
CC[C@@H](N)C(F)OC(=O)[C@@H](NC(C)=O)[C@@H](C)CC,0.67344494,3.804088944,-6.4,-7.6,1.1133,262.1692708
CNC(C)C(=O)NC(=O)C(=O)N1CC(N2CCC(C)CC2)C1,0.66577415,3.105940639,-7.9,-8.6,-0.8202,310.2004907
C/C=C/CCCCC(=O)N1C[C@@H](C)N(C)[C@@H](C)C1,0.554607804,3.305761025,-7,-8.3,2.6739,252.2201635
O=C(c1ccc2c(c1)OC(F)(F)O2)N1CCCCCCCNS(=O)(=O)CC1,0.776678473,3.269814863,-9.1,-7.3,2.3338,404.1217492
O=C(NC(=O)C1NCCNC1=O)C(=O)N1CCCc2cc(-c3ccccc3)ccc21,0.493265098,3.231981218,-11.5,-13.1,0.3636,406.1641052
NS(=O)(=O)c1ccc(-c2ccc(N3CC(C4CCC4)C3)cc2)cc1,0.927616099,2.013396524,-9.5,-11,3.2373,342.1401989
O=C(c1ccccc1)c1cc(N2Cc3ccccc3C3(CCCC3)C2)ccc1O,0.611083418,2.808684011,-11,-11.6,5.4552,383.188529
CN(C)[C@@H]1C[C@H]2CC[C@@H](C1)N2c1ccc(C(Cl)c2ccc(Cl)cc2)cc1,0.616482875,4.176200547,-9.3,-9.6,5.7296,388.1473042
Cc1cccc(C2(N3C[C@H]4CCN(C(=O)NC(C)(C)C)[C@H]4C3)CNC2)c1,0.854861245,3.782593534,-9.1,-6,2.30772,356.2576116
COC(=O)[C@@H]1C[C@H]1C1CCN(C(F)(F)C(C)c2cccc(N)c2)C1,0.50916118,4.073810852,-8.8,-9.5,3.0961,338.1805844
COC(=O)[C@@H]1C[C@H]1C1CCN(C(=O)C(=O)Nc2cccc(C(C)C(F)(F)F)c2)C1,0.609566045,3.813615599,-10.2,-10.2,2.9485,412.1609919
CC(C)(C)C1CCC2(CC1)NC(=O)N(c1ccc(-c3nc4ccccc4[nH]3)cc1)C2=O,0.559381358,3.00349611,-10.4,-10.1,5.2612,416.2212261
CO[C@@H]1C[C@H]2CC[C@@H](C1)N2c1ccc([C@@H]2C[C@H]2N)cc1,0.919063076,4.342376511,-8,-8.7,2.6474,272.1888634
O=C(c1ccc(N2CCC(C3CCC3)C2)cc1)c1cnc2ccccc2c1,0.610415319,2.58005727,-10.6,-11.6,5.0922,356.1888634
NS(=O)(=O)c1ccc(C(=S)NC(=O)C(=O)N2C[C@@H](O)[C@H](C3CC3)C2)cc1,0.459269985,3.567999359,-9.1,-9.1,-0.645,397.0766127
NC(=S)c1ccc(S(=O)(=O)NC(=O)C(=O)N2C[C@@H](O)[C@H](C3CC3)C2)cc1,0.454831099,3.436634963,-8.8,-10.6,-0.645,397.0766127
C[C@@H]1CN(c2cccc(C3(F)CNC3)c2)CC[C@@H]1N(C)C,0.921164045,3.643519734,-8.5,-8.7,2.231,291.2110761
C[C@@H]1CN(C2(c3cccc(F)c3)CNC2)CC[C@@H]1N(C)C,0.917427018,3.689670398,-8.7,-6.1,1.8962,291.2110761
C[C@H]1CN(c2cccc(C(C)(C)N)c2)[C@@H](C)CO1,0.873633978,3.223367933,-7,-8.7,2.494,248.1888634
CC(C)(C)c1ccc(-c2cccc(NC(=O)C(=O)N3CC4CCC3CC4O)c2)cc1,0.741918926,4.023275538,-11,-11.3,3.9614,406.2256428
Cn1cc(C2CN(c3cccc(-c4ccc5c(c4)CCN5)c3)C2)cn1,0.795485159,2.563940172,-10.3,-11.3,3.6589,330.1844467
Cc1ccc(N(CCC(=O)N2CCN3C[C@H](O)C[C@H]3C2=O)S(=O)(=O)c2ccc(C)cc2)cc1,0.68866975,3.352883853,-10.9,-9.9,1.69284,471.182792
C[C@@H]1CCN(CCC(=O)NC2CCCc3ccccc32)C[C@@H]1NC(=O)C(F)(F)F,0.783301022,3.418359952,-9.7,-9.7,2.9592,411.2133618
CC1CCCCN1S(=O)(=O)N1CCC(c2ccccc2)C1,0.860958685,2.881789973,-8.7,-9.2,2.5951,308.155849
CC1CNc2ccc(C(F)(F)NC(c3ccccc3)c3ccc(Cl)c(Cl)c3)cc2O1,0.430086149,3.517606992,-11.1,-10.9,6.6147,448.0920751
CC1CN(C(=O)C(=O)NC(c2ccccc2)c2ccc(Cl)c(Cl)c2)c2ccc(C(F)(F)F)cc2O1,0.426831571,3.350407093,-12.2,-10.2,6.0319,522.0724825
Cc1cccc(C(NC(=O)N2Cc3ccccc3C3(CCCC3)C2)c2ccc(Cl)cc2)c1,0.474280482,3.329557462,-11.6,-8.2,6.77502,444.1968412
O=C(C1CCN(S(=O)(=O)c2ccccc2)CC1)N1CCC(F)(C(F)(F)F)CC1,0.704130866,2.625550801,-10.8,-11,2.9803,422.1287264
CCC(C(=O)N[C@@H](C)[C@@H](C)O)N(CC)CC,0.685628053,3.517284448,-5.7,-6.6,0.9923,230.1994281
O=C(NS(=O)(=O)N1CCC(O)CC1)N1CCCC(S(=O)(=O)Nc2ccccc2)C1,0.595297686,3.090386796,-10,-12.1,0.3038,446.1293766
FC(F)(c1ccc2c(c1)CCN2)N1CCC(NC2CC2)CC1,0.837662772,2.965661819,-9.5,-9.7,2.9203,307.1860042
FC(F)(c1ccc2c(c1)CCN2)N(C1CCNCC1)C1CC1,0.837662772,3.240855225,-8.7,-8.9,2.9203,307.1860042
O=S(=O)(C1CCc2ccccc2C1)N1CCCc2ccc(C(F)(F)F)cc21,0.758422823,3.077034498,-10.5,-10.2,4.3453,395.1166845
C#CCN(C(=O)CCC=C(C)C)S(=O)(=O)c1ccc(C)cc1,0.598262488,2.668456864,-8.3,-8.6,2.89192,319.1242145
CC1C(CO)CCCN1C(Cl)(Cl)c1ccc(C=O)cc1,0.526814017,3.738037533,-7.3,-7.9,3.1798,315.0792842
Cc1ccc(S(=O)(=O)C2CCN(c3cccc(C4(F)CNC4)c3)CC2)cc1,0.873901365,2.664889525,-9.7,-9.9,3.20572,388.1620773
CCC(C)(NC(=O)N1CCC2OCCN(C)C2C1)C(F)(F)F,0.8432001,4.064962094,-7.6,-9,1.8319,323.1820617
O=C1CC(c2cccc(NNS(=O)(=O)c3ccc(F)cc3)c2)C1,0.824277914,2.24628809,-9.6,-11.3,2.5776,334.0787416
NS(=O)(=O)c1ccc(Oc2ccc(NC(=O)N3CC4CCC(C3)N4)cc2)cc1,0.724656406,3.735698904,-10.1,-11.2,2.0944,402.1361762
c1cc(C2CNC2)cc(N2CCCCC2C2CCCCC2)c1,0.894131065,2.808078026,-8.7,-9.4,4.3126,298.240899
C[C@@H](O)c1cccc(S(=O)(=O)NC(=O)N2CC(C3CC3)C2)c1,0.878116925,2.800449896,-8.4,-9.5,1.48,324.1143781
O=C(Nc1cc(-c2nc3ccccc3[nH]2)[nH]n1)NS(=O)(=O)c1ccc2c(c1)CCCN2,0.331960378,2.765580627,-10.9,-12.8,2.8215,437.1270085
NS(=O)(=O)c1ccc2c(c1)CCCN2C(=O)Nc1cc(-c2nc3ccccc3[nH]2)[nH]n1,0.388436273,2.686712865,-11.2,-10.9,2.5851,437.1270085
O=C(Nc1cc(-c2nc3ccccc3[nH]2)[nH]n1)C(=O)NS(=O)(=O)c1ccc2c(c1)CCCN2,0.286831193,2.871019993,-11.2,-11.3,1.7547,465.1219231
CC1CN(c2ccc(-c3ccc(C(=O)O)cc3)cc2)c2ccccc21,0.707962816,2.415161999,-9.7,-11.5,5.307,329.1415788
