smiles,qed,sas,ror_gamma_score,dhodh_score
Oc1ccc(F)c(NC(=O)c2cc(F)c(-n3nc4n(c3=O)CCCC4)cc2-c2ccccc2F)c1F,0.404296405,2.899589097,0.404641524,0.740267572
Oc1ccc(F)c(NC(=O)c2cc(F)c(-n3nc4n(c3=O)CCCC4)cc2-c2ccccc2F)c1F,0.404296405,2.899589097,0.404641524,0.740267572
CCCC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cccc1Cc1cccc(F)c1,0.258197611,3.366026606,0.514246348,0.740217052
CCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(F)ccc(-c2cccc(Cl)c2)c1F,0.335983239,2.843317994,0.566237415,0.740195213
Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(F)cccc1Cc1ccc(F)cc1,0.432227288,2.771148965,0.41254196,0.740171511
Cc1cccc(C(F)(F)F)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1ccc(C(F)(F)F)cc1,0.271851998,2.931696813,0.393225695,0.739918316
CCC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ccccc1NCc1ccccc1F,0.281059807,3.246206174,0.391352096,0.739886962
Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)ccc(-c2ccccc2F)c1F,0.397988365,2.86270075,0.379870705,0.739840172
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4cc(C5CCN(C(=O)C6CCCC6)CC5)ncc4F)c(=O)c3cc2F)c1=O,0.324524567,3.424862148,0.520192554,0.739746223
O=C(Nc1c(Cl)ccc(-c2ccccc2Cl)c1F)c1ccc(-n2nc3n(c2=O)CCCC3)c(F)c1,0.369587898,2.695487489,0.421928998,0.73974295
O=C(Nc1c(F)cc(F)cc1-c1cccc(Cl)c1)c1ccc(-n2nc3n(c2=O)CCCC3)c(F)c1,0.411644891,2.677874902,0.423825342,0.739665048
Cc1ccc(-c2ccccc2F)cc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1O,0.451282002,2.63065672,0.345928633,0.739396299
Cc1ccc(-c2ccccc2F)cc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1O,0.451282002,2.63065672,0.345928633,0.739396299
CCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1cccc(-c2cccc(F)c2N)c1C,0.354366794,2.858292545,0.398316007,0.739322642
Cc1nc2c(C(O)=O)cc(-c3cc4c(c(NC(=O)c5cccc(C#N)c5)c3)CCC4)cc2[nH]1,0.4225267,2.668577052,0.178690677,0.739169801
CCc1nn(-c2cc(OC(C)CC=C)c(C(=O)NC3(c4ccc(F)cc4)CC3)cc2F)c(=O)n1C,0.464543499,3.532440211,0.348445266,0.739158881
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cc2cccc(F)c2)ccc(F)c1F,0.30380845,2.984549871,0.429789798,0.739137309
Cc1ccccc1NC(=O)c1cc(F)c(-n2nc3ccccn3c2=O)cc1-c1ccc(C#N)cc1,0.417348704,2.54465514,0.383319957,0.739042866
O=C(Nc1ccccc1C(F)F)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1ccccc1F,0.370944,2.804808693,0.407755299,0.739024816
O=C(Nc1ccccc1C(F)F)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1ccccc1F,0.370944,2.804808693,0.407755299,0.739024816
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1cc(-c2ccccc2F)ccc1C)C(F)(F)F,0.279084598,3.352417315,0.403207206,0.738963919
CCCCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1cc(-c2ccccc2C(F)(F)F)ccc1C,0.180497951,2.840398433,0.392322914,0.738805368
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cccc1Cc1cc(Cl)cc(C2CC2)c1,0.240840267,3.035406256,0.480516776,0.738790375
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cccc1CC(=O)C1CCCC1,0.430870305,2.957143706,0.495701799,0.738468249
Cc1ccc(F)cc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1ccccc1C(F)(F)F,0.335852622,2.776126243,0.414621294,0.738261474
Cc1ccc(F)cc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1ccccc1C(F)(F)F,0.335852622,2.776126243,0.414621294,0.738261474
CCCCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(Nc1ccccc1C)c1ccccc1F,0.262895674,3.239409115,0.45119369,0.73821407
O=C(Nc1c(Cl)ccc(-c2cccc(F)c2)c1F)c1ccc(-n2nc3n(c2=O)CCCC3)c(F)c1,0.411644891,2.698568608,0.567964383,0.738162859
CCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)ccc(-c2ccc(F)cc2)c1F,0.335983239,2.817925183,0.541876013,0.7380262
CCCC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ccc(S(=O)(=O)c2cccc(C(F)(F)F)c2)cc1C,0.205621244,3.513960534,0.539173753,0.737821351
Cc1cc(C(F)(F)F)ccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1Oc1ccccc1F,0.311922534,2.769767043,0.42831507,0.737683464
CCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cccc1-c1ccc(Cl)cc1,0.348902923,2.677282659,0.409215361,0.737677207
CCc1nn(-c2cc(OC(C)C)c(-c3cccc(C)c3F)cc2F)c(=O)n1C,0.660102903,2.747509367,0.370792249,0.737616864
CCCCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cccc1Cc1cccc(Cl)c1,0.23640114,2.807450471,0.458229124,0.737565227
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(F)ccc(-c2cccc(Cl)c2)c1F,0.309026369,2.915478123,0.562131388,0.737350269
Oc1ccc(F)c(NC(=O)c2cc(F)c(-n3nc4n(c3=O)CCCC4)cc2-c2cccc(F)c2)c1F,0.404296405,2.907030377,0.408905905,0.737295877
CCCCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(F)cc(Cc2cccc(C(F)(F)F)c2)cc1F,0.164901052,3.010551571,0.409841382,0.737279694
Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)ccc(-c2cccc(C(F)(F)F)c2)c1F,0.300067064,2.957002494,0.570019945,0.737269464
CCCC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cccc1Cc1cccc(C(F)(F)F)c1,0.202707271,3.473628751,0.517290323,0.737071137
CCS(=O)(=O)c1ccc(-c2cc(-n3nc4ccccn4c3=O)c(F)cc2C(=O)Nc2ccccc2C)cc1,0.344485795,2.625388591,0.468635839,0.737049043
CCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(F)ccc(-c2cc(Cl)cc(C3CC3)c2)c1F,0.265061377,3.038951572,0.611595036,0.736996107
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cccc1Cc1cccc(Cl)c1,0.302501278,2.829536293,0.444914799,0.736785759
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ccc(C(F)(F)c2cccc(F)c2)cc1C,0.27203035,3.017884284,0.445883756,0.736746947
COc1cccc(Cc2cccc(C(F)(F)F)c2)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C,0.245438041,3.002674622,0.42491142,0.736713722
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cccc1S(=O)(=O)c1cccc(Cl)c1)C(F)(F)F,0.249499983,3.582592484,0.497045397,0.736701091
Cc1cc(F)ccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1c(F)cccc1F,0.39738534,2.758676378,0.409056561,0.736617745
O=C(Nc1c(F)cccc1F)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1ccc(C2CC2)cc1Cl,0.327017207,2.866913393,0.446884841,0.736577128
CC(Cc1ccccc1C(F)(F)F)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1cc(F)ccc1C,0.260370869,3.386891605,0.449103466,0.736575883
O=C(Nc1c(F)cccc1F)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1ccccc1Cl,0.411644891,2.694223154,0.41717846,0.736383632
CCCC(Oc1cc(-n2nc(CC)n(C)c2=O)c(F)cc1C(=O)Nc1ccccc1C)c1ccc(Cl)cc1,0.268080625,3.14209419,0.516518179,0.73637939
CCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1cc(-c2cccc(C)c2F)ccc1C#N,0.372444623,2.904952517,0.510112122,0.736351092
CCc1cccc(Cl)c1NC(Cc1cccc(C(F)(F)F)c1)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1O,0.236960428,3.472790717,0.439637541,0.736123017
COc1cccc(C)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1ccc(C(F)(F)F)cc1,0.326532328,2.80513571,0.374518642,0.735943984
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1cccc(Cc2ccc(-c3ccccc3F)cc2)c1C,0.201298056,2.886069034,0.355885794,0.735841334
CCOc1cc(-n2nc(C(C)(C)O)n(C)c2=O)c(F)cc1C(=O)Nc1c(Cl)cccc1S(=O)(=O)c1ccc(C#N)cc1,0.302510861,3.064071561,0.414758589,0.73580499
CCC1=NN(c2ccccc2C)C(c2ccc(F)cc2)c2ccc(-n3nc(CO)n(CC)c3=O)cc21,0.428978741,3.42938371,0.393548224,0.735736132
CC(O)c1nn(-c2cc(-c3ccccc3C#N)c(C(=O)Nc3c(F)cccc3Cl)cc2F)c(=O)n1C,0.415169727,3.343022418,0.390792604,0.735672704
CCCC(C)Oc1cc(-n2nc3ccccn3c2=O)c(F)cc1-c1cccc(C(F)(F)F)c1,0.338634671,3.163215688,0.409586352,0.735491406
CCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1cc(Cc2ccccc2F)ccc1C,0.36495569,2.69780648,0.452823118,0.735467818
CCCC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(Cc1cccc(C(F)(F)F)c1)Nc1c(C)cccc1F,0.184385412,3.859245541,0.502549366,0.735454434
Cc1ccccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1cccc(Cl)c1,0.429048108,2.55583819,0.449124132,0.735431412
Cc1ccccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1cccc(Cl)c1,0.429048108,2.55583819,0.449124132,0.735431412
CC(C)n1c(C)nn(-c2cc(-c3ccccc3C(F)(F)F)c(C(=O)Nc3ccccc3C)cc2F)c1=O,0.318856805,2.690272649,0.438345391,0.735259737
CC(C)Oc1cc(-n2nc(C)n(C(C)C)c2=O)c(F)cc1C(=O)Nc1c(Cl)cccc1C(F)(F)F,0.423311124,2.852830192,0.419593018,0.735254772
CCC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(N)cccc1C(=O)C1CCCC1,0.312822591,3.452162581,0.502449889,0.734972095
CCC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(CCc2ccc(F)cc2)cccc1C(F)(F)F,0.208640552,3.488331565,0.42597181,0.734868228
CCCCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cc(CN(C2CCC2)S(=O)(=O)Cc2ccc(F)cc2)cc1C,0.157133731,3.247300825,0.503676878,0.734716504
Cc1ccccc1-c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1O,0.779925036,2.564547661,0.380181837,0.734378665
COc1cccc(-c2ccccc2C)c1-c1c(F)c(F)c(NC(=O)C2=C(C(O)=O)CCC2)c(F)c1F,0.30417004,2.80052634,0.36695247,0.734337021
CCCCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ccc(C(F)(F)c2cccc(F)c2)cc1C,0.179923558,2.993847846,0.446849831,0.734160187
CCCCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cccc1Cc1ccccc1F,0.262186476,2.81564035,0.453831122,0.734096115
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cccc1Cc1ccccc1C(F)(F)F,0.25366778,2.98049386,0.464364787,0.734079435
CCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)ccnc1Cc1ccccc1F,0.385674227,2.926084685,0.445090793,0.734068547
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cc2cccc(C(F)(F)F)c2)cccc1C(F)(F)F,0.218280508,3.122260376,0.42086396,0.734049327
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ccc(N)cc1C(F)(F)c1cccc(C(F)(F)F)c1,0.187029414,3.192892718,0.414183517,0.734036209
Oc1cccc(-c2c(F)c(F)c(CNC(=O)c3c(F)cccc3Cl)c(F)c2F)c1,0.436093028,2.513350803,0.341620969,0.734035852
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(F)ccc(-c2cc(Cl)cc(C3CC3)c2)c1F,0.248556046,3.107270191,0.6055169,0.733923029
Cc1nc2c(C(O)=O)cc(Nc3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)cc2[nH]1,0.450232517,2.751290379,0.163839882,0.733811834
Cc1cccc(-c2cc(-n3nc4n(c3=O)CCCC4)c(F)cc2C(=O)Nc2c(C)cccc2N)c1,0.424516413,2.737617559,0.433506633,0.733626591
CCn1c(CO)nn(-c2ccc3c(=O)n(-c4c(F)cccc4C4CCC(C(F)(F)F)CC4)cc(C4(C)CC4)c3c2)c1=O,0.287347779,3.424449818,0.594652739,0.73349371
Cc1cc(F)cc(Cl)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC1CCCC(C(F)(F)F)C1,0.353989081,3.803927849,0.507461186,0.733362017
CCc1nn(-c2cc(O)c(C(=O)Nc3c(F)cccc3C3(c4cccc(Cl)c4)CC3)cc2F)c(=O)n1C,0.366999904,3.013705994,0.350251167,0.733150989
COc1cccc(-c2cccc(F)c2)c1-c1c(F)c(F)c(NC(=O)C2=C(C(O)=O)CCC2)c(F)c1F,0.309077413,2.822601865,0.367930345,0.733107936
CCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(CC(=O)Nc2ccc(F)cc2)ccc(F)c1F,0.291177289,2.91972516,0.425866908,0.733014001
Oc1ccc(F)c(NC(=O)c2cc(F)c(-n3nc4n(c3=O)CCCC4)cc2-c2ccccc2C(F)(F)F)c1F,0.333114578,3.024502494,0.418219633,0.732962148
CCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(Nc1ccccc1C)C(=O)Nc1ccc(F)cc1,0.327151901,3.210969113,0.450670755,0.732921025
CCCC(C)Oc1cc(-n2nc(CC)n(C)c2=O)c(F)cc1C(Nc1c(F)cccc1F)C(=O)C1CCCC1,0.318975922,3.883519103,0.567702933,0.73285898
Cc1c(N)cccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1cccc(F)c1,0.426322958,2.722599377,0.392611506,0.732663799
COc1cccc(Cc2cccc(C(F)(F)F)c2)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C(F)(F)F,0.214064899,3.62400584,0.465853784,0.732624369
CCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cccc1C(=O)Cc1ccc(F)cc1,0.312886915,2.780497485,0.440484538,0.732620241
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)ccnc1Cc1ccccc1F,0.361843845,2.99637993,0.426932596,0.732592138
CCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cc2cccc(F)c2)ccc(F)c1F,0.328417209,2.913948741,0.434610824,0.732361441
CCc1ccc(-c2cc(-n3nc4n(c3=O)CCCC4)c(F)cc2C(=O)Nc2ccccc2C)cc1,0.430411711,2.544464063,0.410179019,0.732335093
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1cc(C(F)(F)c2cccc(F)c2)ccc1C,0.27203035,3.012511005,0.428939721,0.732311855
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1cc(C(F)(F)c2cccc(F)c2)ccc1C,0.27203035,3.012511005,0.428939721,0.732311855
CCc1nn(-c2cc(-c3cc(F)cc(F)c3)c(C(=O)Nc3ccccc3C)cc2F)c(=O)n1C,0.460438992,2.637714971,0.42432746,0.73220197
O=C(Nc1c(F)cccc1-c1ccccc1F)c1ccc(-n2nc3n(c2=O)CCCC3)c(F)c1,0.475863147,2.581219475,0.387112156,0.732138496
Cc1ccccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1Nc1cccc(Cl)c1,0.387829608,2.581143909,0.490400484,0.732132019
CCc1nn(-c2cc(OC(C)C)c(C(=O)Nc3ccccc3C(F)(F)c3cccc(CO)c3Cl)cc2F)c(=O)n1C,0.265307533,3.157559704,0.390905506,0.732131984
CCCC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1cccc(-c2ccccc2F)c1C#N,0.286067528,3.433059895,0.426354168,0.732116744
Cc1cccc(C(=O)c2cccc(Cl)c2)c1NC(=O)c1ccc(-n2nc3n(c2=O)CCCC3)c(F)c1,0.389391205,2.589572947,0.501444988,0.731992259
CCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ccccc1Cc1ccc(F)cc1O,0.371379502,2.795509044,0.415443815,0.731832819
Cc1cc(N)ccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1ccccc1F,0.426322958,2.691722454,0.429304836,0.731725479
Cc1cc(N)ccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1ccccc1F,0.426322958,2.691722454,0.429304836,0.731725479
CCn1c(CO)nn(-c2ccc(C(=O)Nc3c(F)cccc3F)c(OC(C)C(F)(F)c3ccccc3Cl)c2)c1=O,0.263098361,3.454080292,0.33033579,0.731630602
CCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)ccnc1OCc1ccc(F)cc1,0.354586627,2.862434857,0.439607502,0.731569024
CC(C)C(=O)N1CCC(Cc2cccc(-c3ccc(-c4cc(C(O)=O)c5nc(C)[nH]c5c4)cc3)c2)CC1,0.326748984,2.588329692,0.249766088,0.731498525
Cc1ccccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1ccc(F)cc1Cl,0.405373864,2.635128049,0.43095149,0.731492953
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1cc(F)ccc1C)C(F)(F)c1cccc(C)c1,0.274449048,3.478485331,0.434754805,0.731394157
OC(=O)C1=C(C(=O)Nc2c(F)c(F)c(-c3cccc(-c4cccc(F)c4)c3)c(F)c2F)CCC1,0.34163436,2.727580929,0.34047647,0.73139255
Cc1cccc(F)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1cccc(C#N)c1,0.451655519,2.835783354,0.387132116,0.731356287
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1cc(-c2ccccc2Cl)ccc1C)C(F)(F)F,0.253712018,3.354562254,0.429640465,0.731347159
CCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)ccnc1OCCc1ccc(F)cc1,0.327037377,2.907872739,0.432039151,0.731099867
CCOc1cc(-n2nc(CC)n(C)c2=O)c(F)cc1C(=O)Nc1c(F)cccc1-c1ccccc1F,0.396169089,2.703882802,0.352787244,0.731041263
CCOc1cc(-n2nc(CC)n(C)c2=O)c(F)cc1C(=O)Nc1c(F)cccc1-c1ccccc1F,0.396169089,2.703882802,0.352787244,0.731041263
CCCC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ccccc1C(F)(F)c1cccc(C(F)(F)F)c1,0.194160172,3.604029325,0.485326035,0.730946723
Cc1ccccc1C(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1O,0.722387277,2.583942359,0.431965953,0.730794471
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cc2cccc(C(F)(F)F)c2)ccc(O)c1F,0.252974938,3.155365634,0.415166458,0.730658909
CCCC(C)Oc1cc(-n2nc(CC)n(C)c2=O)c(F)cc1C(=O)Nc1c(F)cccc1CCc1cccc(C(F)(F)F)c1,0.183607004,3.497883774,0.413540721,0.730646541
COc1nccc(C)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1ccccc1F,0.450121958,2.874164349,0.417058237,0.730614577
COc1nccc(C)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1ccccc1F,0.450121958,2.874164349,0.417058237,0.730614577
CCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(F)ccc(CCc2ccc(F)cc2)c1F,0.297602448,2.882683326,0.430940023,0.730613655
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)cccc1Nc1ccc2c(ccn2CCc2cccc(C(F)(F)F)c2)c1,0.13646656,3.334712836,0.435011704,0.730573076
O=C(Nc1c(-c2cccc(Cl)c2)cccc1C(F)(F)F)c1ccc(-n2nc3n(c2=O)CCCC3)c(F)c1,0.324119223,2.741408483,0.424472184,0.730468041
CCCC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1cc(C(F)(F)c2cccc(F)c2)ccc1C,0.213008762,3.538757309,0.487942383,0.730466559
O=C(Nc1c(Cl)cccc1C1CC1)c1ccc(-n2nc3n(c2=O)CCCC3)c(F)c1,0.676116492,2.635245254,0.669304748,0.730257155
CNc1ccccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)CCc1cccc(F)c1,0.295239997,3.312598481,0.470147137,0.73022026
CCc1nn(-c2cc(OC(C)C)c(C(=O)Nc3c(F)cccc3S(=O)(=O)c3cccc(Cl)c3)cc2F)c(=O)n1C,0.311144865,2.952099389,0.373681835,0.730086649
CCCCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cc2ccc(-c3ccccc3F)cc2)ccc(F)c1F,0.125427646,3.029093307,0.353857569,0.729919445
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1cc(-c2ccccc2Cl)ccc1C,0.320350821,2.716462638,0.387501246,0.729873194
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1cc(-c2ccccc2Cl)ccc1C,0.320350821,2.716462638,0.387501246,0.729873194
CCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1cc(C(F)(F)c2ccccc2F)ccc1C,0.295422642,2.94922858,0.435231025,0.729731788
CC(Oc1cc(-n2nc3n(c2=O)CCCOC3)c(F)cc1C(=O)Nc1c(F)cccc1C(O)c1ccc(Cl)cc1)C(F)(F)F,0.257253485,3.982141727,0.443836528,0.729583276
CCc1nn(-c2cc(-c3ccccc3F)c(C(=O)Nc3c(F)cccc3F)cc2F)c(=O)n1C,0.433450095,2.660771763,0.366174467,0.729556253
CCc1nn(-c2cc(OC(C)CC=C)c(C(=O)NC3(c4cccc(C(F)(F)F)c4)CC3)cc2F)c(=O)n1C,0.309032721,3.645485938,0.355615562,0.72943838
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cc(F)cc1S(=O)(=O)c1cccc(Cl)c1,0.294184831,3.056545574,0.438807276,0.729364917
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cccc1Cc1ccccc1F,0.336815737,2.838023986,0.438817835,0.729355236
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cccc1Cc1ccccc1F,0.336815737,2.838023986,0.438817835,0.729355236
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ccc(N)cc1C(F)(F)c1ccccc1C(F)(F)F,0.187029414,3.245635122,0.437084989,0.72904392
Cc1cccc(F)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1ccc(C(F)(F)F)cc1,0.335852622,2.821779363,0.378797062,0.729039648
CC(C)Oc1cc(-n2nc3ccccn3c2=O)c(F)cc1-c1cc2c(C)cc(C(F)(F)F)cc2n1C,0.290218481,3.015115151,0.357193356,0.72900452
CCc1nn(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(Cl)cccc3C3CC3)cc2F)c(=O)n1C,0.419003577,3.471778341,0.632977643,0.728930941
CCc1nn(-c2cc(O)c(C(=O)Nc3c(C)cccc3S(=O)(=O)c3cccc(Cl)c3)cc2F)c(=O)n1C,0.377698565,2.846385977,0.417831515,0.728901886
CCn1c(CO)nn(-c2cc3c(cc2F)C(c2ccccc2F)N(CC2CC2)C=C3C(C)C)c1=O,0.535438376,3.717239497,0.585152441,0.728690258
O=C(Nc1ccccc1C(F)F)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1C(=O)C1CCCC1,0.480979643,2.934248512,0.531865806,0.728662987
CCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cccc1Cc1cc(Cl)cc(C2CC2)c1,0.257424076,2.966152314,0.505135586,0.728661542
CCCCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(F)ccc(-c2ccc(Cl)cc2)c1F,0.24405273,2.85657046,0.55460581,0.728390025
O=C(Nc1c(Cl)ccc(-c2ccccc2F)c1F)c1ccc(-n2nc3n(c2=O)CCCC3)c(F)c1,0.411644891,2.703238538,0.399206012,0.728380619
Cc1ccnc(Cl)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1cccc(F)c1,0.40717499,2.835756021,0.432882754,0.728367088
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(Cc1cccc(C(F)(F)F)c1)Nc1ccccc1C,0.232227126,3.384281265,0.43187839,0.728228827
CCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ccc(C(F)(F)c2cccc(F)c2)cc1C,0.295422642,2.947789569,0.451012477,0.728081957
