smiles,qed,sas,weight,logP,ror,dhodh
c1c(cccc1CNC(=O)C[N+](C)(C1CCC(CC1)CCn1c(=O)n2c(n1)CCC2)C)C1CCC1,0.557813109,3.120128986,480.677,3.6002,-10.7,-11.7
c1cccc(NC(c2cc(ccc2F)-n2c(=O)n3CCCOc3n2)=O)c1CCC(C)C(O)=O,0.567317575,3.246511858,454.458,2.8612,-8.1,-12.6
Cn1c(C)nn(c1=O)-c1cc(F)c(cc1)-c1ccc[n+](c1)CC1CC[N+](C)(C)CC1,0.489038721,3.416889417,411.525,2.45942,-11.2,-11.7
C1[N+](CCC(c2cccc(c2)C[N+](C)(C)C)C1)(C)Cc1nn(-c2ccccc2)c(=O)n1C,0.557588222,3.177823281,435.616,3.3014,-9.2,-8.5
C1Cc2cc(OC)ccc2CN1C(=O)C(NC(C1CCCN(c2nn(C3CC3)c(n2C)=O)C1)=O)C,0.664723755,3.555343963,482.585,1.2313,-10.4,-9.2
c1(F)cc(c(C[N+](C(Cc2ccc(c(F)c2)-n2c(=O)n(C)c(C(O)=O)n2)=O)CC(=O)N2CCCC2)cc1)F,0.442286145,3.390743439,531.491,1.7183,-9.2,-12.8
c1(C[N+]2(C)CCCCCC2)cccc(C(=O)Nc2c(cccc2)-n2c(n3c(n2)CCC3)=O)c1,0.607109962,2.850186238,446.575,3.7531,-11.2,-13.2
[n+]1(CC2OCCC2)ccc(cc1)C(=O)Nc1cc2-n3c(nn(c3=O)C)OCc2cc1,0.654985384,3.66538347,408.438,1.1822,-10.6,-11.8
O=C(Nc1ccc(F)cc1-n1c(=O)n2CCCCCc2n1)c1ccc(cc1)C[N+]1(CCC)CCCCC1,0.455521674,3.040992344,506.646,5.0625,-8.9,-11.7
FC(F)(C1Cc2c(CN1C(C1CCCCC1)=O)cc(c(c2)-n1c(n2c(COCC2)n1)=O)NC(=O)C1CCCCC1)F,0.580026969,3.735681625,575.632,4.4789,-9.2,-7.2
N1C(CCN(CC1)C(=O)c1ccc[n+](c1)CCc1ccccc1)c1nn(c(=O)n1C)C,0.619381652,3.342200206,421.525,0.8258,-8.4,-9.9
c1c[n+](CC2CCCCC2)ccc1C(Nc1cccc(c1)-n1c(n2CCCc2n1)=O)=O,0.647380479,2.835428302,418.521,3.1003,-11.1,-12.7
c1c(ccc(c1)C(=O)Nc1c(-n2c(=O)n3c(CCCC3)n2)cccc1)C[N+]1(CCCCC1)C,0.607109962,2.807332392,446.575,3.7531,-10.3,-12.2
c1cc[n+](CC2CC[N+](CC2)(C)C)cc1NC(c1ccc(-n2c(=O)n3c(CCCC3)n2)cc1)=O,0.467536929,3.268100716,462.598,2.3965,-10,-11.3
c1c(ccc(c1Cl)C(=O)Nc1cc2CC(NCc2cc1)=O)-n1c(nn(C)c1=O)C1CCC1,0.63681691,2.763418665,451.914,2.9165,-9.6,-12.2
c1(C(=O)N2CCN(CC2)C(=O)c2ccccc2)nn(Cc2c(cccc2F)C)c(=O)n1CCCC,0.521984458,2.578121056,479.556,2.93892,-9.8,-10.3
C1(C(=O)N2N=C(CCCC2)NC(=O)C2N(CCC(C(OC)=O)=C2C(=O)N2CCN(C(C3CCC(C)(C)CC3)=O)CC2)c2ccccc2)CCCC1,0.438790248,3.980450978,702.897,4.2545,-8.2,-5.9
c1cc(c(OCc2cc3c(cc2)cc(cc3)F)cc1C)C=CC(=O)OCC(=O)N1CCC(CC1)(C)C,0.2985439,2.541745345,489.587,6.07132,-11.7,-11.5
[n+]1(C2CCCCCC2)cc(c([n+](C)c1)Cl)NC(c1ccc(-n2c(n3c(n2)CCCC3)=O)cc1)=O,0.351987099,3.357486116,483.016,3.2833,-10.7,-10.6
[n+]1(CC2CC[N+](C)(Cc3ccc[n+](c3)CC)CC2)ccc(c(-n2nc3CCCn3c2=O)c1)F,0.422001001,3.920281531,453.586,1.771,-10,-9.9
C(N1CCc2nn(c(n2C1)=O)C)(=O)C1CCN(CC1)c1ccc(cc1)CNC(C(OC1CCCC1)C)=O,0.609720763,3.400602047,510.639,1.8045,-10,-10.1
[n+]1(C)ccccc1C1CCN(CC1)C(c1ccc(cc1)Cn1c(n2CCCc2n1)=O)=O,0.608059284,2.773076011,418.521,1.8836,-10.7,-13.2
c1c[n+](CC2CCCCC2)c(cc1)C(N1CCC(CC1)[n+]1c(cccc1)-n1c(=O)n(c(n1)C)C)=O,0.531695737,3.591337825,476.625,2.51202,-8.7,-9.5
O=C(Cc1c[n+](ccc1)C(C)C)Nc1cccc(c1)-n1c(n2CCCc2n1)=O,0.690700024,2.872515814,378.456,2.0298,-10.2,-12.6
[n+]1(C)ccc(cc1)C1CCN(C(c2cc3c(cc2)cc(cn3)Cn2ccn(c2=O)C)=O)CC1,0.456651616,2.92399392,442.543,2.6276,-10.4,-11.7
c12c(CCCC1)cc(cc2)CC(N1CC(n2nc(C(O)=O)n(CC)c2=O)CCC1)=O,0.810619411,3.21303466,412.49,2.0479,-9.8,-11.4
C1(CCN(CC1)C1CCCCC1)C(N1Cc2ccc(cc2CC1)NC(=O)Cn1c(=O)n2c(n1)CCC2)=O,0.673038682,2.722534124,506.651,2.5591,-11.5,-12.8
C1c2ccccc2CC[N+](C)(C1)CCNC(=O)c1ccc(-n2nc3Cn3c2=O)cc1,0.511073416,2.980748303,404.494,1.3709,-10.6,-12.1
c12n(c(n(-c3ccc(cc3OC3CC3)NC(=O)C3CCN(CC3)Cc3ccccc3)n1)=O)CCCC2,0.548889406,2.591360186,487.604,3.7622,-10.8,-10.7
C(Nc1cc(c(cc1F)F)-n1nc2CCCCn2c1=O)(=O)CCC1CCC(C2CCOCC2)CC1,0.64474942,2.931771489,488.579,4.6002,-11.6,-12.2
C(Nc1cccc(CCCn2c(n(C)nc2CO)=O)c1)(=O)Cn1c(n2c(n1)CCCC2)=O,0.507872838,2.795506628,441.492,0.0401,-10,-12
c1c(C(O)=O)c(cc(NC(c2c(ccc(c2)-c2c(cccc2-n2nc3n(CCCC3)c2=O)F)C)=O)c1)F,0.414117636,2.74321514,504.493,4.57442,-11.1,-11.7
O=C1C(=Cc2n(c(n(n2)-c2cc(ccc2)NC(c2ccc(C(F)(F)F)cc2)=O)=O)CC)C(N(C1)CCC)=O,0.373908545,2.939117505,527.503,3.5297,-11.2,-10.3
c1(ccc(c(OC)c1)NC(=O)c1cc2CCC(C)Cc2cc1)-n1c(n2-c3c(CCc2n1)c(cc(c3)OC)N)=O,0.37952405,3.386441047,525.609,4.0983,-10.4,-7.9
C[N+]1(C)CCCC1c1c(cccc1)NC(=O)c1ccc2-c3nn(C)c(=O)n3CCCc2c1,0.645556111,3.515666842,432.548,3.3586,-11.2,-8.1
c1(ccc(c(c1)-n1c(n(c(C)n1)CC)=O)C(=O)NCC1(c2ccc(F)cc2)CCN(CC1)C(=O)C1CC1)C,0.517506953,2.818388362,519.621,3.51004,-11.6,-6.6
c1c(CCC[n+]2[n+](cccc2)CC2CC[N+](C)(C)CC2)cccc1-n1c(nn(c1=O)C)S,0.333927664,3.971460474,455.652,1.5539,-10.3,-12.1
c1cccc(c1C1CCN(C(=O)Cc2[n+](cccc2)CCC)C1)-n1nc2n(CCCC2)c1=O,0.547072385,3.510367674,446.575,2.6264,-9.2,-11.7
[n+]1(CC2CCCCC2)ccc(cc1)C(Nc1cc(c(-n2nc3CCCn3c2=O)cc1)F)=O,0.624395369,2.903033703,436.511,3.2394,-9.6,-9.7
N(S(=O)(=O)c1cc(c(F)cc1)NC(=O)C1Cc2c(cccc2)CN1C(Cn1nc2n(CCCC2)c1=O)=O)CC(O)=O,0.341822395,3.313165011,586.602,0.4753,-10.4,-11.6
[N+]1(C)(CCC(CC1)[n+]1ccc(cc1)C(=O)Nc1ccc(-n2nc3CCCn3c2=O)cc1)C,0.503850478,3.339779635,434.544,1.9313,-9.4,-6.9
O=C(N1Cc2c(cccc2)C[N+]1(C)C)C1CCN(C(=O)Cn2nc3n(CCCC3)c2=O)CC1,0.653431101,3.192568541,453.567,1.1535,-9.2,-8.2
N12CC(CC2)Cc2nn(-c3ccccc3)c(n12)=NC(=O)c1ccc[n+](CC2CC2)c1,0.624604668,4.72206947,401.494,1.6264,-8.1,-11.8
[O-][N+]1CCN(CC1)c1c(cccc1)-n1nc2CCCc2c(c1=O)NC(c1ccccc1)=O,0.50663034,2.969967201,430.488,2.4314,-9.8,-11.9
C1CC(CCN1S(=O)(=O)CCC(=O)Nc1cc(CC)ccc1)C(N1Cc2n(CC1)c(=O)n(n2)C)=O,0.587089248,2.794372305,504.613,0.557,-10.1,-10.2
c1(C=Cc2c(cc[n+](c2)C)C(NCCc2nn(C)c(=O)n2C)=O)ccc2c(c1)CCC2,0.617979262,3.071233074,418.521,1.5749,-10.2,-12.3
c1(ccc(c(c1)C(Nc1cc(c(cc1CNC1CCC1)F)F)=O)-n1c(=O)n(nc1C)-c1ccc(cc1)C)C,0.356631427,2.723372396,517.58,5.12106,-8,-7
c1[n+](CC2CC[N+](CC2)(C)C)ccc(C(=O)Nc2cn(c(=O)n(C3CC3)c2=O)C)c1,0.584733842,3.392167638,413.522,0.9081,-10.5,-9.2
N1(CCCC(CC(=O)NC2CC[N+](CC2)(C)C)CC1)C(C1CCn2c(C1)nn(C)c2=O)=O,0.68174079,3.916120403,447.604,0.518,-9.4,-9.2
C1CCCc2ccc(cc12)CNC(c1ccc(C2=[N+](CCn3c(C2)nn(c3=O)C)[O-])cc1)=O,0.490544832,3.093704041,445.523,1.9463,-11.8,-14.9
c1[n+](C2CCCC2)ccc[n+]1CCCNC(c1ccc(cc1)-n1nc2CCCn2c1=O)=O,0.45221714,3.295701186,434.544,1.4904,-10.9,-12.4
FC(C1(c2ccc(-n3c(n4CCCN(c4n3)CC3CC3)=O)c(c2)C(NC2CC2)=O)CC[N+](CC1)(C)C)(F)F,0.579314274,3.660415088,533.619,3.2166,-8.3,-6.2
c1(cc(NC(=O)c2cccc(c2)-n2c(nn(c2=O)C)C)ccc1C(C)(C)C)N1C(=O)CCCCCC1=O,0.535881065,2.754845361,503.603,4.25292,-11.6,-11.3
c1c(cccc1CC1CC[N+](CCc2nn(C)c(=O)n2C2CC2)(CC1)C(Nc1ccccc1)=O)C,0.513933973,3.235550524,474.629,4.46922,-8.3,-8.7
C[N+]1(CCCCCC1)CCc1ccc(Cn2c(nn(c2=O)-c2ccccc2)CC(=O)O)cc1,0.535690594,2.75182647,449.575,3.2725,-10.5,-10.6
Clc1[n+](c[n+](CC2CCCCC2)cc1)CCC(Nc1cc(-n2nc3n(c2=O)CC3)ccc1)=O,0.427120211,3.412997776,468.989,2.4276,-10.7,-12
c1c(cc(c(CO)c1)OC(C)C(c1ccc(cc1)F)=O)C(N1Cc2nn(C)c(=O)n2CC1)=O,0.56633969,3.140511006,454.458,1.5194,-10.7,-11.9
N1(CCC(CC1)NC(=O)c1nn(c(=O)n1C)C)CCC(=O)Nc1cc(c(c(C)c1)C(F)(F)F)C,0.655900449,2.892791962,482.507,1.97744,-10.3,-11.5
c1cc2c(cc1)C(=O)N(C(C2C(Nc1ccc(F)cc1)=O)=O)Cc1nn(C)c(n1C1CC1)=O,0.473533399,3.136683748,449.442,1.9607,-9.5,-10.5
c1cc(C(=O)Nc2cccc[n+]2C2CC[N+](C)(CC2)C)ccc1-n1c(nn(c1=O)C)C,0.515068817,3.382854367,422.533,1.83052,-10.6,-11.1
C[n+]1ccc(cc1C(N1CCC(c2cc(c(cc2Cl)-n2nc3n(CCC3)c2=O)Cl)CC1)=O)F,0.528851914,3.271557174,491.374,3.2704,-10.6,-7.8
C[n+]1cc(ccc1)C(Nc1cccc(-n2nc3n(c2=O)CCC3)c1N1CC(C)CCC1)=O,0.640886924,3.453483041,433.536,2.2933,-7.6,-6.7
[n+]1(CC2CC[N+](C)(CC2)C)ccccc1NC(c1cc(-n2nc3CCn3c2=O)ccc1)=O,0.489974756,3.440624786,434.544,1.6163,-9.9,-11.6
[n+]1(C2CC[N+](C)(C)CC2)ccccc1NC(=O)c1cc2c(-n3c(n(C)nc3C2)=O)cc1,0.402573575,3.656129228,420.517,1.4263,-9.1,-9.9
C(O)(c1nn(c(n1C)=O)-c1ccc(NC(=O)c2c[n+](CC3CC[N+](CC3)(C)C)ccc2)cc1)=O,0.420343015,3.320692186,466.542,1.2954,-9.6,-11.1
[n+]1(C2CCCCC2)ccccc1C(Nc1ccc(-n2c(=O)n3c(CCCC3)n2)c(c1)C)=O,0.638821579,3.054445117,432.548,3.72372,-9.9,-11.1
[n+]1(C)cccc(c1NC(=O)c1cccc(-n2c(=O)n3CCCc3n2)c1)CC1CCCC1,0.647851163,2.974363704,418.521,2.7897,-11.1,-9.7
C1c2c(cc(-n3nc4CCCn4c3=O)c(F)c2)C(NC(=O)c2[n+](C)c3c(cccc3)nc2C)CC1,0.463780503,3.711286364,473.532,2.60782,-10.6,-7.5
C1[N+](CCC(C1)c1cc(ccc1)C(Nc1cc(ccc1)-n1nc2n(CCCC2)c1=O)=O)(C)C,0.623149907,2.878488171,446.575,3.5764,-11.7,-10.9
c1(cc[n+](CC(N2CCC(CC2)Cc2cc[n+](CC3CCC3)cc2)=O)cc1)-n1nc(C)n(C)c1=O,0.488076698,3.350843294,476.625,1.73582,-11.1,-10.8
N1(c2c(cccc2)C[N+]2(C)CCOCc3ccc(-n4c(nn(c4=O)C)C)cc3CC2)CCCC1,0.559067851,3.941717219,462.618,3.19912,-9.5,-9.8
c1cc[n+](CC2CCCN(C2)C(Cc2cc(-n3nc(C)n(c3=O)C)ccc2)=O)cc1C#N,0.573294991,3.48521139,431.52,1.5199,-10.8,-12.2
c12cc(C3(CC(=O)c4c(F)ccc(F)c4)C(=O)N(CC3)C)cnc1Cc1c-2c(=O)n(C)nc1C,0.433825225,3.849991692,464.472,2.70602,-9.9,-9.9
N(Cc1cc(-n2nc3CCCn3c2=O)ccc1)C(=O)CNC(NC(=O)C1CCC(CC1)(O)C=C)=O,0.423420011,3.130817559,482.541,0.5295,-10.9,-12.3
Cc1c(C)ccc(C(=O)N2CCC(CC(C)C)CC2)c1NC(c1n(c(=O)n(n1)C(C)C)C)=O,0.714695522,2.905004399,455.603,3.93014,-9.5,-9.7
O=C1NCCC(CC1)C(=O)Nc1ccc(-n2nc3n(CCCC3)c2=O)c(NC(C)=O)c1,0.676669195,3.159613068,426.477,1.1835,-10.1,-10.9
Fc1c(N2CCC(n3c(=O)n(CC)nc3C)CC2)cc(cc1)C(=O)N1CCC(OCC)CC1,0.66417354,2.69521772,459.566,2.99482,-10.3,-11.2
c1c(C[N+]2(C)CCCCC2)ccc(c1)C(Nc1ccccc1-n1nc2CCCn2c1=O)=O,0.628826634,2.805180105,432.548,3.363,-10.4,-11.8
c1c(c[n+](cc1)C1CC1)CCC(Nc1c(-n2nc(C)n(c2=O)C)cc(cc1)C)=O,0.654873256,2.998488853,392.483,2.38154,-10,-11
[n+]1(C)ccc(cc1)C1c2nn(C)c(n2CCN1C(c1cc(c(cc1)F)C1CC1)=O)=O,0.619624413,3.566052378,408.457,1.6682,-9.1,-10.1
C1CN(C(=O)C2CCCC2)CCC1C(Nc1c(cccc1F)-n1c(=O)n2CCCCc2n1)=O,0.767861341,2.679978049,455.534,2.8767,-10.7,-11.7
c1ccc(C(=O)NC2CC2)c(-n2c(n3c(CN(C(c4cc(F)ccc4O)=O)CC3)n2)=O)c1OC(C)C,0.541448361,2.917822494,495.511,2.2141,-9,-6.2
N(CCC)C(=O)C(C(=O)NC1CC1)N1CCC(CC1)CCC(=O)Nc1ccc(-n2nc3n(c2=O)CCC3)cc1,0.373371608,3.332307575,537.665,1.5843,-10.5,-10.5
n1n(Cc2ccccc2C)c(n2-c3cccc(CNC(C4CCCCC4)=O)c3CCc21)=O,0.671305669,2.626260998,430.552,3.68582,-10.9,-13.5
O=C(c1cc(F)c(cc1)C1CC1)Nc1ccc(C)c(-n2c(C)nn(-c3ccccc3)c2=O)c1,0.477582282,2.392350227,442.494,4.90884,-11.2,-9.7
[n+]1(C)ccccc1C1CCN(C(=O)Cn2nc(-c3ccccc3)n(C(F)F)c2=O)CC1,0.586322093,2.940811746,428.463,2.3376,-10.2,-11.8
[N+]1(CCCCCC1)(Cc1cccc(C(=O)c2nn(c(=O)n2C2CCCC2)C(C)C)c1)C,0.506003165,3.105791815,425.597,4.4924,-9.8,-11.3
c1[n+](C2CCC2)cccc1NC(c1cc(OCCC)ccc1-n1nc2CCCCn2c1=O)=O,0.561729828,3.062569143,448.547,3.4239,-10.5,-11.7
c1[n+](C)ccc[n+]1CC1CCC(CC1)C[n+]1cccc(NC(c2n(C)c(=O)n(n2)C)=O)c1,0.561576431,3.851797753,438.556,0.2772,-10.2,-12.1
c12nn(c(n2CCCC1)=O)CNC(c1cc(C#N)c(-n2c(n3CCCCc3n2)=O)cc1)=O,0.629021219,3.103246692,434.46,0.32398,-10.5,-13.1
c1c2c(cc(c1F)Cn1nc3n(CCC3)c1=O)C(=O)N(c1ccccc1)C2Cc1cc(C#N)ccc1,0.433315412,3.308420092,479.515,3.99428,-10.8,-14.1
[n+]1(C2CC[N+](C)(CC2)C)ccccc1C(Nc1cccc(-n2c(n(C)c(C)n2)=O)c1)=O,0.515068817,3.408256489,422.533,1.83052,-10.6,-8.9
c1cc2N(C(=O)C(NC(Cn3nc4ccccn4c3=O)=O)CC(=O)O)C(=O)Cc2cc1Cl,0.538704302,3.216058417,457.83,0.2248,-10.1,-11.4
[n+]1(C2CCCCC2)ccc(cc1NC(c1ccc(cc1)-n1nc2CCCn2c1=O)=O)C#N,0.645151338,3.180035688,429.504,2.89688,-9.5,-13.6
c1[n+](CC2CC[N+](C)(CC2)C)cc(cc1)NC(c1cccc(-n2nc3n(CCCCC3)c2=O)c1)=O,0.454709814,3.300707056,476.625,2.7866,-10.9,-11.7
c1[n+](CCC2CCCCC2)cccc1NC(=O)c1ccc(-n2nc3n(c2=O)CCCC3)[n+](c1)C,0.572517864,3.364397876,462.598,2.705,-10.3,-12.5
N(C(c1cccc(c1)C[N+]1(C)CCOCC1)=O)c1c(cc(cc1)-n1nc2n(CCCCC2)c1=O)Cl,0.546910061,2.953394794,497.019,3.6429,-10.5,-11.5
c1c2c(ccc1NC(=O)c1ccc(cc1)C#N)-n1c(n(nc1C2)-c1cnc2CCCCn21)=O,0.466456234,3.050283353,437.463,2.58418,-8.7,-7
[N+]1(C)(CCCCC1)CCc1ccc(-n2c(C3CC[N+](C)(CC3)C)nn(c2=O)C)cc1,0.707344088,3.316770865,413.61,2.6978,-8.7,-10.7
[n+]1(C2CCCCC2)cccc(c1)C(=O)Nc1cccc(-n2nc3CCCCn3c2=O)c1,0.660140589,2.922675808,418.521,3.4153,-11.5,-11.8
CN(C(=O)c1cc(ccc1)-n1c(=O)n2c(CCC2)n1)c1ccc(-n2nc3n(CCCC3)c2=O)cc1,0.452953215,2.906247955,471.521,1.9405,-10.2,-12.4
[n+]1(CC2CC2)cccc(c1)C(=O)Nc1cc(-n2nc3CCCn3c2=O)c(cc1)OC(C)C,0.579966323,3.014099359,434.52,2.7172,-9.1,-12.2
[n+]1(C)ccccc1NC(C1CCC(c2[n+](C3CCC3)cccc2)Cc2n1c(n(C)n2)=O)=O,0.63553801,4.40652845,434.544,1.7187,-9.7,-7.7
c1c[n+](C2CC[N+](C)(C)CC2)ccc1C(Nc1ccc(Cn2nc3n(c2=O)CCC3)cc1)=O,0.479337315,3.27132979,448.571,1.9904,-11,-11.1
[n+]1(Cc2cc[n+](cc2)C)ccc(C(NC2CCC(CC2)n2c(nn(C)c2=O)O)=O)cc1,0.578308329,3.254626955,424.505,0.3614,-10.2,-11.9
c1(ccccc1)-n1c(=O)n(nc1C)CC(=O)Nc1c(cccc1C[N+]1(C)CCCC1)Cl,0.597287774,2.835090067,440.955,3.37492,-9.8,-11
[n+]1(cccc[n+]1C1CCCC1)CC(Nc1ccc(Cc2n(c(n(C)n2)=O)C)cc1F)=O,0.601641524,3.435553704,426.496,1.1775,-9.5,-12.1
c1[n+](C2CC[N+](C)(CC2)C)cccc1C(=O)Nc1ccc2n(C)c(=O)n(C)c2c1,0.54334937,3.214247828,395.507,1.8281,-9.8,-8.8
n1c2n(C)c(=O)n(c(=O)c2c(C)cc1-c1c(NC(c2ccc[n+](c2)C2CC2)=O)ccc(Cl)c1)C,0.458105801,2.949246068,476.944,3.13572,-10.1,-7
[N+]1(C)(CCC(CC1)C[n+]1cccc(C(Nc2nn(c(n2C)=O)-c2ccccc2)=O)c1)C,0.501462989,3.275533074,422.533,1.5972,-11.2,-11.4
c1cc2CC(CCc2cc1NC(=O)Cc1cc2c(CCc3n-2c(n(n3)C)=O)cc1)[N+]#[C-],0.671179103,3.628992946,413.481,2.62739,-11.3,-11.6
N1(CC=Cc2ccc(cc2)OC(C)C)CCCn2c(=O)n(nc2C1)-c1ccc(Cl)cc1,0.572237676,2.645353315,438.959,4.3937,-10.4,-11.2
c1(n2CCCc2nn1-c1c(C(=O)N2CCC(=Cc3cccc[n+]3C)CC2)cc(cc1)F)=O,0.594387434,3.133593849,434.495,2.2634,-10.5,-7.2
c1(cccc[n+]1CC1CCC(C(=O)Nc2cccc(c2)-n2nc(C)n(C)c2=O)CC1)C,0.645301908,2.878425382,420.537,2.92044,-11,-12.8
C1c2c(cccc2)CN(C(Cn2nc3n(CCCC(=O)C3)c2=O)=O)CCCN1c1c(cccc1)C,0.584435178,3.168214849,473.577,2.69772,-11.7,-9.2
c1[n+](CC2CC[N+](C)(C)CC2)ccc(c1)NC(c1ccc(-n2c(nn(C)c2=O)C)cc1)=O,0.490560409,3.206709435,436.56,1.90562,-10.1,-10.1
Cn1nc2CCCc2c1NC(c1cc(ccc1)CC[N+]1(CCCCc2c1cccc2)C)=O,0.598962367,3.460594342,429.588,4.6772,-11.3,-11.3
O=C(NCc1c(NC(C2CCCCC2)=O)cc(-n2nc3CCCCn3c2=O)cc1)C[N+]1(C)CCCC1,0.577374549,3.086211695,495.648,2.7457,-11.2,-12.8
c1cc(C(C)=O)cc(c1)-n1nc(C=C2CCN(CC(=C)C(O)=O)CC2)n(-c2ccccc2)c1=O,0.430835204,2.931174842,458.518,3.3458,-9.4,-11.7
[n+]1(c(C2CCCCC2)cccc1)CC(Nc1cccc(-n2c(=O)n3CCCCc3n2)c1)=O,0.628715948,2.934674508,432.548,3.3442,-11.3,-12.9
[N+]1(C)(C)CCC(CC1)[n+]1ccc(C(Nc2ccccc2-n2c(n3CCCCc3n2)=O)=O)cc1,0.491867463,3.391131086,448.571,2.3214,-10.2,-10.3
[n+]1(ccc(cc1)C1CCN(C(=O)c2ccc(cc2)-n2nc3CCCCn3c2=O)CC1)C,0.612937816,2.781009857,418.521,2.2146,-11.1,-11.3
c1c(N(C(c2c(F)cc(-n3c(n(c(n3)C)C(C)C)=O)cc2)=O)c2ccccc2F)cc(cc1)O,0.45633019,2.760064889,464.472,4.88562,-8,-8.3
C1(=CC2=CCC(C3=C(n4c(n(nc4C)C)=O)C(N(C(C)=O)C3=O)=O)OC2)C(C)(CC(OCc2ccccc2)(C)CC1)C,0.481979677,4.721913995,574.678,3.84392,-9,-11.2
c1c(-n2nc3n(c2=O)CCCOC3)ccc(c1CN1CCc2c(C1=O)ccc(c2)F)C(C)C,0.610940733,3.004496528,450.514,3.4153,-11.6,-10.4
C(=O)(NNC(c1n(Cc2cc[n+](cc2)F)c(n(n1)C)=O)=O)c1c[n+](ccc1)C1CC1,0.428241984,3.671417989,413.413,-0.6526,-10.7,-10.7
c12nn(c(n2CCN(C1)C(c1ccc(S(CCC(c2ccccc2)=O)(=O)=O)c(c1)F)=O)=O)C,0.501980423,2.717100744,472.498,1.4236,-10.9,-11.8
[n+]1(CC2CC[N+](C)(C)CC2)cccc(C(Nc2cccc(-n3c(n4CCCc4n3)=O)c2)=O)c1,0.479439173,3.295464365,448.571,2.0064,-11.5,-12.3
ClCCC[n+]1ccc(cc1)C(=O)Nc1ccc(CC[N+]2(C)CCn3c(nn(c3=O)C)CC2)cc1,0.301775068,3.743084639,485.032,1.9959,-9.9,-10
c1c(Cn2c(n(c(n2)C(F)(F)F)-c2cc(C(N)=O)c(cc2)C(=O)NC(C)C2CC2)=O)c(c(C)cc1)F,0.480609995,3.327802607,505.472,3.17582,-10,-10.3
c1c2Cc3nn(c(=O)n3-c2cc(c1)C(Nc1ccc(c(c1)C#N)F)=O)C1CC[N+](CC1)(C)C,0.488857512,3.289606306,447.494,2.61258,-12.1,-10.9
c1c2c(ccc1)CN(CC2)C(c1nn(C)c(=O)n1Cc1ccc(c(C(F)(F)F)c1)CN1CCC(CC1)CC)=O,0.462212625,2.892833356,541.618,4.4694,-7.8,-9.9
Cc1[n+](ccc(c1)NC(c1cc[n+](cc1)Cc1n(c(n(n1)C)=O)C)=O)CC1CCCCC1,0.599729948,3.31930815,436.56,1.88312,-10.3,-11.2
c1(c[n+](C2CC[N+](C)(CC2)Cc2ccccc2)ccc1)Cc1nn(C)c(n1C1CC1)=O,0.455552305,3.459286245,419.573,2.7767,-10.6,-10.9
c1cc(ccc1NC(=O)Cc1ccc(c(F)c1)F)C1CCN(CC1)C(C)c1n(C)c(=O)n(n1)C(=O)C,0.561829151,3.177688488,497.546,3.6419,-11.3,-11
c1(C2CC[N+](C)(CC2)CC[n+]2ccccc2)cc(-n2nc(n(C)c2=O)CO)ccc1,0.494170145,3.337733961,409.534,1.375,-9.2,-8.6
OC(CO)c1nn(-c2cc(C)c(cc2)C(Nc2c(OC)ccc(C(F)(F)F)c2)=O)c(n1C)=O,0.512642415,3.144316804,466.416,2.18482,-8.1,-11.1
c1(c(cncc1F)NC(=O)c1cn(nc1)-c1c(cc(-n2c(n(C)c(C)n2)=O)cc1)F)C=C,0.517536036,3.086024837,437.41,2.63362,-10.4,-10.8
O=C(N1C(CC1)Cc1cc(C(N2C(C)Cc3c(CC2)cccc3)=O)ccc1)c1nn(C)c(n1C)=O,0.582004714,3.535234401,473.577,2.2055,-10.9,-14.1
C(N1CCC(C(CC)=C(c2ccccc2)c2n(c(n(C)n2)=O)C)CC1)(=O)c1ccccc1,0.61716316,2.705774422,430.552,3.8831,-8,-6.4
CCc1c(c(ccc1)NC(c1ccc(F)c(F)c1)=O)-n1nc(n(C)c1=O)CN(C)C,0.672095838,2.627081725,415.444,2.7255,-9.4,-11.2
CCc1ccc(cc1)CN1CCC(NC(c2nn(c(=O)n2C)-c2cccc(Cl)c2)=O)CC1,0.621824775,2.461009418,453.974,3.1812,-10.6,-10.7
[n+]1(C)cc(ccc1)C1CCN(CC1)C(=O)c1ccc(-n2c(=O)n(c(C)n2)C)cc1,0.637880635,2.73889813,392.483,1.72372,-11.2,-9.9
C1CC(=O)CCN1C1CCN(C(c2c(C(F)(F)F)cn(n2)C)=O)C1C(=O)Nc1cccc(F)c1OCCCC,0.396259026,3.920505,553.557,3.6436,-7.6,-10.2
[N+]1(Cc2ccccc2)(CCC(NC(=O)c2n(C)c(=O)n(n2)-c2ccccc2F)CC1)C,0.639078737,2.915592864,424.5,2.2491,-9.4,-9.6
[N+]1(C)(CCC(c2ccccc2)(C(=O)Nc2cc(c(F)cc2)-n2c(n3c(CCCC3)n2)=O)CC1)C,0.602967397,3.074376652,464.565,3.2561,-10.1,-6.7
c12ccc(cc1CCN2C(CCC1CCCC1)=O)NC(=O)c1cc(F)c(-n2nc(C)n(C)c2=O)cc1,0.561597691,2.673821363,491.567,4.13032,-10.6,-8.5
c1c[n+](ccc1C[n+]1cc(CNC(=O)C2CCCCC2)ccc1-n1c(n2c(CCC2)n1)=O)C,0.578429935,3.318735757,448.571,1.337,-10.1,-13
CC(n1c(C2CC2)nn(-c2cc(C[N+]3(C)CCCCCC3)c(cc2)C(NC2CC2)=O)c1=O)C,0.64793765,3.169222818,452.623,3.9051,-9,-10.6
